condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	73.455	1.5002000000000066	1.0	1	hit
WinSmall	204.4613	1.4963000000000193	1.0	1	hit
WinBig	41.45	1.499299999999998	0.0	1	miss
WinSmall	54.4541	1.4967000000000041	0.0	1	miss
WinSmall	78.9532	1.5002000000000066	0.0	1	miss
WinBig	84.4555	1.4963999999999942	0.0	1	miss
WinBig	96.9535	1.500399999999999	0.0	1	miss
WinBig	151.9565	1.5001000000000033	0.0	1	miss
WinSmall	165.4573	1.4975000000000023	0.0	1	miss
WinBig	178.4575	1.5002999999999815	0.0	1	miss
WinSmall	186.4579	1.5002000000000066	0.0	1	miss
WinSmall	218.9591	1.5006999999999948	0.0	1	miss
WinSmall	229.9579	1.5007999999999981	0.0	1	miss
WinBig	270.9634	1.498800000000017	0.0	1	miss
WinBig	282.4622	1.5	0.0	1	miss
WinBig	295.9629	1.4986000000000104	0.0	1	miss
WinBig	306.9655	1.4966000000000008	0.0	1	miss
WinSmall	313.9634	1.5004000000000133	0.0	1	miss
WinBig	324.9639	1.5004999999999882	0.0	1	miss
WinSmall	336.9651	1.4997999999999934	0.0	1	miss
