condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	37.685	1.5274	1.0	1	hit
WinSmall	49.4201	1.5513000000000048	1.0	1	hit
WinBig	57.531	1.5829000000000022	1.0	1	hit
WinSmall	81.9153	1.6333999999999946	1.0	1	hit
WinBig	119.0678	1.6663999999999959	1.0	1	hit
WinBig	124.6973	1.6491000000000042	1.0	1	hit
WinSmall	130.8356	1.6611000000000047	1.0	1	hit
WinBig	137.4522	1.6800999999999817	1.0	1	hit
WinBig	143.5991	1.6536000000000115	1.0	1	hit
WinBig	221.341	1.7005000000000052	1.0	1	hit
WinSmall	227.9752	1.6827000000000112	1.0	1	hit
WinSmall	239.2758	1.6658999999999935	1.0	1	hit
WinSmall	304.5135	1.5997999999999593	1.0	1	hit
WinSmall	318.2305	1.6001999999999725	1.0	1	hit
WinBig	101.716	1.667100000000005	0.0	1	miss
WinSmall	156.2869	1.7164999999999964	0.0	1	miss
WinBig	245.4261	1.6326999999999998	0.0	1	miss
WinBig	284.6452	1.6163000000000238	0.0	1	miss
WinBig	338.5408	1.634299999999996	0.0	1	miss
WinSmall	344.6494	1.6492000000000075	0.0	1	miss
