condition	onset	duration	probeResp.corr	amplitude	trial_type
WinBig	60.3604	1.5829999999999984	1.0	1	hit
WinBig	85.2402	1.5386000000000024	1.0	1	hit
WinSmall	96.6531	1.5423000000000116	1.0	1	hit
WinBig	102.6553	1.5002000000000066	1.0	1	hit
WinSmall	159.0316	1.5416000000000167	1.0	1	hit
WinBig	203.5748	1.4992000000000019	1.0	1	hit
WinBig	275.5798	1.5104000000000042	1.0	1	hit
WinBig	281.0797	1.498899999999992	1.0	1	hit
WinBig	316.9547	1.50060000000002	1.0	1	hit
WinSmall	343.4596	1.500099999999975	1.0	1	hit
WinSmall	67.3178	1.5841999999999956	0.0	1	miss
WinSmall	78.2379	1.5814000000000021	0.0	1	miss
WinBig	114.6153	1.497799999999998	0.0	1	miss
WinSmall	126.5751	1.5404999999999944	0.0	1	miss
WinBig	132.0753	1.5381000000000142	0.0	1	miss
WinSmall	223.0757	1.5003999999999849	0.0	1	miss
WinSmall	238.5782	1.4998999999999967	0.0	1	miss
WinSmall	249.5805	1.497399999999999	0.0	1	miss
WinBig	298.0391	1.4985999999999535	0.0	1	miss
WinSmall	308.9576	1.4989999999999668	0.0	1	miss
