condition	onset	duration	probeResp.corr	amplitude	trial_type
WinSmall	80.5626	1.4984999999999928	1.0	1	hit
WinSmall	99.0598	1.5002000000000066	1.0	1	hit
WinSmall	116.0624	1.50030000000001	1.0	1	hit
WinBig	141.4405	1.4956000000000245	1.0	1	hit
WinSmall	167.3563	1.5401999999999987	1.0	1	hit
WinSmall	181.7758	1.5378000000000043	1.0	1	hit
WinBig	202.7331	1.540300000000002	1.0	1	hit
WinBig	235.2754	1.4993000000000052	1.0	1	hit
WinSmall	297.2788	1.5002000000000066	1.0	1	hit
WinSmall	302.7788	1.5003000000000384	1.0	1	hit
WinBig	308.2795	1.499900000000025	1.0	1	hit
WinSmall	338.6972	1.5002999999999815	1.0	1	hit
WinBig	53.0591	1.5822999999999965	0.0	1	miss
WinSmall	110.0618	1.5015999999999963	0.0	1	miss
WinBig	146.899	1.4968000000000075	0.0	1	miss
WinBig	173.8171	1.5404999999999802	0.0	1	miss
WinBig	195.7347	1.5382999999999925	0.0	1	miss
WinSmall	221.777	1.4972000000000207	0.0	1	miss
WinBig	227.2752	1.5006999999999948	0.0	1	miss
WinBig	286.2779	1.5004000000000133	0.0	1	miss
