trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,trial_t.routineEndVal,ss_delay,iti_duration,SOA,key_response.rt,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,1295,None,0,0,0,0,3,None,0,go,0.05,1.295,2.295,,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Right_Arrow.bmp,None,2,792,None,0,1,1,1,,None,0,go,0.05,0.792,1.792,,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,738,None,0,2,2,2,,None,1,stop,0.1,0.738,1.738,,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Right_Arrow.bmp,None,2,750,None,0,3,3,3,,2,1,go,0.1,0.75,1.75,0.7043704039824661,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Left_Arrow.bmp,None,1,869,None,0,4,4,4,,1,1,go,0.1,0.869,1.869,0.5448638120142277,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Left_Arrow.bmp,None,1,732,None,0,5,5,5,,1,1,go,0.1,0.732,1.732,0.5028278339887038,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,721,None,0,6,6,6,,None,1,stop,0.15000000000000002,0.721,1.721,,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Right_Arrow.bmp,None,2,769,None,0,7,7,7,,2,1,go,0.15000000000000002,0.769,1.7690000000000001,0.4211371980200056,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Left_Arrow.bmp,None,1,708,None,0,8,8,8,,1,1,go,0.15000000000000002,0.708,1.708,0.7969694699859247,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Right_Arrow.bmp,None,2,838,None,0,9,9,9,,1,0,go,0.15000000000000002,0.838,1.838,0.545992314000614,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Right_Arrow.bmp,None,2,712,None,0,10,10,10,,2,1,go,0.15000000000000002,0.712,1.712,0.41972497798269615,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Left_Arrow.bmp,None,1,707,None,0,11,11,11,,1,1,go,0.15000000000000002,0.707,1.7069999999999999,0.5046167600085028,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,711,None,0,12,12,12,,1,0,stop,0.10000000000000002,0.711,1.746285872017266,0.41471412798273377,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Right_Arrow.bmp,None,2,725,None,0,13,13,13,,2,1,go,0.10000000000000002,0.725,1.725,0.5037193790194578,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Left_Arrow.bmp,None,1,771,None,0,14,14,14,,1,1,go,0.10000000000000002,0.771,1.771,0.4207966449903324,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Left_Arrow.bmp,None,1,830,None,0,15,15,15,,1,1,go,0.10000000000000002,0.83,1.83,0.4644723479868844,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Left_Arrow.bmp,None,1,797,None,0,16,16,16,,1,1,go,0.10000000000000002,0.797,1.7970000000000002,0.4203309800068382,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Right_Arrow.bmp,None,2,832,None,0,17,17,17,,1,0,go,0.10000000000000002,0.832,1.8319999999999999,0.4625583100132644,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
go,sst_images/Left_Arrow.bmp,None,1,762,None,0,18,18,18,,2,0,go,0.10000000000000002,0.762,1.762,0.42085386702092364,027,Scanner,R,1,2019_Aug_27_1112,SST,3.0.7,23.991102986159806,
