trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,2,0,0.8563587089956854,go,0.05,0.955,1.955,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,1,0,0.5717597409966402,go,0.05,0.925,1.925,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,1,0,0.6196689770004014,go,0.05,0.925,1.925,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,2,0,0.4529697239995585,go,0.05,0.865,1.865,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,2,0,0.454294683993794,go,0.05,1.045,2.045,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,,stop,0.1,0.79,1.79,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,1,0,0.553068273999088,go,0.1,0.745,1.745,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,2,0,0.4524872530018911,go,0.1,0.82,1.8199999999999998,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,1,0,0.4697383520033327,go,0.1,1.09,2.09,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,1,0,0.4528945910060429,go,0.1,0.7,1.7,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,2,0,0.437140747999365,go,0.1,0.76,1.76,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,,stop,0.15000000000000002,0.88,1.8800000000000001,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,1,0,0.38945116700051585,go,0.15000000000000002,0.73,1.73,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,2,0,0.4229766019998351,go,0.15000000000000002,0.91,1.9100000000000001,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,2,0,0.4383482310004183,go,0.15000000000000002,0.955,1.955,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,2,0,0.4881044240028132,go,0.15000000000000002,1.045,2.045,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,1,0,0.4170416870038025,go,0.15000000000000002,1.045,2.045,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,2,0,0.4371586390043376,go,0.15000000000000002,0.985,1.9849999999999999,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,18,18,18,None,1,,stop,0.2,0.76,1.76,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,19,19,19,1,1,0.354865574001451,go,0.2,0.775,1.775,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,20,20,20,1,0,0.5378589259998989,go,0.2,1.015,2.0149999999999997,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,21,21,21,2,0,0.4217926470009843,go,0.2,0.76,1.76,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,22,22,22,None,1,,stop,0.25,0.985,1.9849999999999999,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,23,23,23,1,0,0.4207725630039931,go,0.25,0.715,1.7149999999999999,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,24,24,24,2,0,0.4220200159979868,go,0.25,0.745,1.745,009,Practice,L,2,2019_Sep_06_1229,SST,3.0.7,59.92727956394351,
