trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,1,1,0.9020893639972201,go,0.05,0.955,1.955,022,Practice,R,2,2019_Sep_10_1105,SST,3.0.7,60.078426741144376,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,0.3876222599938046,go,0.05,0.925,1.925,022,Practice,R,2,2019_Sep_10_1105,SST,3.0.7,60.078426741144376,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,2,1,0.47201249399222434,go,0.05,0.925,1.925,022,Practice,R,2,2019_Sep_10_1105,SST,3.0.7,60.078426741144376,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,0.3378035069908947,go,0.05,0.865,1.865,022,Practice,R,2,2019_Sep_10_1105,SST,3.0.7,60.078426741144376,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,0.5207447419961682,go,0.05,1.045,2.045,022,Practice,R,2,2019_Sep_10_1105,SST,3.0.7,60.078426741144376,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,,stop,0.1,0.79,1.79,022,Practice,R,2,2019_Sep_10_1105,SST,3.0.7,60.078426741144376,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,0.40345946699380875,go,0.1,0.745,1.745,022,Practice,R,2,2019_Sep_10_1105,SST,3.0.7,60.078426741144376,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,0.3870966789982049,go,0.1,0.82,1.8199999999999998,022,Practice,R,2,2019_Sep_10_1105,SST,3.0.7,60.078426741144376,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,0.3358991440036334,go,0.1,1.09,2.09,022,Practice,R,2,2019_Sep_10_1105,SST,3.0.7,60.078426741144376,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,1,0,0.30245601100614294,go,0.1,0.7,1.7,022,Practice,R,2,2019_Sep_10_1105,SST,3.0.7,60.078426741144376,
