trial_type,arrow_1,corrAns,ss_delay,iti_duration,key_response.keys,key_response.corr,key_response.rt,SOA,run_fixation_duration,participant,trial_order,handedness
go,sst_images/Left_Arrow.bmp,1,0.05,0.769,1,1,0.7684135699964827,1.7690000000000001,,022,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.741,2,1,0.33693229300843086,1.741,,022,sst_trial_order_10A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.0,0.823,2,0,0.33246808299736585,1.8405319170026342,,022,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.0,0.901,2,1,0.47137383600056637,1.901,,022,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.0,0.862,1,1,0.33457673399243504,1.862,,022,sst_trial_order_10A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.0,0.783,,1,[],1.7830000000000001,,022,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.0,0.865,1,1,0.48808797101082746,1.865,,022,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.0,0.952,2,1,0.35333408099540975,1.952,,022,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.0,0.722,1,1,0.37106489900907036,1.722,,022,sst_trial_order_10A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.0,0.944,,1,[],1.944,,022,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.0,0.849,2,1,0.35423236100177746,1.849,,022,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.0,0.707,2,1,0.36763017300108913,1.7069999999999999,,022,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.0,0.903,1,1,0.3024320800032001,1.903,,022,sst_trial_order_10A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.0,0.853,,1,[],1.853,,022,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.0,1.045,2,1,0.35264869999082293,2.045,,022,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.0,1.497,1,1,0.4029343459988013,2.497,,022,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.0,1.165,1,1,0.371377706003841,2.165,,022,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.0,1.045,1,1,0.33746387099381536,2.045,,022,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.0,0.938,2,1,0.3206163089926122,1.938,,022,sst_trial_order_10A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.0,0.815,,1,[],1.815,,022,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.0,0.917,1,1,0.29562771299970336,1.917,,022,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.0,0.903,1,1,0.33674484900257085,1.903,,022,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.0,1.035,2,1,0.30435794200457167,2.035,,022,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.0,1.485,1,1,0.40183545400213916,2.4850000000000003,,022,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.0,1.274,2,1,0.3210267909889808,2.274,,022,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.0,0.749,1,1,0.3210245100053726,1.749,,022,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.0,0.711,2,1,0.3517675670009339,1.7109999999999999,,022,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.0,0.738,2,1,0.3380896299931919,1.738,,022,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.0,0.881,1,1,0.3101072209974518,1.881,,022,sst_trial_order_10A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.0,0.837,,1,[],1.837,,022,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.0,0.702,2,1,0.45430135501374025,1.702,,022,sst_trial_order_10A.csv,R
