trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,trial_t.routineEndVal,ss_delay,iti_duration,SOA,key_response.rt,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,861,None,0,0,0,0,5,None,0,go,0.05,0.861,1.861,,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Right_Arrow.bmp,None,2,831,None,0,1,1,1,,2,1,go,0.05,0.831,1.831,0.6293100129987579,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Right_Arrow.bmp,None,2,863,None,0,2,2,2,,2,1,go,0.05,0.863,1.863,0.5474079760024324,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Left_Arrow.bmp,None,1,861,None,0,3,3,3,,1,1,go,0.05,0.861,1.861,0.46443547401577234,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Left_Arrow.bmp,None,1,1245,None,0,4,4,4,,1,1,go,0.05,1.245,2.245,0.5045947259932291,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Right_Arrow.bmp,None,2,975,None,0,5,5,5,,2,1,go,0.05,0.975,1.975,0.42078539202339016,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Left_Arrow.bmp,None,1,718,None,0,6,6,6,,1,1,go,0.05,0.718,1.718,0.7095771619933657,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Right_Arrow.bmp,None,2,736,None,0,7,7,7,,2,1,go,0.05,0.736,1.736,0.4576351149880793,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Right_Arrow.bmp,None,2,711,None,0,8,8,8,,1,0,go,0.05,0.711,1.7109999999999999,0.37570569600211456,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,785,None,0,9,9,9,,None,1,stop,0.1,0.785,1.7850000000000001,,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Left_Arrow.bmp,None,1,702,None,0,10,10,10,,1,1,go,0.1,0.702,1.702,0.5024097649729811,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Right_Arrow.bmp,None,2,2000,None,0,11,11,11,,2,1,go,0.1,2.0,3.0,0.45791122698574327,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Left_Arrow.bmp,None,1,711,None,0,12,12,12,,1,1,go,0.1,0.711,1.7109999999999999,0.4607257430034224,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Left_Arrow.bmp,None,1,832,None,0,13,13,13,,1,1,go,0.1,0.832,1.8319999999999999,0.7971868780150544,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Left_Arrow.bmp,None,1,1087,None,0,14,14,14,,1,1,go,0.1,1.087,2.0869999999999997,0.5472779429983348,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Right_Arrow.bmp,None,2,754,None,0,15,15,15,,2,1,go,0.1,0.754,1.754,0.5423431709932629,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,929,None,0,16,16,16,,None,1,stop,0.15000000000000002,0.929,1.929,,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Left_Arrow.bmp,None,1,1018,None,0,17,17,17,,1,1,go,0.15000000000000002,1.018,2.018,0.5463273809873499,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Left_Arrow.bmp,None,1,1374,None,0,18,18,18,,1,1,go,0.15000000000000002,1.374,2.374,0.7537063779891469,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Right_Arrow.bmp,None,2,1051,None,0,19,19,19,,2,1,go,0.15000000000000002,1.051,2.051,0.6279785810038447,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Left_Arrow.bmp,None,1,1206,None,0,20,20,20,,1,1,go,0.15000000000000002,1.206,2.206,0.6305805819865782,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
go,sst_images/Right_Arrow.bmp,None,2,703,None,0,21,21,21,,2,1,go,0.15000000000000002,0.703,1.7029999999999998,0.4204774279787671,043,Scanner,R,2,2019_Aug_24_1310,SST,3.0.7,24.018728940273068,
