trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,888,None,0,0,0,0,9,1,1,0.5525987059809268,go,0.05,0.888,1.888,028,Scanner,R,2,2019_Sep_01_1319,SST,3.0.7,60.408568524622126,
go,sst_images/Right_Arrow.bmp,None,2,728,None,0,1,1,1,,2,1,0.32196409499738365,go,0.05,0.728,1.728,028,Scanner,R,2,2019_Sep_01_1319,SST,3.0.7,60.408568524622126,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,714,None,0,2,2,2,,None,1,,stop,0.1,0.714,1.714,028,Scanner,R,2,2019_Sep_01_1319,SST,3.0.7,60.408568524622126,
go,sst_images/Right_Arrow.bmp,None,2,773,None,0,3,3,3,,2,1,0.39009131904458627,go,0.1,0.773,1.7730000000000001,028,Scanner,R,2,2019_Sep_01_1319,SST,3.0.7,60.408568524622126,
go,sst_images/Left_Arrow.bmp,None,1,905,None,0,4,4,4,,1,1,0.3376726729911752,go,0.1,0.905,1.905,028,Scanner,R,2,2019_Sep_01_1319,SST,3.0.7,60.408568524622126,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,714,None,0,5,5,5,,None,1,,stop,0.15000000000000002,0.714,1.7140000000000002,028,Scanner,R,2,2019_Sep_01_1319,SST,3.0.7,60.408568524622126,
go,sst_images/Left_Arrow.bmp,None,1,713,None,0,6,6,6,,1,1,0.45352446200558916,go,0.15000000000000002,0.713,1.713,028,Scanner,R,2,2019_Sep_01_1319,SST,3.0.7,60.408568524622126,
go,sst_images/Right_Arrow.bmp,None,2,752,None,0,7,7,7,,2,1,0.37384807399939746,go,0.15000000000000002,0.752,1.752,028,Scanner,R,2,2019_Sep_01_1319,SST,3.0.7,60.408568524622126,
go,sst_images/Left_Arrow.bmp,None,1,788,None,0,8,8,8,,1,1,0.6062984149903059,go,0.15000000000000002,0.788,1.788,028,Scanner,R,2,2019_Sep_01_1319,SST,3.0.7,60.408568524622126,
go,sst_images/Right_Arrow.bmp,None,2,1024,None,0,9,9,9,,2,1,0.6543350220308639,go,0.15000000000000002,1.024,2.024,028,Scanner,R,2,2019_Sep_01_1319,SST,3.0.7,60.408568524622126,
go,sst_images/Right_Arrow.bmp,None,2,759,None,0,10,10,10,,2,1,0.5547257260186598,go,0.15000000000000002,0.759,1.759,028,Scanner,R,2,2019_Sep_01_1319,SST,3.0.7,60.408568524622126,
go,sst_images/Left_Arrow.bmp,None,1,743,None,0,11,11,11,,1,1,0.5419546799967065,go,0.15000000000000002,0.743,1.7429999999999999,028,Scanner,R,2,2019_Sep_01_1319,SST,3.0.7,60.408568524622126,
go,sst_images/Right_Arrow.bmp,None,2,739,None,0,12,12,12,,2,1,0.505205981025938,go,0.15000000000000002,0.739,1.7389999999999999,028,Scanner,R,2,2019_Sep_01_1319,SST,3.0.7,60.408568524622126,
