trial_type,arrow_1,corrAns,ss_delay,iti_duration,key_response.keys,key_response.corr,key_response.rt,SOA,run_fixation_duration,participant,trial_order,handedness
go,sst_images/Left_Arrow.bmp,1,0.05,1.057,1,1,0.8127640620223247,2.057,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.761,2,1,0.5045846739667468,1.7610000000000001,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,1.025,2,1,0.541012450994458,2.025,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.05,0.745,1,1,0.6681299490155652,1.745,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.05,1.362,1,1,0.5420318440301344,2.362,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.804,2,1,0.5432852059602737,1.804,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.05,0.821,1,1,0.7094934009946883,1.821,,026,sst_trial_order_11B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.1,1.001,,1,[],2.001,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,1.025,2,1,0.5845186660299078,2.025,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.832,2,1,0.710679433948826,1.8319999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.773,1,1,0.5848732789745554,1.7730000000000001,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,1.479,2,1,0.5009404600132257,2.479,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.801,1,1,0.7937661160249263,1.8010000000000002,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.789,1,1,0.7522108010016382,1.7890000000000001,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.766,1,1,0.7560603480087593,1.766,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.891,2,1,0.7111663990071975,1.891,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.868,1,1,0.7531422559986822,1.8679999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,1.445,1,1,0.7407690259860829,2.4450000000000003,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,1.033,2,1,0.7963117139879614,2.033,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,1.103,1,1,0.5854778829962015,2.1029999999999998,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.808,2,1,0.7515060090227053,1.808,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,1.401,1,1,0.6946891410043463,2.401,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.834,2,1,0.7547986350255087,1.834,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,1.551,2,1,0.754361881990917,2.551,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.77,1,1,0.669909002026543,1.77,,026,sst_trial_order_11B.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.15000000000000002,0.801,,1,[],1.8010000000000002,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.81,2,1,0.5035643519950099,1.81,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.783,2,1,0.795675398025196,1.783,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,1.008,1,1,0.9211773379938677,2.008,,026,sst_trial_order_11B.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.2,0.725,,1,[],1.7249999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,0.737,2,1,0.46296780998818576,1.737,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.826,1,1,0.5453795759822242,1.826,,026,sst_trial_order_11B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.15000000000000002,0.717,2,0,0.5603478230186738,1.6566521769813263,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.812,1,1,0.5040499420138076,1.812,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.768,2,1,0.5441148430109024,1.768,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.957,2,1,0.5823995639802888,1.9569999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.812,1,1,0.5439672369975597,1.812,,026,sst_trial_order_11B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.10000000000000002,0.727,2,0,0.5019312929944135,1.6750687070055863,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.10000000000000002,0.818,1,1,0.5415929779992439,1.818,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.10000000000000002,0.746,2,1,0.6718102170270868,1.746,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.10000000000000002,0.834,1,1,0.583738835004624,1.834,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.10000000000000002,1.211,1,1,0.920878064003773,2.2110000000000003,,026,sst_trial_order_11B.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.15000000000000002,0.811,,1,[],1.8110000000000002,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.776,2,1,0.5462756420020014,1.776,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.962,2,1,0.5861646010307595,1.962,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.871,2,1,0.7056380650028586,1.871,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.82,1,1,0.7526251000235789,1.8199999999999998,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.706,1,1,0.7545883639832027,1.706,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.97,1,1,0.6685777889797464,1.97,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,1.184,2,1,0.7146078810328618,2.184,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.731,2,1,0.7918830600101501,1.7309999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.715,1,1,0.7936155070201494,1.7149999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.748,,0,[],1.748,,026,sst_trial_order_11B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.2,0.808,,1,[],1.808,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.765,1,1,0.7996992149855942,1.7650000000000001,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,0.871,2,1,0.7072226239833981,1.871,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.73,1,1,0.8362292789970525,1.73,,026,sst_trial_order_11B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.25,0.766,,1,[],1.766,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.25,0.839,1,1,0.6294165860163048,1.839,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.25,0.842,2,1,0.7106397660099901,1.842,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.25,0.721,2,1,0.8341703949845396,1.721,,026,sst_trial_order_11B.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.2,0.746,1,0,0.5647551579750143,1.7312448420249857,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.71,1,1,0.7506445790058933,1.71,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,0.864,2,1,0.9217797690071166,1.8639999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.804,1,1,0.5863549140049145,1.804,,026,sst_trial_order_11B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.25,1.179,,1,[],2.179,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.25,0.713,2,1,0.7113184090121649,1.713,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.25,0.842,2,1,0.754502864961978,1.842,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.25,0.738,1,1,0.5895913580316119,1.738,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.25,0.765,2,1,0.5030130579834804,1.7650000000000001,,026,sst_trial_order_11B.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.3,1.224,,1,[],2.2239999999999998,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.3,1.16,2,0,0.7031343209673651,2.16,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.3,0.715,2,1,0.710299803991802,1.7149999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.3,1.355,1,1,0.7462636260315776,2.355,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.3,0.708,2,1,0.5440598129644059,1.708,,026,sst_trial_order_11B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.35,0.789,,1,[],1.7890000000000001,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.35,0.972,2,1,0.5704632650013082,1.972,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.35,0.988,1,1,0.581530018011108,1.988,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.35,1.016,1,1,0.5884507040027529,2.016,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.35,0.817,2,1,0.7545123420422897,1.817,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.35,1.079,2,1,0.6702942170086317,2.0789999999999997,,026,sst_trial_order_11B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.39999999999999997,1.042,,1,[],2.042,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.39999999999999997,1.224,2,1,0.5869585000327788,2.224,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.39999999999999997,1.139,1,1,0.7090214939671569,2.1390000000000002,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.39999999999999997,0.83,1,1,0.7530905560124665,1.83,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.39999999999999997,0.736,2,1,0.794422397040762,1.736,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.39999999999999997,0.877,1,1,0.8388180210022256,1.877,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.39999999999999997,0.737,2,1,0.7119452030165121,1.737,,026,sst_trial_order_11B.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.35,0.9,1,0,0.7369136140332557,1.8630863859667441,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.35,1.427,1,1,0.751255993032828,2.427,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.35,0.807,2,1,0.6719473730190657,1.807,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.35,0.864,1,1,0.6723358579911292,1.8639999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.35,0.751,1,1,0.8388122160104103,1.751,,026,sst_trial_order_11B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.39999999999999997,0.781,,1,[],1.781,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.39999999999999997,0.759,1,1,0.7536950930370949,1.759,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.39999999999999997,0.885,2,1,0.6710641559911892,1.885,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.39999999999999997,0.941,1,1,0.7543917949660681,1.9409999999999998,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.39999999999999997,1.09,2,1,0.5456740779918619,2.09,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.39999999999999997,0.948,,0,[],1.948,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.39999999999999997,0.856,1,1,0.8364066709764302,1.8559999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.39999999999999997,0.957,2,1,0.7156339579960331,1.9569999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.39999999999999997,1.1,2,1,0.7519567270064726,2.1,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.39999999999999997,0.799,1,1,0.7089367950102314,1.799,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.39999999999999997,0.842,1,1,0.5435839089914225,1.842,,026,sst_trial_order_11B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.35,0.904,2,0,0.708616447984241,1.895383552015759,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.35,0.9,2,1,0.7132975159911439,1.9,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.35,0.798,2,1,0.546323768037837,1.798,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.35,1.028,1,1,0.5452099080430344,2.028,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.35,1.006,2,1,0.7086606349912472,2.0060000000000002,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.35,0.881,1,1,0.8785747259971686,1.881,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.35,0.774,,0,[],1.774,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.35,0.827,,0,[],1.827,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.35,0.746,2,1,0.8766603859839961,1.746,,026,sst_trial_order_11B.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.39999999999999997,0.768,,1,[],1.768,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.39999999999999997,0.745,1,1,0.7073085010051727,1.745,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.39999999999999997,1.831,2,1,0.6963256160379387,2.831,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.39999999999999997,0.981,1,1,0.71205332595855,1.9809999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.39999999999999997,0.778,2,1,0.8330517809954472,1.778,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.39999999999999997,1.337,1,1,0.7547624239814468,2.3369999999999997,,026,sst_trial_order_11B.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.35,0.861,1,0,0.6506107929744758,1.9103892070255242,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.35,0.988,,0,[],1.988,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.35,0.757,2,1,0.6282290000235662,1.7570000000000001,,026,sst_trial_order_11B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.3,0.842,2,0,0.5725598410353996,1.9194401589646006,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.3,0.73,,0,[],1.73,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.3,0.747,1,1,0.6271179749746807,1.7469999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.3,0.948,1,1,0.546301446040161,1.948,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.3,0.867,2,1,0.7134978600079194,1.867,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.3,0.979,1,1,0.5024387150187977,1.979,,026,sst_trial_order_11B.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.35,0.812,,1,[],1.812,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.35,0.997,1,1,0.5886431049439125,1.9969999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.35,0.848,1,1,0.6689430199912749,1.8479999999999999,,026,sst_trial_order_11B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.35,0.818,2,1,0.6313571960199624,1.818,,026,sst_trial_order_11B.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.3,0.743,1,0,0.5287520700367168,1.8642479299632833,,026,sst_trial_order_11B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.3,0.965,1,1,0.7960869320086204,1.9649999999999999,,026,sst_trial_order_11B.csv,R
