trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,1,1,0.669922721979674,go,0.05,0.955,1.955,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,0.5873383239959367,go,0.05,0.925,1.925,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,2,1,0.6044233400025405,go,0.05,0.925,1.925,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,0.47438731900183484,go,0.05,0.865,1.865,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,0.4860140450182371,go,0.05,1.045,2.045,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,,stop,0.1,0.79,1.79,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,0.4544044919894077,go,0.1,0.745,1.745,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,0.4383083439897746,go,0.1,0.82,1.8199999999999998,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,0.4385510199936107,go,0.1,1.09,2.09,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,2,1,0.5056883810320869,go,0.1,0.7,1.7,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,0.5229626200161874,go,0.1,0.76,1.76,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,,stop,0.15000000000000002,0.88,1.8800000000000001,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,2,1,0.42219784000189975,go,0.15000000000000002,0.73,1.73,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,1,1,0.6388518629828468,go,0.15000000000000002,0.91,1.9100000000000001,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,1,1,0.4393037980189547,go,0.15000000000000002,0.955,1.955,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,1,1,0.40463501296471804,go,0.15000000000000002,1.045,2.045,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,2,1,0.3701533080311492,go,0.15000000000000002,1.045,2.045,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,1,1,0.41919733700342476,go,0.15000000000000002,0.985,1.9849999999999999,025,Practice,L,2,2019_Sep_02_0918,SST,3.0.7,60.03664396267121,
