trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,1,1,0.7314427420205902,go,0.05,0.955,1.955,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,0.5455118859827053,go,0.05,0.925,1.925,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,2,1,0.545416323991958,go,0.05,0.925,1.925,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,0.5426327630120795,go,0.05,0.865,1.865,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,0.5824281889945269,go,0.05,1.045,2.045,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,,stop,0.1,0.79,1.79,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,0.5051415950001683,go,0.1,0.745,1.745,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,0.5028715580119751,go,0.1,0.82,1.8199999999999998,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,0.5053667220054194,go,0.1,1.09,2.09,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,1,0,0.4559646330017131,go,0.1,0.7,1.7,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,0.6249736929894425,go,0.1,0.76,1.76,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,,stop,0.15000000000000002,0.88,1.8800000000000001,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,2,1,0.5459215840091929,go,0.15000000000000002,0.73,1.73,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,1,1,0.7109320139861666,go,0.15000000000000002,0.91,1.9100000000000001,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,1,1,0.5457138050114736,go,0.15000000000000002,0.955,1.955,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,1,1,0.5019295689999126,go,0.15000000000000002,1.045,2.045,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,2,1,0.5041365970100742,go,0.15000000000000002,1.045,2.045,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,1,1,0.5018344419950154,go,0.15000000000000002,0.985,1.9849999999999999,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,18,18,18,None,1,,stop,0.2,0.76,1.76,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,19,19,19,1,1,0.5449473990011029,go,0.2,0.775,1.775,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,20,20,20,2,1,0.6276767310046125,go,0.2,1.015,2.0149999999999997,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,21,21,21,1,1,0.5007009690161794,go,0.2,0.76,1.76,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,22,22,22,2,0,0.4593954239971936,stop,0.15000000000000002,0.985,2.0256045760028063,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,23,23,23,2,1,0.626027996011544,go,0.15000000000000002,0.715,1.7149999999999999,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,24,24,24,2,0,0.7949269390082918,go,0.15000000000000002,0.745,1.745,036,Practice,R,1,2019_Aug_25_0932,SST,3.0.7,23.990850542174368,
