trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,trial_t.routineEndVal,ss_delay,iti_duration,SOA,key_response.rt,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,749,None,0,57,57,57,,1,1,go,0.15000000000000002,0.749,1.749,0.3551704540004721,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,722,None,0,58,58,58,,2,1,go,0.15000000000000002,0.722,1.722,0.4549923279992072,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,706,None,0,59,59,59,,1,0,stop,0.10000000000000002,0.706,1.703069904001546,0.4529300959984539,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,711,None,0,60,60,60,,1,1,go,0.10000000000000002,0.711,1.7109999999999999,0.5378605689984397,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,1227,None,0,61,61,61,,2,0,go,0.10000000000000002,1.227,2.2270000000000003,0.6377795489988785,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,907,None,0,62,62,62,,2,1,go,0.10000000000000002,0.907,1.907,0.4213144410005043,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,747,None,0,63,63,63,,None,0,go,0.10000000000000002,0.747,1.7469999999999999,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1533,None,0,64,64,64,,None,1,stop,0.15000000000000002,1.533,2.533,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,1026,None,0,65,65,65,,None,0,go,0.15000000000000002,1.026,2.026,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,1533,None,0,66,66,66,,None,0,go,0.15000000000000002,1.533,2.533,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,844,None,0,67,67,67,,None,0,go,0.15000000000000002,0.844,1.8439999999999999,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,904,None,0,68,68,68,,None,0,go,0.15000000000000002,0.904,1.904,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,823,None,0,69,69,69,,None,0,go,0.15000000000000002,0.823,1.823,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,754,None,0,70,70,70,,1,1,go,0.15000000000000002,0.754,1.754,0.7544603599999391,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1116,None,0,71,71,71,,None,1,stop,0.2,1.116,2.1159999999999997,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,864,None,0,72,72,72,,2,1,go,0.2,0.864,1.8639999999999999,0.43617409199941903,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,1093,None,0,73,73,73,,1,1,go,0.2,1.093,2.093,0.47117430599973886,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,1344,None,0,74,74,74,,2,1,go,0.2,1.344,2.3440000000000003,0.4212387810002838,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,957,None,0,75,75,75,,1,1,go,0.2,0.957,1.9569999999999999,0.4198353580013645,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,968,None,0,76,76,76,,2,1,go,0.2,0.968,1.968,0.387023240000417,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,781,None,0,77,77,77,,2,1,go,0.2,0.781,1.7810000000000001,0.35258909199910704,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,714,None,0,78,78,78,,1,1,go,0.2,0.714,1.714,0.40470135700161336,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,779,None,0,79,79,79,,1,1,go,0.2,0.779,1.779,0.32108181700095884,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,961,None,0,80,80,80,,2,1,go,0.2,0.961,1.9609999999999999,0.3695867830010684,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,799,None,0,81,81,81,,2,1,go,0.2,0.799,1.799,0.33465748699927644,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,1308,None,0,82,82,82,,2,1,go,0.2,1.308,2.308,0.3988204280012724,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,796,None,0,83,83,83,,1,0,stop,0.15000000000000002,0.796,1.7741022030001623,0.5218977969998377,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,718,None,0,84,84,84,,1,1,go,0.15000000000000002,0.718,1.718,0.4389779160010221,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,1258,None,0,85,85,85,,1,1,go,0.15000000000000002,1.258,2.258,0.3364578159998928,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,1026,None,0,86,86,86,,2,1,go,0.15000000000000002,1.026,2.026,0.4864769720006734,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,1531,None,0,87,87,87,,1,1,go,0.15000000000000002,1.531,2.5309999999999997,0.5851225890000933,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,874,None,0,88,88,88,,2,1,go,0.15000000000000002,0.874,1.874,0.338307915999394,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,923,None,0,89,89,89,,1,1,go,0.15000000000000002,0.923,1.923,0.4554921610015299,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,1602,None,0,90,90,90,,2,1,go,0.15000000000000002,1.602,2.6020000000000003,0.35403894999944896,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,827,None,0,91,91,91,,1,1,go,0.15000000000000002,0.827,1.827,0.4531955129987182,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,732,None,0,92,92,92,,None,1,stop,0.2,0.732,1.732,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,728,None,0,93,93,93,,1,1,go,0.2,0.728,1.728,0.37084320400026627,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,730,None,0,94,94,94,,1,1,go,0.2,0.73,1.73,0.3197468470007152,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,802,None,0,95,95,95,,2,1,go,0.2,0.802,1.802,0.4219844440012821,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,721,None,0,96,96,96,,1,1,go,0.2,0.721,1.721,0.8528438230005122,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,730,None,0,97,97,97,,None,1,stop,0.25,0.73,1.73,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,1026,None,0,98,98,98,,1,0,go,0.25,1.026,2.026,0.736104288000206,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,790,None,0,99,99,99,,2,1,go,0.25,0.79,1.79,0.8030309599998873,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,1246,None,0,100,100,100,,1,1,go,0.25,1.246,2.246,0.38575064900032885,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1183,None,0,101,101,101,,1,0,stop,0.2,1.183,2.345338847999126,0.3876611520008737,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,709,None,0,102,102,102,,2,1,go,0.2,0.709,1.709,0.5188516920006805,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,731,None,0,103,103,103,,2,1,go,0.2,0.731,1.7309999999999999,0.5537878229988564,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,726,None,0,104,104,104,,1,1,go,0.2,0.726,1.726,0.44883578500048316,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,842,None,0,105,105,105,,1,1,go,0.2,0.842,1.842,0.387512016999608,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,706,None,0,106,106,106,,2,1,go,0.2,0.706,1.706,0.4714320709990716,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,718,None,0,107,107,107,,2,1,go,0.2,0.718,1.718,0.3861952809984359,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,816,None,0,108,108,108,,None,1,stop,0.25,0.816,1.8159999999999998,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,834,None,0,109,109,109,,1,1,go,0.25,0.834,1.834,0.7544936739996047,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,898,None,0,110,110,110,,2,1,go,0.25,0.898,1.8980000000000001,0.42155773700142163,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,1726,None,0,111,111,111,,1,1,go,0.25,1.726,2.726,0.471091809000427,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,929,None,0,112,112,112,,2,1,go,0.25,0.929,1.929,0.5050791659996321,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,1298,None,0,113,113,113,,1,1,go,0.25,1.298,2.298,0.5377977709995321,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,1043,None,0,114,114,114,,2,1,go,0.25,1.043,2.043,0.5870229109987122,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,790,None,0,115,115,115,,1,1,go,0.25,0.79,1.79,0.48775587900126993,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,724,None,0,116,116,116,,2,1,go,0.25,0.724,1.724,0.6209938439988036,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,953,None,0,117,117,117,,None,1,stop,0.3,0.953,1.953,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,708,None,0,118,118,118,,None,0,go,0.3,0.708,1.708,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,986,None,0,119,119,119,,None,0,go,0.3,0.986,1.986,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,887,None,0,120,120,120,,None,0,go,0.3,0.887,1.887,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,978,None,0,121,121,121,,None,0,go,0.3,0.978,1.978,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Right_Arrow.bmp,None,2,729,None,0,122,122,122,,None,0,go,0.3,0.729,1.729,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
go,sst_images/Left_Arrow.bmp,None,1,735,None,0,123,123,123,,None,0,go,0.3,0.735,1.7349999999999999,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,838,None,0,124,124,124,,None,1,stop,0.35,0.838,1.838,,002,Scanner,R,1,2019_Sep_05_1057,SST,3.0.7,60.06433346601879,
