trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,trial_t.routineEndVal,ss_delay,iti_duration,SOA,key_response.rt,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,936,None,0,0,0,0,10,None,0,go,0.05,0.936,1.936,,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,708,None,0,1,1,1,,2,1,go,0.05,0.708,1.708,0.5042284189839847,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,728,None,0,2,2,2,,2,1,go,0.05,0.728,1.728,0.5857207289955113,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,940,None,0,3,3,3,,1,1,go,0.05,0.94,1.94,0.5423381919972599,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,778,None,0,4,4,4,,1,1,go,0.05,0.778,1.778,0.5455347780080047,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,761,None,0,5,5,5,,None,1,stop,0.1,0.761,1.7610000000000001,,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,2000,None,0,6,6,6,,2,1,go,0.1,2.0,3.0,0.5001944650139194,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,746,None,0,7,7,7,,1,1,go,0.1,0.746,1.746,0.48954725297517143,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,1248,None,0,8,8,8,,2,1,go,0.1,1.248,2.248,0.546181418991182,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1149,None,0,9,9,9,,None,1,stop,0.15000000000000002,1.149,2.149,,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,754,None,0,10,10,10,,2,1,go,0.15000000000000002,0.754,1.754,0.4613742690125946,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,818,None,0,11,11,11,,1,1,go,0.15000000000000002,0.818,1.818,0.49787070200545713,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,872,None,0,12,12,12,,2,1,go,0.15000000000000002,0.872,1.8719999999999999,0.44769671800895594,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,807,None,0,13,13,13,,1,1,go,0.15000000000000002,0.807,1.807,0.47178896798868664,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,833,None,0,14,14,14,,1,1,go,0.15000000000000002,0.833,1.833,0.5875103680009488,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,1296,None,0,15,15,15,,1,1,go,0.15000000000000002,1.296,2.2960000000000003,0.6289460659900215,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,2000,None,0,16,16,16,,2,1,go,0.15000000000000002,2.0,3.0,0.46085741999559104,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,1001,None,0,17,17,17,,1,1,go,0.15000000000000002,1.001,2.001,0.46119746699696407,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,981,None,0,18,18,18,,1,1,go,0.15000000000000002,0.981,1.9809999999999999,0.6285036350018345,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,1158,None,0,19,19,19,,2,1,go,0.15000000000000002,1.158,2.158,0.5463492670096457,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,727,None,0,20,20,20,,1,1,go,0.15000000000000002,0.727,1.7269999999999999,0.5035324199998286,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,748,None,0,21,21,21,,2,1,go,0.15000000000000002,0.748,1.748,0.5044148210145067,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,971,None,0,22,22,22,,1,1,go,0.15000000000000002,0.971,1.971,0.4600861330109183,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,849,None,0,23,23,23,,None,1,stop,0.2,0.849,1.849,,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,883,None,0,24,24,24,,2,1,go,0.2,0.883,1.883,0.4605661290115677,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,924,None,0,25,25,25,,2,1,go,0.2,0.924,1.924,0.581502912013093,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,825,None,0,26,26,26,,1,1,go,0.2,0.825,1.825,0.5867111849947833,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,758,None,0,27,27,27,,2,0,stop,0.15000000000000002,0.758,1.771584502012236,0.48641549798776396,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,781,None,0,28,28,28,,1,0,go,0.15000000000000002,0.781,1.7810000000000001,0.5448663620045409,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,807,None,0,29,29,29,,2,1,go,0.15000000000000002,0.807,1.807,0.6310170240176376,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,960,None,0,30,30,30,,1,1,go,0.15000000000000002,0.96,1.96,0.5447135190188419,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,712,None,0,31,31,31,,2,1,go,0.15000000000000002,0.712,1.712,0.671114391006995,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,856,None,0,32,32,32,,1,1,go,0.15000000000000002,0.856,1.8559999999999999,0.547425116004888,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1026,None,0,33,33,33,,None,1,stop,0.2,1.026,2.026,,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,702,None,0,34,34,34,,1,1,go,0.2,0.702,1.702,0.6289046510064509,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,1075,None,0,35,35,35,,2,1,go,0.2,1.075,2.075,0.5828698390105274,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,862,None,0,36,36,36,,2,1,go,0.2,0.862,1.862,0.41954468699987046,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,865,None,0,37,37,37,,1,1,go,0.2,0.865,1.865,0.5058654439926613,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,1087,None,0,38,38,38,,1,1,go,0.2,1.087,2.0869999999999997,0.6705374390003271,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,841,None,0,39,39,39,,2,1,go,0.2,0.841,1.841,0.5062849810055923,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,718,None,0,40,40,40,,1,1,go,0.2,0.718,1.718,0.45942661399021745,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,862,None,0,41,41,41,,None,1,stop,0.25,0.862,1.8619999999999999,,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,841,None,0,42,42,42,,1,1,go,0.25,0.841,1.841,0.8394034189986996,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,704,None,0,43,43,43,,2,1,go,0.25,0.704,1.704,0.4197883839951828,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,702,None,0,44,44,44,,2,1,go,0.25,0.702,1.702,0.5892827119969297,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,714,None,0,45,45,45,,2,0,stop,0.2,0.714,1.6993188509994652,0.5646811490005348,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,730,None,0,46,46,46,,1,0,go,0.2,0.73,1.73,0.5878052820044104,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,844,None,0,47,47,47,,1,1,go,0.2,0.844,1.8439999999999999,0.5031342849833891,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,719,None,0,48,48,48,,2,0,stop,0.15000000000000002,0.719,1.7374150029963347,0.4815849970036652,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,767,None,0,49,49,49,,1,1,go,0.15000000000000002,0.767,1.767,0.5874858769821003,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,856,None,0,50,50,50,,1,1,go,0.15000000000000002,0.856,1.8559999999999999,0.5453426789899822,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,1187,None,0,51,51,51,,2,1,go,0.15000000000000002,1.187,2.1870000000000003,0.46371918299701065,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,702,None,0,52,52,52,,2,1,go,0.15000000000000002,0.702,1.702,0.5821628120029345,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,842,None,0,53,53,53,,None,1,stop,0.2,0.842,1.8419999999999999,,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,937,None,0,54,54,54,,1,1,go,0.2,0.937,1.937,0.7139402050233912,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,838,None,0,55,55,55,,1,1,go,0.2,0.838,1.838,0.5465799559897278,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,825,None,0,56,56,56,,1,1,go,0.2,0.825,1.825,0.5857544270111248,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,702,None,0,57,57,57,,None,1,stop,0.25,0.702,1.702,,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,1286,None,0,58,58,58,,2,1,go,0.25,1.286,2.286,0.6295312820002437,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,758,None,0,59,59,59,,1,1,go,0.25,0.758,1.758,0.6680066970002372,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,993,None,0,60,60,60,,1,1,go,0.25,0.993,1.9929999999999999,0.6678118979907595,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1069,None,0,61,61,61,,1,0,stop,0.2,1.069,2.0904063979918135,0.5285936020081863,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,884,None,0,62,62,62,,2,1,go,0.2,0.884,1.884,0.4619741800124757,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,711,None,0,63,63,63,,2,1,go,0.2,0.711,1.7109999999999999,0.6308417680265848,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,773,None,0,64,64,64,,1,0,stop,0.15000000000000002,0.773,1.7522191930173432,0.5207808069826569,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,710,None,0,65,65,65,,1,1,go,0.15000000000000002,0.71,1.71,0.6294517950154841,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,1035,None,0,66,66,66,,2,1,go,0.15000000000000002,1.035,2.035,0.7563128039764706,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,893,None,0,67,67,67,,1,1,go,0.15000000000000002,0.893,1.893,0.46141973198973574,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,955,None,0,68,68,68,,2,1,go,0.15000000000000002,0.955,1.955,0.7143656729895156,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,796,None,0,69,69,69,,1,0,go,0.15000000000000002,0.796,1.796,0.5840007929946296,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1098,None,0,70,70,70,,None,1,stop,0.2,1.098,2.098,,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,841,None,0,71,71,71,,1,1,go,0.2,0.841,1.841,0.6271128169901203,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,1181,None,0,72,72,72,,2,1,go,0.2,1.181,2.181,0.5442630879988428,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Left_Arrow.bmp,None,1,758,None,0,73,73,73,,1,1,go,0.2,0.758,1.758,0.5442706360190641,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
go,sst_images/Right_Arrow.bmp,None,2,843,None,0,74,74,74,,2,1,go,0.2,0.843,1.843,0.5459136510035023,037,Scanner,R,2,2019_Aug_23_1232,SST,3.0.7,23.99409380688183,
