trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,trial_t.routineEndVal,ss_delay,iti_duration,SOA,key_response.rt,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,1,1,go,0.15000000000000002,1.045,2.045,0.5824734960042406,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,2,1,go,0.15000000000000002,1.045,2.045,0.6273842699883971,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,1,1,go,0.15000000000000002,0.985,1.9849999999999999,0.5807784830103628,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,18,18,18,None,1,stop,0.2,0.76,1.76,,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,19,19,19,1,1,go,0.2,0.775,1.775,0.46099440701073036,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,20,20,20,2,1,go,0.2,1.015,2.0149999999999997,0.46573451897711493,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,21,21,21,1,1,go,0.2,0.76,1.76,0.5824130540131591,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,22,22,22,None,1,stop,0.25,0.985,1.9849999999999999,,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,23,23,23,None,0,go,0.25,0.715,1.7149999999999999,,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,24,24,24,1,1,go,0.25,0.745,1.745,0.6714845599781256,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
