trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,trial_t.routineEndVal,ss_delay,iti_duration,SOA,key_response.rt,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,None,0,go,0.05,0.955,1.955,,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,go,0.05,0.925,1.925,0.4189115620101802,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,1,0,go,0.05,0.925,1.925,0.5030280400242191,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,go,0.05,0.865,1.865,0.3803007109963801,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,2,0,go,0.05,1.045,2.045,0.37729418399976566,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,stop,0.1,0.79,1.79,,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,go,0.1,0.745,1.745,0.7104329579742625,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,go,0.1,0.82,1.8199999999999998,0.3770372789877001,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,1,0,go,0.1,1.09,2.09,0.546671644988237,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,2,1,go,0.1,0.7,1.7,0.6698564939724747,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,go,0.1,0.76,1.76,0.5058404649898876,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,stop,0.15000000000000002,0.88,1.8800000000000001,,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,2,1,go,0.15000000000000002,0.73,1.73,0.48676635802257806,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,1,1,go,0.15000000000000002,0.91,1.9100000000000001,0.41874873300548643,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,2,0,go,0.15000000000000002,0.955,1.955,0.37880082699120976,032,Practice,R,1,2019_Aug_28_1110,SST,3.0.7,24.00410796689154,
