trial_type,arrow_1,corrAns,ss_delay,iti_duration,key_response.keys,key_response.corr,key_response.rt,SOA,run_fixation_duration,participant,trial_order,handedness
go,sst_images/Left_Arrow.bmp,1,0.05,0.732,1,1,0.6132131259946618,1.732,,034,sst_trial_order_1A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.709,2,1,0.4209802280238364,1.709,,034,sst_trial_order_1A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.1,0.832,,1,[],1.8319999999999999,,034,sst_trial_order_1A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.812,2,1,0.5014738659956492,1.812,,034,sst_trial_order_1A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.916,1,1,0.46054031298263,1.916,,034,sst_trial_order_1A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.15000000000000002,0.817,,1,[],1.817,,034,sst_trial_order_1A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,1.153,1,1,0.5031895549909677,2.153,,034,sst_trial_order_1A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,1.097,2,1,0.4611481229949277,2.097,,034,sst_trial_order_1A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.771,1,1,0.46258112299256027,1.771,,034,sst_trial_order_1A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.768,2,1,0.46379417699063197,1.768,,034,sst_trial_order_1A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.10000000000000002,0.709,1,0,0.4293306319741532,1.7296693680258468,,034,sst_trial_order_1A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.10000000000000002,0.861,2,1,0.46247027601930313,1.861,,034,sst_trial_order_1A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.10000000000000002,0.834,1,1,0.46048846398480237,1.834,,034,sst_trial_order_1A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.10000000000000002,0.83,2,1,0.4223953220061958,1.83,,034,sst_trial_order_1A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.10000000000000002,1.202,1,1,0.506247273995541,2.202,,034,sst_trial_order_1A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.15000000000000002,0.929,,1,[],1.929,,034,sst_trial_order_1A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.705,1,1,0.504766309983097,1.705,,034,sst_trial_order_1A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.953,1,1,0.5035535059869289,1.9529999999999998,,034,sst_trial_order_1A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.795,2,1,0.420758279011352,1.795,,034,sst_trial_order_1A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.91,1,1,0.46173942400491796,1.9100000000000001,,034,sst_trial_order_1A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.975,1,1,0.5866206659993622,1.975,,034,sst_trial_order_1A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.2,0.708,,1,[],1.708,,034,sst_trial_order_1A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,0.838,2,1,0.46092914100154303,1.838,,034,sst_trial_order_1A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.794,1,1,0.5440073549980298,1.794,,034,sst_trial_order_1A.csv,R
