trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,2,0,0.9543830809998326,go,0.05,0.955,1.955,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,1,0,0.4697944799554534,go,0.05,0.925,1.925,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,1,0,0.5369721049792133,go,0.05,0.925,1.925,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,2,0,0.41504999704193324,go,0.05,0.865,1.865,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,0.403457170992624,go,0.05,1.045,2.045,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,,stop,0.1,0.79,1.79,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,1,0,0.38674884202191606,go,0.1,0.745,1.745,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,2,0,0.36882406496442854,go,0.1,0.82,1.8199999999999998,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,1,0,0.3535139969899319,go,0.1,1.09,2.09,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,1,0,0.4361954979831353,go,0.1,0.7,1.7,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,2,0,0.3532631829730235,go,0.1,0.76,1.76,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,,stop,0.15000000000000002,0.88,1.8800000000000001,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,1,0,0.3541857819654979,go,0.15000000000000002,0.73,1.73,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,2,0,0.3191810720018111,go,0.15000000000000002,0.91,1.9100000000000001,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,2,0,0.5189731439459138,go,0.15000000000000002,0.955,1.955,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,2,0,0.470532099949196,go,0.15000000000000002,1.045,2.045,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,1,0,0.33607034099986777,go,0.15000000000000002,1.045,2.045,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,2,0,0.4198176749632694,go,0.15000000000000002,0.985,1.9849999999999999,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,18,18,18,None,1,,stop,0.2,0.76,1.76,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,19,19,19,2,0,0.4027752209804021,go,0.2,0.775,1.775,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,20,20,20,1,0,0.37196901900460944,go,0.2,1.015,2.0149999999999997,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,21,21,21,2,0,0.40318731899606064,go,0.2,0.76,1.76,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,22,22,22,1,0,0.3368392589618452,stop,0.15000000000000002,0.985,2.1481607410381547,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,23,23,23,1,0,0.38618138001766056,go,0.15000000000000002,0.715,1.7149999999999999,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,24,24,24,2,0,0.45444042602321133,go,0.15000000000000002,0.745,1.745,020,Practice,L,2,2019_Sep_02_1119,SST,3.0.7,60.03285057540796,
