trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,trial_t.routineEndVal,ss_delay,iti_duration,SOA,key_response.rt,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,724,None,0,0,0,0,9,None,0,go,0.05,0.724,1.724,,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Right_Arrow.bmp,None,2,842,None,0,1,1,1,,2,1,go,0.05,0.842,1.842,0.6300509029970272,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Right_Arrow.bmp,None,2,709,None,0,2,2,2,,2,1,go,0.05,0.709,1.709,0.6732065929973032,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,705,None,0,3,3,3,,None,1,stop,0.1,0.705,1.705,,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Left_Arrow.bmp,None,1,937,None,0,4,4,4,,1,1,go,0.1,0.937,1.937,0.5463121939974371,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Left_Arrow.bmp,None,1,840,None,0,5,5,5,,1,1,go,0.1,0.84,1.8399999999999999,0.5461106709990418,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Right_Arrow.bmp,None,2,760,None,0,6,6,6,,2,1,go,0.1,0.76,1.76,0.6296793189976597,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Left_Arrow.bmp,None,1,958,None,0,7,7,7,,1,1,go,0.1,0.958,1.958,0.5480678040039493,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1218,None,0,8,8,8,,None,1,stop,0.15000000000000002,1.218,2.218,,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Right_Arrow.bmp,None,2,937,None,0,9,9,9,,2,1,go,0.15000000000000002,0.937,1.937,0.5032634050003253,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Right_Arrow.bmp,None,2,879,None,0,10,10,10,,2,1,go,0.15000000000000002,0.879,1.879,0.5452218359860126,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Left_Arrow.bmp,None,1,950,None,0,11,11,11,,1,1,go,0.15000000000000002,0.95,1.95,0.6288903160020709,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Right_Arrow.bmp,None,2,1480,None,0,12,12,12,,2,1,go,0.15000000000000002,1.48,2.48,0.5871074059978127,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Left_Arrow.bmp,None,1,1302,None,0,13,13,13,,1,1,go,0.15000000000000002,1.302,2.302,0.4589514899998903,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Left_Arrow.bmp,None,1,736,None,0,14,14,14,,1,1,go,0.15000000000000002,0.736,1.736,0.5469805500033544,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,721,None,0,15,15,15,,None,1,stop,0.2,0.721,1.7209999999999999,,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Left_Arrow.bmp,None,1,796,None,0,16,16,16,,1,1,go,0.2,0.796,1.796,0.5458224329922814,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Right_Arrow.bmp,None,2,817,None,0,17,17,17,,2,1,go,0.2,0.817,1.817,0.5459352579928236,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Left_Arrow.bmp,None,1,908,None,0,18,18,18,,1,1,go,0.2,0.908,1.908,0.5053679529955843,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,795,None,0,19,19,19,,2,0,stop,0.15000000000000002,0.795,1.8053997249971143,0.4896002750028856,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
go,sst_images/Left_Arrow.bmp,None,1,779,None,0,20,20,20,,1,1,go,0.15000000000000002,0.779,1.779,0.5459984760091174,040,Scanner,R,1,2019_Aug_22_1115,SST,3.0.7,23.993523802255456,
