trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,1,1,0.7342857550247572,go,0.05,0.955,1.955,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,0.5867161620117258,go,0.05,0.925,1.925,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,2,1,0.5452070470200852,go,0.05,0.925,1.925,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,0.5018144210043829,go,0.05,0.865,1.865,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,0.58442555097281,go,0.05,1.045,2.045,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,,stop,0.1,0.79,1.79,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,0.5835215339902788,go,0.1,0.745,1.745,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,0.5459833019995131,go,0.1,0.82,1.8199999999999998,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,0.6261832879972644,go,0.1,1.09,2.09,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,2,1,0.6249348490091506,go,0.1,0.7,1.7,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,0.5459627149975859,go,0.1,0.76,1.76,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,,stop,0.15000000000000002,0.88,1.8800000000000001,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,2,1,0.5039363190007862,go,0.15000000000000002,0.73,1.73,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,1,1,0.4632564839848783,go,0.15000000000000002,0.91,1.9100000000000001,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,1,1,0.5453215439920314,go,0.15000000000000002,0.955,1.955,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,1,1,0.5442677339888178,go,0.15000000000000002,1.045,2.045,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,2,1,0.5449872119934298,go,0.15000000000000002,1.045,2.045,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,1,1,0.42008525697747245,go,0.15000000000000002,0.985,1.9849999999999999,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,18,18,18,None,1,,stop,0.2,0.76,1.76,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,19,19,19,1,1,0.5868483069934882,go,0.2,0.775,1.775,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,20,20,20,2,1,0.5028476249717642,go,0.2,1.015,2.0149999999999997,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,21,21,21,1,1,0.4204473989957478,go,0.2,0.76,1.76,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,22,22,22,2,0,0.48748734101536684,stop,0.15000000000000002,0.985,1.997512658984633,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,23,23,23,1,0,0.46352462901268154,go,0.15000000000000002,0.715,1.7149999999999999,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,24,24,24,1,1,0.5048710919800214,go,0.15000000000000002,0.745,1.745,023,Practice,R,2,2019_Aug_29_0915,SST,3.0.7,24.004655079078578,
