trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,1295,None,0,0,0,0,3,2,0,0.6360755360074108,go,0.05,1.295,2.295,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Right_Arrow.bmp,None,2,792,None,0,1,1,1,,None,0,,go,0.05,0.792,1.792,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,738,None,0,2,2,2,,None,1,,stop,0.1,0.738,1.738,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Right_Arrow.bmp,None,2,750,None,0,3,3,3,,None,0,,go,0.1,0.75,1.75,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Left_Arrow.bmp,None,1,869,None,0,4,4,4,,2,0,0.5267645590065513,go,0.1,0.869,1.869,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Left_Arrow.bmp,None,1,732,None,0,5,5,5,,2,0,0.3095816020068014,go,0.1,0.732,1.732,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,721,None,0,6,6,6,,2,0,0.3346480460022576,stop,0.05,0.721,1.7863519539977426,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Right_Arrow.bmp,None,2,769,None,0,7,7,7,,None,0,,go,0.05,0.769,1.7690000000000001,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Left_Arrow.bmp,None,1,708,None,0,8,8,8,,2,0,0.6440277229994535,go,0.05,0.708,1.708,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Right_Arrow.bmp,None,2,838,None,0,9,9,9,,None,0,,go,0.05,0.838,1.838,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Right_Arrow.bmp,None,2,712,None,0,10,10,10,,None,0,,go,0.05,0.712,1.712,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Left_Arrow.bmp,None,1,707,None,0,11,11,11,,2,0,0.5934722730016802,go,0.05,0.707,1.7069999999999999,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,711,None,0,12,12,12,,None,1,,stop,0.1,0.711,1.7109999999999999,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Right_Arrow.bmp,None,2,725,None,0,13,13,13,,None,0,,go,0.1,0.725,1.725,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Left_Arrow.bmp,None,1,771,None,0,14,14,14,,2,0,0.3761129469930893,go,0.1,0.771,1.771,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Left_Arrow.bmp,None,1,830,None,0,15,15,15,,2,0,0.4915579929947853,go,0.1,0.83,1.83,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Left_Arrow.bmp,None,1,797,None,0,16,16,16,,None,0,,go,0.1,0.797,1.7970000000000002,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Right_Arrow.bmp,None,2,832,None,0,17,17,17,,None,0,,go,0.1,0.832,1.8319999999999999,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Left_Arrow.bmp,None,1,762,None,0,18,18,18,,2,0,0.35732627401011996,go,0.1,0.762,1.762,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,717,None,0,19,19,19,,None,1,,stop,0.15000000000000002,0.717,1.717,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Left_Arrow.bmp,None,1,728,None,0,20,20,20,,2,0,0.37540517799789086,go,0.15000000000000002,0.728,1.728,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Right_Arrow.bmp,None,2,803,None,0,21,21,21,,2,1,0.35394199400616344,go,0.15000000000000002,0.803,1.803,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,781,None,0,22,22,22,,None,1,,stop,0.2,0.781,1.781,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Left_Arrow.bmp,None,1,961,None,0,23,23,23,,2,0,0.32388521599932574,go,0.2,0.961,1.9609999999999999,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,772,None,0,24,24,24,,2,0,0.3730930510064354,stop,0.15000000000000002,0.772,1.8989069489935646,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Right_Arrow.bmp,None,2,959,None,0,25,25,25,,None,0,,go,0.15000000000000002,0.959,1.959,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Left_Arrow.bmp,None,1,1111,None,0,26,26,26,,2,0,0.2758653479977511,go,0.15000000000000002,1.111,2.1109999999999998,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Right_Arrow.bmp,None,2,718,None,0,27,27,27,,None,0,,go,0.15000000000000002,0.718,1.718,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,750,None,0,28,28,28,,None,1,,stop,0.2,0.75,1.7499999999999998,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Right_Arrow.bmp,None,2,768,None,0,29,29,29,,None,0,,go,0.2,0.768,1.768,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Left_Arrow.bmp,None,1,1426,None,0,30,30,30,,2,0,0.3348029180051526,go,0.2,1.426,2.426,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Right_Arrow.bmp,None,2,1700,None,0,31,31,31,,None,0,,go,0.2,1.7,2.7,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Right_Arrow.bmp,None,2,965,None,0,32,32,32,,None,0,,go,0.2,0.965,1.9649999999999999,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Left_Arrow.bmp,None,1,704,None,0,33,33,33,,2,0,0.33570555299229454,go,0.2,0.704,1.704,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
go,sst_images/Right_Arrow.bmp,None,2,887,None,0,34,34,34,,None,0,,go,0.2,0.887,1.887,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,704,None,0,35,35,35,,None,1,,stop,0.25,0.704,1.704,010,Scanner,R,1,2019_Sep_07_1313,SST,3.0.7,60.07673288673194,
