trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,1,1,0.7186613970043254,go,0.05,0.955,1.955,046,Practice,R,2,2019_Sep_06_1541,SST,3.0.7,59.92367772699173,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,0.4064244939945638,go,0.05,0.925,1.925,046,Practice,R,2,2019_Sep_06_1541,SST,3.0.7,59.92367772699173,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,2,1,0.5202683600000455,go,0.05,0.925,1.925,046,Practice,R,2,2019_Sep_06_1541,SST,3.0.7,59.92367772699173,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,0.38961427400499815,go,0.05,0.865,1.865,046,Practice,R,2,2019_Sep_06_1541,SST,3.0.7,59.92367772699173,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,0.42194892499537673,go,0.05,1.045,2.045,046,Practice,R,2,2019_Sep_06_1541,SST,3.0.7,59.92367772699173,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,,stop,0.1,0.79,1.79,046,Practice,R,2,2019_Sep_06_1541,SST,3.0.7,59.92367772699173,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,0.4565375980018871,go,0.1,0.745,1.745,046,Practice,R,2,2019_Sep_06_1541,SST,3.0.7,59.92367772699173,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,0.3204865259976941,go,0.1,0.82,1.8199999999999998,046,Practice,R,2,2019_Sep_06_1541,SST,3.0.7,59.92367772699173,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,0.30491271700157085,go,0.1,1.09,2.09,046,Practice,R,2,2019_Sep_06_1541,SST,3.0.7,59.92367772699173,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,2,1,0.38802740599930985,go,0.1,0.7,1.7,046,Practice,R,2,2019_Sep_06_1541,SST,3.0.7,59.92367772699173,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,0.4226627469979576,go,0.1,0.76,1.76,046,Practice,R,2,2019_Sep_06_1541,SST,3.0.7,59.92367772699173,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,1,0,0.36672681900381576,stop,0.05,0.88,1.9132731809961843,046,Practice,R,2,2019_Sep_06_1541,SST,3.0.7,59.92367772699173,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,2,1,0.35301494199666195,go,0.05,0.73,1.73,046,Practice,R,2,2019_Sep_06_1541,SST,3.0.7,59.92367772699173,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,1,1,0.3387105300062103,go,0.05,0.91,1.9100000000000001,046,Practice,R,2,2019_Sep_06_1541,SST,3.0.7,59.92367772699173,
