trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,1,1,0.6195979309995892,go,0.05,0.955,1.955,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,0.33911627199995564,go,0.05,0.925,1.925,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,2,1,0.4533494309944217,go,0.05,0.925,1.925,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,0.3532295469995006,go,0.05,0.865,1.865,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,0.4862627859984059,go,0.05,1.045,2.045,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,2,0,0.28282615300122416,stop,0.0,0.79,1.857173846998776,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,0.5197112199966796,go,0.0,0.745,1.745,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,0.43477012700168416,go,0.0,0.82,1.8199999999999998,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,0.35204319799959194,go,0.0,1.09,2.09,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,2,1,0.4530562590007321,go,0.0,0.7,1.7,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,0.5712720910014468,go,0.0,0.76,1.76,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,,stop,0.0,0.88,1.8800000000000001,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,2,1,0.3039824699953897,go,0.0,0.73,1.73,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,1,1,0.5031005339988042,go,0.0,0.91,1.9100000000000001,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,1,1,0.4191703019969282,go,0.0,0.955,1.955,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,1,1,0.35182522000104655,go,0.0,1.045,2.045,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,2,1,0.411900382998283,go,0.0,1.045,2.045,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,1,1,0.4201514830056112,go,0.0,0.985,1.9849999999999999,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,18,18,18,None,1,,stop,0.0,0.76,1.76,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,19,19,19,1,1,0.4525139180041151,go,0.0,0.775,1.775,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,20,20,20,2,1,0.4196885949932039,go,0.0,1.015,2.0149999999999997,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,21,21,21,1,1,0.3856681769975694,go,0.0,0.76,1.76,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,22,22,22,None,1,,stop,0.0,0.985,1.985,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,23,23,23,2,1,0.2993255670007784,go,0.0,0.715,1.7149999999999999,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,24,24,24,1,1,0.3885156430042116,go,0.0,0.745,1.745,003,Practice,R,2,2019_Sep_07_1111,SST,3.0.7,59.63130773311128,
