trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,717,None,0,0,0,0,1,1,1,0.8211756630043965,go,0.05,0.717,1.717,034,Scanner,R,2,2019_Aug_27_0943,SST,3.0.7,23.993601924093486,
go,sst_images/Right_Arrow.bmp,None,2,1024,None,0,1,1,1,,2,1,0.419491894019302,go,0.05,1.024,2.024,034,Scanner,R,2,2019_Aug_27_0943,SST,3.0.7,23.993601924093486,
go,sst_images/Right_Arrow.bmp,None,2,726,None,0,2,2,2,,2,1,0.4632396439847071,go,0.05,0.726,1.726,034,Scanner,R,2,2019_Aug_27_0943,SST,3.0.7,23.993601924093486,
go,sst_images/Left_Arrow.bmp,None,1,819,None,0,3,3,3,,1,1,0.46050905200536363,go,0.05,0.819,1.819,034,Scanner,R,2,2019_Aug_27_0943,SST,3.0.7,23.993601924093486,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,837,None,0,4,4,4,,None,1,,stop,0.1,0.837,1.837,034,Scanner,R,2,2019_Aug_27_0943,SST,3.0.7,23.993601924093486,
go,sst_images/Left_Arrow.bmp,None,1,908,None,0,5,5,5,,1,1,0.5422033650102094,go,0.1,0.908,1.908,034,Scanner,R,2,2019_Aug_27_0943,SST,3.0.7,23.993601924093486,
go,sst_images/Right_Arrow.bmp,None,2,738,None,0,6,6,6,,2,1,0.44584887399105355,go,0.1,0.738,1.738,034,Scanner,R,2,2019_Aug_27_0943,SST,3.0.7,23.993601924093486,
go,sst_images/Left_Arrow.bmp,None,1,787,None,0,7,7,7,,1,1,0.503794588992605,go,0.1,0.787,1.787,034,Scanner,R,2,2019_Aug_27_0943,SST,3.0.7,23.993601924093486,
go,sst_images/Right_Arrow.bmp,None,2,708,None,0,8,8,8,,2,1,0.5461751609982457,go,0.1,0.708,1.708,034,Scanner,R,2,2019_Aug_27_0943,SST,3.0.7,23.993601924093486,
go,sst_images/Right_Arrow.bmp,None,2,818,None,0,9,9,9,,2,1,0.5028501499909908,go,0.1,0.818,1.818,034,Scanner,R,2,2019_Aug_27_0943,SST,3.0.7,23.993601924093486,
go,sst_images/Left_Arrow.bmp,None,1,703,None,0,10,10,10,,1,1,0.5036499789857771,go,0.1,0.703,1.7029999999999998,034,Scanner,R,2,2019_Aug_27_0943,SST,3.0.7,23.993601924093486,
