trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,924,None,0,0,0,0,11,1,1,0.7036039169979631,go,0.05,0.924,1.924,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Right_Arrow.bmp,None,2,771,None,0,1,1,1,,2,1,0.5048064529983094,go,0.05,0.771,1.771,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,954,None,0,2,2,2,,None,1,,stop,0.1,0.954,1.954,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Right_Arrow.bmp,None,2,902,None,0,3,3,3,,1,0,0.2709400599997025,go,0.1,0.902,1.9020000000000001,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Left_Arrow.bmp,None,1,711,None,0,4,4,4,,1,1,0.3204346260026796,go,0.1,0.711,1.7109999999999999,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,718,None,0,5,5,5,,None,1,,stop,0.15000000000000002,0.718,1.7180000000000002,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Left_Arrow.bmp,None,1,875,None,0,6,6,6,,1,1,0.3719238560006488,go,0.15000000000000002,0.875,1.875,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Right_Arrow.bmp,None,2,798,None,0,7,7,7,,2,1,0.35453352599870414,go,0.15000000000000002,0.798,1.798,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Left_Arrow.bmp,None,1,794,None,0,8,8,8,,1,1,0.33229145299992524,go,0.15000000000000002,0.794,1.794,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,704,None,0,9,9,9,,None,1,,stop,0.2,0.704,1.704,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Right_Arrow.bmp,None,2,731,None,0,10,10,10,,2,1,0.42029988600552315,go,0.2,0.731,1.7309999999999999,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Right_Arrow.bmp,None,2,715,None,0,11,11,11,,2,1,0.45300640600180486,go,0.2,0.715,1.7149999999999999,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,879,None,0,12,12,12,,2,0,0.383405180000409,stop,0.15000000000000002,0.879,1.995594819999591,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Left_Arrow.bmp,None,1,1153,None,0,13,13,13,,1,1,0.38705651900090743,go,0.15000000000000002,1.153,2.153,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Right_Arrow.bmp,None,2,1426,None,0,14,14,14,,2,1,0.35209415199642535,go,0.15000000000000002,1.426,2.426,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Left_Arrow.bmp,None,1,776,None,0,15,15,15,,1,1,0.32946014199842466,go,0.15000000000000002,0.776,1.776,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Left_Arrow.bmp,None,1,757,None,0,16,16,16,,1,1,0.45425761500519,go,0.15000000000000002,0.757,1.7570000000000001,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Left_Arrow.bmp,None,1,735,None,0,17,17,17,,1,1,0.4045185279974248,go,0.15000000000000002,0.735,1.7349999999999999,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,855,None,0,18,18,18,,None,1,,stop,0.2,0.855,1.8549999999999998,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Right_Arrow.bmp,None,2,787,None,0,19,19,19,,2,1,0.38828357299644267,go,0.2,0.787,1.787,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Left_Arrow.bmp,None,1,886,None,0,20,20,20,,1,1,0.3714330250004423,go,0.2,0.886,1.8860000000000001,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Left_Arrow.bmp,None,1,872,None,0,21,21,21,,1,1,0.38669219500297913,go,0.2,0.872,1.8719999999999999,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,843,None,0,22,22,22,,1,0,0.35403373900044244,stop,0.15000000000000002,0.843,1.9889662609995575,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
go,sst_images/Right_Arrow.bmp,None,2,717,None,0,23,23,23,,2,1,0.35417393000534503,go,0.15000000000000002,0.717,1.717,046,Scanner,R,1,2019_Sep_06_1543,SST,3.0.7,59.599474960203544,
