trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,1,1,0.6047043599828612,go,0.05,0.955,1.955,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,0.5455112359777559,go,0.05,0.925,1.925,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,2,1,0.5860580879962072,go,0.05,0.925,1.925,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,0.419976773991948,go,0.05,0.865,1.865,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,0.5029151979833841,go,0.05,1.045,2.045,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,,stop,0.1,0.79,1.79,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,0.627840886998456,go,0.1,0.745,1.745,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,0.3775104700180236,go,0.1,0.82,1.8199999999999998,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,0.46307218400761485,go,0.1,1.09,2.09,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,1,0,0.5453011199715547,go,0.1,0.7,1.7,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,0.5885559339949396,go,0.1,0.76,1.76,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,,stop,0.15000000000000002,0.88,1.8800000000000001,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,2,1,0.4433066589990631,go,0.15000000000000002,0.73,1.73,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,1,1,0.5515408359933645,go,0.15000000000000002,0.91,1.9100000000000001,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,1,1,0.5473004380182829,go,0.15000000000000002,0.955,1.955,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,1,1,0.58560051798122,go,0.15000000000000002,1.045,2.045,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,2,1,0.46305315700010397,go,0.15000000000000002,1.045,2.045,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,1,1,0.5021943020110484,go,0.15000000000000002,0.985,1.9849999999999999,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,18,18,18,None,1,,stop,0.2,0.76,1.76,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,19,19,19,1,1,0.46125320499413647,go,0.2,0.775,1.775,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,20,20,20,2,1,0.4194186980021186,go,0.2,1.015,2.0149999999999997,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,21,21,21,None,0,,go,0.2,0.76,1.76,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,22,22,22,2,0,0.4569340670132078,stop,0.15000000000000002,0.985,2.028065932986792,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,23,23,23,2,1,0.6705583709990606,go,0.15000000000000002,0.715,1.7149999999999999,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,24,24,24,1,1,0.9199626579938922,go,0.15000000000000002,0.745,1.745,031,Practice,R,2,2019_Aug_29_1222,SST,3.0.7,23.999489828427095,
