trial_type,arrow_1,corrAns,ss_delay,iti_duration,key_response.keys,key_response.corr,key_response.rt,SOA,run_fixation_duration,participant,trial_order,handedness
go,sst_images/Left_Arrow.bmp,1,0.05,0.713,1,1,0.6049871970026288,1.713,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,1.22,2,1,0.4216622789972462,2.2199999999999998,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.708,2,1,0.46029046500916593,1.708,,031,sst_trial_order_8A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.1,0.822,,1,[],1.822,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.973,1,1,0.4221518650010694,1.9729999999999999,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.727,1,1,0.4612912340089679,1.7269999999999999,,031,sst_trial_order_8A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.15000000000000002,0.776,,1,[],1.776,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.722,2,1,0.4639238110103179,1.722,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.71,1,1,0.46044678101316094,1.71,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.996,2,1,0.4211636560212355,1.996,,031,sst_trial_order_8A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.10000000000000002,0.706,1,0,0.3994877650111448,1.7565122349888551,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.10000000000000002,1.454,2,1,0.4630465040099807,2.4539999999999997,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.10000000000000002,0.822,1,1,0.5034809860226233,1.822,,031,sst_trial_order_8A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.05000000000000002,1.148,2,0,0.4456541149993427,2.1023458850006573,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05000000000000002,0.907,2,1,0.4611728219897486,1.907,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.05000000000000002,0.807,1,1,0.5019744989986066,1.807,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.05000000000000002,0.896,1,1,0.5443488509918097,1.896,,031,sst_trial_order_8A.csv,R
stop,sst_images/Right_Arrow.bmp,none,1.3877787807814457e-17,0.739,2,0,0.3628811569942627,1.7261188430057373,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,1.3877787807814457e-17,0.726,1,1,0.5034661889949348,1.726,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,1.3877787807814457e-17,1.306,2,1,0.45921402200474404,2.306,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,1.3877787807814457e-17,0.738,1,1,0.4208059090015013,1.738,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,1.3877787807814457e-17,1.524,2,0,0.4209177819720935,2.524,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,1.3877787807814457e-17,1.137,2,1,0.46039795700926334,2.137,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,1.3877787807814457e-17,0.718,1,1,0.3767234080005437,1.718,,031,sst_trial_order_8A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.05000000000000002,0.773,,1,[],1.773,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05000000000000002,1.551,2,1,0.5887906519928947,2.551,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.05000000000000002,0.779,1,1,0.4591031269810628,1.779,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05000000000000002,0.976,2,1,0.4215977530111559,1.976,,031,sst_trial_order_8A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.10000000000000002,0.935,,1,[],1.935,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.10000000000000002,0.94,2,1,0.46376336298999377,1.94,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.10000000000000002,0.94,1,1,0.4582918630039785,1.94,,031,sst_trial_order_8A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.15000000000000002,0.875,,1,[],1.8750000000000002,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.798,2,1,0.46225215701269917,1.798,,031,sst_trial_order_8A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.10000000000000002,0.716,1,0,0.36395370098762214,1.802046299012378,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.10000000000000002,0.753,2,1,0.41829867201158777,1.7530000000000001,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.10000000000000002,1.126,1,1,0.4522337199887261,2.126,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.10000000000000002,0.914,2,1,0.37807338300626725,1.9140000000000001,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.10000000000000002,0.732,1,1,0.547415237990208,1.732,,031,sst_trial_order_8A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.15000000000000002,1.089,,1,[],2.089,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.724,1,1,0.5877921390056144,1.724,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.915,2,1,0.7104742170195095,1.915,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.899,2,1,0.7921715260017663,1.899,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.866,1,1,0.46274722399539314,1.866,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.773,1,1,0.502356568002142,1.7730000000000001,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.799,2,1,0.4613955410022754,1.799,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.939,1,1,0.3776416160108056,1.939,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,1.775,1,1,0.4618276869878173,2.775,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,1.218,2,1,0.4201456310111098,2.218,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.953,2,1,0.5442720869905315,1.9529999999999998,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,1.322,1,0,0.46047387199359946,2.322,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,1.904,1,1,0.4222969129914418,2.904,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.936,1,1,0.5388867469737306,1.936,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.771,1,1,0.5465319299837574,1.771,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.944,2,1,0.45875607698690146,1.944,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.935,2,1,0.5062906240054872,1.935,,031,sst_trial_order_8A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.2,0.725,,1,[],1.7249999999999999,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.721,1,1,0.6705641370208468,1.721,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.752,1,1,0.4499692350218538,1.752,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.91,1,1,0.5821523830236401,1.9100000000000001,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,0.813,2,1,0.4613221089821309,1.813,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,1.089,1,1,0.539768966002157,2.089,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.701,1,1,0.4617968210077379,1.701,,031,sst_trial_order_8A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.15000000000000002,0.738,2,0,0.481987076025689,1.756012923974311,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.824,2,1,0.627073770010611,1.8239999999999998,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.72,2,1,0.5338239950069692,1.72,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,1.002,1,1,0.420940595009597,2.002,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.878,2,1,0.3796796909882687,1.8780000000000001,,031,sst_trial_order_8A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.2,0.828,,1,[],1.828,,031,sst_trial_order_8A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.78,1,1,0.37783732800744474,1.78,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,0.71,2,1,0.4556646489945706,1.71,,031,sst_trial_order_8A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,0.85,2,1,0.6690244849887677,1.85,,031,sst_trial_order_8A.csv,R
