trial_type,arrow_1,corrAns,ss_delay,iti_duration,key_response.keys,key_response.corr,key_response.rt,SOA,run_fixation_duration,participant,trial_order,handedness
go,sst_images/Left_Arrow.bmp,1,0.05,1.61,1,1,0.593902980996063,2.6100000000000003,,031,sst_trial_order_8B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.966,2,1,0.4232191570044961,1.966,,031,sst_trial_order_8B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.954,2,1,0.45693915299489163,1.954,,031,sst_trial_order_8B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.05,0.84,1,1,0.416312260000268,1.8399999999999999,,031,sst_trial_order_8B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.05,0.829,1,1,0.37784208098310046,1.829,,031,sst_trial_order_8B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.1,0.966,,1,[],1.966,,031,sst_trial_order_8B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.785,2,1,0.4637806149839889,1.7850000000000001,,031,sst_trial_order_8B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.779,1,1,0.457792305998737,1.779,,031,sst_trial_order_8B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.741,2,1,0.421404877997702,1.741,,031,sst_trial_order_8B.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.05,0.769,1,0,0.439661676005926,1.7293383239940743,,031,sst_trial_order_8B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.851,2,1,0.6294132600014564,1.851,,031,sst_trial_order_8B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.05,0.789,1,1,0.5486874259950127,1.7890000000000001,,031,sst_trial_order_8B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.729,2,1,0.5878627130005043,1.729,,031,sst_trial_order_8B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.05,0.976,1,1,0.7561405699816532,1.976,,031,sst_trial_order_8B.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.1,1.252,,1,[],2.252,,031,sst_trial_order_8B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,1.06,1,1,0.5014882710238453,2.06,,031,sst_trial_order_8B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,1.429,1,1,0.4637951689946931,2.4290000000000003,,031,sst_trial_order_8B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.747,2,1,0.5025028139934875,1.7469999999999999,,031,sst_trial_order_8B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.864,1,1,0.503523210005369,1.8639999999999999,,031,sst_trial_order_8B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.759,1,1,0.46317906701005995,1.759,,031,sst_trial_order_8B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.15000000000000002,0.803,,1,[],1.8030000000000002,,031,sst_trial_order_8B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.84,2,1,0.5475995999877341,1.8399999999999999,,031,sst_trial_order_8B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.822,1,1,0.506941817002371,1.822,,031,sst_trial_order_8B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,1.04,2,1,0.6709212739951909,2.04,,031,sst_trial_order_8B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,1.049,1,1,0.5842597330047283,2.049,,031,sst_trial_order_8B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.788,2,1,0.5353001749899704,1.788,,031,sst_trial_order_8B.csv,R
