trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,trial_t.routineEndVal,ss_delay,iti_duration,SOA,key_response.rt,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,1610,None,0,0,0,0,8,None,0,go,0.05,1.61,2.6100000000000003,,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Right_Arrow.bmp,None,2,966,None,0,1,1,1,,None,0,go,0.05,0.966,1.966,,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Right_Arrow.bmp,None,2,954,None,0,2,2,2,,None,0,go,0.05,0.954,1.954,,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Left_Arrow.bmp,None,1,840,None,0,3,3,3,,1,1,go,0.05,0.84,1.8399999999999999,0.46433228999376297,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Left_Arrow.bmp,None,1,829,None,0,4,4,4,,2,0,go,0.05,0.829,1.829,0.41714498901274055,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,966,None,0,5,5,5,,None,1,stop,0.1,0.966,1.966,,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Right_Arrow.bmp,None,2,785,None,0,6,6,6,,2,1,go,0.1,0.785,1.7850000000000001,0.5879835930245463,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Left_Arrow.bmp,None,1,779,None,0,7,7,7,,1,1,go,0.1,0.779,1.779,0.5455483260157052,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Right_Arrow.bmp,None,2,741,None,0,8,8,8,,2,1,go,0.1,0.741,1.741,0.5465076440013945,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,769,None,0,9,9,9,,1,0,stop,0.05,0.769,1.766654719022103,0.40234528097789735,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Right_Arrow.bmp,None,2,851,None,0,10,10,10,,2,1,go,0.05,0.851,1.851,0.5002010839816649,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Left_Arrow.bmp,None,1,789,None,0,11,11,11,,1,1,go,0.05,0.789,1.7890000000000001,0.465542808000464,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Right_Arrow.bmp,None,2,729,None,0,12,12,12,,2,1,go,0.05,0.729,1.729,0.5835554630029947,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Left_Arrow.bmp,None,1,976,None,0,13,13,13,,1,1,go,0.05,0.976,1.976,0.5428956859977916,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1252,None,0,14,14,14,,None,1,stop,0.1,1.252,2.252,,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Left_Arrow.bmp,None,1,1060,None,0,15,15,15,,2,0,go,0.1,1.06,2.06,0.5060798019985668,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Left_Arrow.bmp,None,1,1429,None,0,16,16,16,,2,0,go,0.1,1.429,2.4290000000000003,0.4230344950046856,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Right_Arrow.bmp,None,2,747,None,0,17,17,17,,2,1,go,0.1,0.747,1.7469999999999999,0.4651249180024024,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Left_Arrow.bmp,None,1,864,None,0,18,18,18,,1,1,go,0.1,0.864,1.8639999999999999,0.6304367679986171,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Left_Arrow.bmp,None,1,759,None,0,19,19,19,,1,1,go,0.1,0.759,1.759,0.6285108930023853,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,803,None,0,20,20,20,,None,1,stop,0.15000000000000002,0.803,1.8030000000000002,,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Right_Arrow.bmp,None,2,840,None,0,21,21,21,,1,0,go,0.15000000000000002,0.84,1.8399999999999999,0.4202675079868641,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Left_Arrow.bmp,None,1,822,None,0,22,22,22,,1,1,go,0.15000000000000002,0.822,1.822,0.5422692589927465,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
go,sst_images/Right_Arrow.bmp,None,2,1040,None,0,23,23,23,,2,1,go,0.15000000000000002,1.04,2.04,0.6096851940092165,032,Scanner,R,2,2019_Aug_28_1118,SST,3.0.7,23.94738692101209,
