trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,1,1,0.7689674600260332,go,0.05,0.955,1.955,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,0.38619092700537294,go,0.05,0.925,1.925,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,1,0,0.30567403201712295,go,0.05,0.925,1.925,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,0.53964306198759,go,0.05,0.865,1.865,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,0.473138969973661,go,0.05,1.045,2.045,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,,stop,0.1,0.79,1.79,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,0.42357200401602313,go,0.1,0.745,1.745,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,0.34099816298112273,go,0.1,0.82,1.8199999999999998,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,0.4391880999901332,go,0.1,1.09,2.09,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,1,0,0.30618626304203644,go,0.1,0.7,1.7,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,0.42205625399947166,go,0.1,0.76,1.76,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,,stop,0.15000000000000002,0.88,1.8800000000000001,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,2,1,0.5046926109935157,go,0.15000000000000002,0.73,1.73,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,1,1,0.3227258700062521,go,0.15000000000000002,0.91,1.9100000000000001,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,1,1,0.5028471749974415,go,0.15000000000000002,0.955,1.955,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,1,1,0.4221103379968554,go,0.15000000000000002,1.045,2.045,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,2,1,0.42174218100262806,go,0.15000000000000002,1.045,2.045,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,1,1,0.35601559095084667,go,0.15000000000000002,0.985,1.9849999999999999,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,18,18,18,None,1,,stop,0.2,0.76,1.76,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,19,19,19,1,1,0.5531294029788114,go,0.2,0.775,1.775,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,20,20,20,2,1,0.3931657869834453,go,0.2,1.015,2.0149999999999997,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,21,21,21,1,1,0.305782433017157,go,0.2,0.76,1.76,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,22,22,22,2,0,0.27141124597983435,stop,0.15000000000000002,0.985,2.2135887540201655,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,23,23,23,2,1,0.4530302580096759,go,0.15000000000000002,0.715,1.7149999999999999,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,24,24,24,1,1,0.28560579201439396,go,0.15000000000000002,0.745,1.745,013,Practice,R,2,2019_Sep_01_1523,SST,3.0.7,59.91721274725138,
