trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,732,None,0,0,0,0,1,1,1,0.8556663450144697,go,0.05,0.732,1.732,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Right_Arrow.bmp,None,2,709,None,0,1,1,1,,2,1,0.4629878319974523,go,0.05,0.709,1.709,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,832,None,0,2,2,2,,None,1,,stop,0.1,0.832,1.8319999999999999,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Right_Arrow.bmp,None,2,812,None,0,3,3,3,,2,1,0.6263749039790127,go,0.1,0.812,1.812,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Left_Arrow.bmp,None,1,916,None,0,4,4,4,,1,1,0.46276228097849526,go,0.1,0.916,1.916,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,817,None,0,5,5,5,,None,1,,stop,0.15000000000000002,0.817,1.817,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Left_Arrow.bmp,None,1,1153,None,0,6,6,6,,1,1,0.5458894059993327,go,0.15000000000000002,1.153,2.153,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Right_Arrow.bmp,None,2,1097,None,0,7,7,7,,2,1,0.5855817599804141,go,0.15000000000000002,1.097,2.097,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Left_Arrow.bmp,None,1,771,None,0,8,8,8,,1,1,0.4584299689740874,go,0.15000000000000002,0.771,1.771,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Right_Arrow.bmp,None,2,768,None,0,9,9,9,,2,1,0.5477855210192502,go,0.15000000000000002,0.768,1.768,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,709,None,0,10,10,10,,1,0,0.5184956630109809,stop,0.10000000000000002,0.709,1.640504336989019,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Right_Arrow.bmp,None,2,861,None,0,11,11,11,,2,1,0.7130210169998463,go,0.10000000000000002,0.861,1.861,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Left_Arrow.bmp,None,1,834,None,0,12,12,12,,1,1,0.462474847008707,go,0.10000000000000002,0.834,1.834,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Right_Arrow.bmp,None,2,830,None,0,13,13,13,,2,1,0.5432817850087304,go,0.10000000000000002,0.83,1.83,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Left_Arrow.bmp,None,1,1202,None,0,14,14,14,,1,1,0.6712549439980648,go,0.10000000000000002,1.202,2.202,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,929,None,0,15,15,15,,2,0,0.40084204298909754,stop,0.05000000000000002,0.929,1.9281579570109026,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Left_Arrow.bmp,None,1,705,None,0,16,16,16,,1,1,0.46494322599028237,go,0.05000000000000002,0.705,1.705,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Left_Arrow.bmp,None,1,953,None,0,17,17,17,,1,1,0.5853275749832392,go,0.05000000000000002,0.953,1.9529999999999998,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Right_Arrow.bmp,None,2,795,None,0,18,18,18,,2,1,0.5032470370060764,go,0.05000000000000002,0.795,1.795,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Left_Arrow.bmp,None,1,910,None,0,19,19,19,,1,1,0.4630772359960247,go,0.05000000000000002,0.91,1.9100000000000001,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Left_Arrow.bmp,None,1,975,None,0,20,20,20,,1,1,0.6267196409753524,go,0.05000000000000002,0.975,1.975,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,708,None,0,21,21,21,,None,1,,stop,0.10000000000000002,0.708,1.708,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Right_Arrow.bmp,None,2,838,None,0,22,22,22,,2,1,0.5834930640121456,go,0.10000000000000002,0.838,1.838,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Left_Arrow.bmp,None,1,794,None,0,23,23,23,,1,1,0.5029902959940955,go,0.10000000000000002,0.794,1.794,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Right_Arrow.bmp,None,2,835,None,0,24,24,24,,2,1,0.5446416049962863,go,0.10000000000000002,0.835,1.835,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Left_Arrow.bmp,None,1,726,None,0,25,25,25,,1,1,0.41958761698333547,go,0.10000000000000002,0.726,1.726,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Right_Arrow.bmp,None,2,1514,None,0,26,26,26,,2,1,0.5079735319886822,go,0.10000000000000002,1.514,2.5140000000000002,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Right_Arrow.bmp,None,2,1028,None,0,27,27,27,,2,1,0.6693521930137649,go,0.10000000000000002,1.028,2.028,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Left_Arrow.bmp,None,1,849,None,0,28,28,28,,1,1,0.4566776310093701,go,0.10000000000000002,0.849,1.849,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Right_Arrow.bmp,None,2,807,None,0,29,29,29,,2,1,0.545565815991722,go,0.10000000000000002,0.807,1.807,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,870,None,0,30,30,30,,1,0,0.4417006880103145,stop,0.05000000000000002,0.87,1.8282993119896858,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
go,sst_images/Right_Arrow.bmp,None,2,826,None,0,31,31,31,,2,1,0.5043407669872977,go,0.05000000000000002,0.826,1.826,023,Scanner,R,1,2019_Aug_29_0918,SST,3.0.7,24.009987596959494,
