trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,732,None,0,0,0,0,1,1,1,0.835480308989645,go,0.05,0.732,1.732,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,709,None,0,1,1,1,,2,1,0.3691006509907311,go,0.05,0.709,1.709,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,832,None,0,2,2,2,,None,1,,stop,0.1,0.832,1.8319999999999999,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,812,None,0,3,3,3,,2,1,0.30439995499909855,go,0.1,0.812,1.812,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,916,None,0,4,4,4,,1,1,0.35450762600521557,go,0.1,0.916,1.916,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,817,None,0,5,5,5,,None,1,,stop,0.15000000000000002,0.817,1.817,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,1153,None,0,6,6,6,,1,1,0.3876823219907237,go,0.15000000000000002,1.153,2.153,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,1097,None,0,7,7,7,,2,1,0.37196629999380093,go,0.15000000000000002,1.097,2.097,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,771,None,0,8,8,8,,1,1,0.37227607901149895,go,0.15000000000000002,0.771,1.771,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,768,None,0,9,9,9,,2,1,0.4064166009920882,go,0.15000000000000002,0.768,1.768,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,709,None,0,10,10,10,,1,0,0.3570675359951565,stop,0.10000000000000002,0.709,1.8019324640048435,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,861,None,0,11,11,11,,2,1,0.3875843790010549,go,0.10000000000000002,0.861,1.861,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,834,None,0,12,12,12,,1,1,0.405467635995592,go,0.10000000000000002,0.834,1.834,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,830,None,0,13,13,13,,2,1,0.40559636399848387,go,0.10000000000000002,0.83,1.83,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,1202,None,0,14,14,14,,1,1,0.38779008699930273,go,0.10000000000000002,1.202,2.202,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,929,None,0,15,15,15,,None,1,,stop,0.15000000000000002,0.929,1.929,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,705,None,0,16,16,16,,1,1,0.3361694089981029,go,0.15000000000000002,0.705,1.705,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,953,None,0,17,17,17,,1,1,0.38686274400970433,go,0.15000000000000002,0.953,1.9529999999999998,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,795,None,0,18,18,18,,2,1,0.3702398929890478,go,0.15000000000000002,0.795,1.795,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,910,None,0,19,19,19,,1,1,0.33601263198943343,go,0.15000000000000002,0.91,1.9100000000000001,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,975,None,0,20,20,20,,1,1,0.4552286710095359,go,0.15000000000000002,0.975,1.975,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,708,None,0,21,21,21,,None,1,,stop,0.2,0.708,1.708,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,838,None,0,22,22,22,,2,1,0.4538911179988645,go,0.2,0.838,1.838,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,794,None,0,23,23,23,,1,1,0.3851580190093955,go,0.2,0.794,1.794,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,835,None,0,24,24,24,,2,1,0.40418954800406937,go,0.2,0.835,1.835,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,726,None,0,25,25,25,,1,1,0.3718975749943638,go,0.2,0.726,1.726,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,1514,None,0,26,26,26,,2,1,0.4212201129994355,go,0.2,1.514,2.5140000000000002,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,1028,None,0,27,27,27,,2,1,0.5048681890039006,go,0.2,1.028,2.028,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,849,None,0,28,28,28,,1,1,0.5878083100105869,go,0.2,0.849,1.849,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,807,None,0,29,29,29,,2,1,0.3854573240096215,go,0.2,0.807,1.807,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,870,None,0,30,30,30,,1,0,0.3881021880079061,stop,0.15000000000000002,0.87,1.981897811992094,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,826,None,0,31,31,31,,2,1,0.43588694400386885,go,0.15000000000000002,0.826,1.826,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,737,None,0,32,32,32,,2,0,0.4706924719939707,go,0.15000000000000002,0.737,1.737,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,853,None,0,33,33,33,,2,1,0.4023005750059383,go,0.15000000000000002,0.853,1.853,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,740,None,0,34,34,34,,1,1,0.41996424400713295,go,0.15000000000000002,0.74,1.74,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,835,None,0,35,35,35,,1,1,0.4176251150056487,go,0.15000000000000002,0.835,1.835,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,848,None,0,36,36,36,,2,1,0.38709057100641076,go,0.15000000000000002,0.848,1.8479999999999999,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,983,None,0,37,37,37,,2,1,0.42103351700643543,go,0.15000000000000002,0.983,1.983,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,725,None,0,38,38,38,,1,1,0.3536043429921847,go,0.15000000000000002,0.725,1.725,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,717,None,0,39,39,39,,1,1,0.3900358770042658,go,0.15000000000000002,0.717,1.717,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Right_Arrow.bmp,None,2,701,None,0,40,40,40,,2,1,0.32017042000370566,go,0.15000000000000002,0.701,1.701,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1646,None,0,41,41,41,,2,0,0.38826790799794253,stop,0.10000000000000002,1.646,2.707732092002057,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,736,None,0,42,42,42,,1,1,0.5196369729965227,go,0.10000000000000002,0.736,1.736,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
go,sst_images/Left_Arrow.bmp,None,1,855,None,0,43,43,43,,1,1,0.6045355610112892,go,0.10000000000000002,0.855,1.855,044,Scanner,R,1,2019_Sep_07_1705,SST,3.0.7,60.02484260054249,
