trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,trial_t.routineEndVal,ss_delay,iti_duration,SOA,key_response.rt,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Right_Arrow.bmp,None,2,759,None,0,27,27,27,,2,1,go,0.2,0.759,1.759,0.5460104399971897,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,760,None,0,28,28,28,,1,1,go,0.2,0.76,1.76,0.7535821740020765,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,984,None,0,29,29,29,,2,1,go,0.2,0.984,1.984,0.7102429880033014,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1242,None,0,30,30,30,,None,1,stop,0.25,1.242,2.242,,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,990,None,0,31,31,31,,2,1,go,0.25,0.99,1.99,0.544614692000323,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,1097,None,0,32,32,32,,1,1,go,0.25,1.097,2.097,0.589594400007627,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,930,None,0,33,33,33,,2,1,go,0.25,0.93,1.9300000000000002,0.5457276749948505,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,794,None,0,34,34,34,,1,1,go,0.25,0.794,1.794,0.753928949998226,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1348,None,0,35,35,35,,None,1,stop,0.3,1.348,2.348,,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,784,None,0,36,36,36,,1,1,go,0.3,0.784,1.784,0.7110686020023422,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,864,None,0,37,37,37,,2,1,go,0.3,0.864,1.8639999999999999,0.5841858200001298,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,705,None,0,38,38,38,,2,1,go,0.3,0.705,1.705,0.7562430810066871,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,831,None,0,39,39,39,,None,1,stop,0.35,0.831,1.831,,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,1023,None,0,40,40,40,,1,1,go,0.35,1.023,2.0229999999999997,0.6307062880077865,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,1105,None,0,41,41,41,,1,1,go,0.35,1.105,2.105,0.6294157649972476,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,1385,None,0,42,42,42,,None,0,go,0.35,1.385,2.385,,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,794,None,0,43,43,43,,1,0,stop,0.3,0.794,1.8243649159963244,0.6196350840036757,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,1158,None,0,44,44,44,,1,1,go,0.3,1.158,2.158,0.7544352520053508,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,1246,None,0,45,45,45,,1,1,go,0.3,1.246,2.246,0.7109705229959218,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,1091,None,0,46,46,46,,2,1,go,0.3,1.091,2.091,0.6297585040010745,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,707,None,0,47,47,47,,None,1,stop,0.35,0.707,1.707,,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,709,None,0,48,48,48,,2,1,go,0.35,0.709,1.709,0.8237389989953954,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,1081,None,0,49,49,49,,2,1,go,0.35,1.081,2.081,0.8764122599968687,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,782,None,0,50,50,50,,None,1,stop,0.39999999999999997,0.782,1.7820000000000003,,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,769,None,0,51,51,51,,None,0,go,0.39999999999999997,0.769,1.7690000000000001,,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,895,None,0,52,52,52,,None,0,go,0.39999999999999997,0.895,1.895,,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,710,None,0,53,53,53,,None,0,go,0.39999999999999997,0.71,1.71,,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,761,None,0,54,54,54,,2,1,go,0.39999999999999997,0.761,1.7610000000000001,0.5887744149949867,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,712,None,0,55,55,55,,2,0,stop,0.35,0.712,1.7154365979983703,0.6965634020016296,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,840,None,0,56,56,56,,2,1,go,0.35,0.84,1.8399999999999999,0.712512867001351,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,1593,None,0,57,57,57,,1,1,go,0.35,1.593,2.593,0.713003953002044,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,1244,None,0,58,58,58,,1,1,go,0.35,1.244,2.2439999999999998,0.6298718539910624,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,710,None,0,59,59,59,,1,1,go,0.35,0.71,1.71,0.7505363240052247,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,796,None,0,60,60,60,,2,1,go,0.35,0.796,1.796,0.5887812989967642,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,791,None,0,61,61,61,,1,1,go,0.35,0.791,1.791,0.5444939550070558,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,711,None,0,62,62,62,,1,1,go,0.35,0.711,1.7109999999999999,0.6260303109884262,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,704,None,0,63,63,63,,2,1,go,0.35,0.704,1.704,0.7102515560109168,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,701,None,0,64,64,64,,2,1,go,0.35,0.701,1.701,0.6280036280077184,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,818,None,0,65,65,65,,1,1,go,0.35,0.818,1.818,0.708413003012538,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,784,None,0,66,66,66,,2,1,go,0.35,0.784,1.784,0.5903078150004148,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,1343,None,0,67,67,67,,1,1,go,0.35,1.343,2.343,0.8804978669941192,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,729,None,0,68,68,68,,2,1,go,0.35,0.729,1.729,0.5864440909936093,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,750,None,0,69,69,69,,2,1,go,0.35,0.75,1.75,0.7102444409974851,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,866,None,0,70,70,70,,1,1,go,0.35,0.866,1.866,0.7952631949883653,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,740,None,0,71,71,71,,None,1,stop,0.39999999999999997,0.74,1.74,,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,738,None,0,72,72,72,,2,1,go,0.39999999999999997,0.738,1.738,0.7973367300000973,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,774,None,0,73,73,73,,1,1,go,0.39999999999999997,0.774,1.774,0.6232728459872305,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,783,None,0,74,74,74,,2,1,go,0.39999999999999997,0.783,1.783,0.6712871409981744,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,904,None,0,75,75,75,,1,1,go,0.39999999999999997,0.904,1.904,0.6297916699986672,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,770,None,0,76,76,76,,2,1,go,0.39999999999999997,0.77,1.77,0.6281361860019388,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,890,None,0,77,77,77,,2,1,go,0.39999999999999997,0.89,1.8900000000000001,0.670671947998926,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,709,None,0,78,78,78,,1,0,stop,0.35,0.709,1.788607014998328,0.6203929850016721,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,843,None,0,79,79,79,,1,1,go,0.35,0.843,1.843,0.8750765860022511,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,711,None,0,80,80,80,,None,0,go,0.35,0.711,1.7109999999999999,,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,725,None,0,81,81,81,,2,1,go,0.35,0.725,1.725,0.9188615589955589,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,783,None,0,82,82,82,,2,1,go,0.35,0.783,1.783,0.7510276019893354,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,900,None,0,83,83,83,,2,1,go,0.35,0.9,1.9,0.5847713409893913,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,780,None,0,84,84,84,,None,1,stop,0.39999999999999997,0.78,1.78,,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,711,None,0,85,85,85,,1,1,go,0.39999999999999997,0.711,1.7109999999999999,0.6294247420009924,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,742,None,0,86,86,86,,1,1,go,0.39999999999999997,0.742,1.742,0.7562283800070873,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,984,None,0,87,87,87,,2,1,go,0.39999999999999997,0.984,1.984,0.6261064779973822,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,740,None,0,88,88,88,,1,1,go,0.39999999999999997,0.74,1.74,0.5414063179923687,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,707,None,0,89,89,89,,2,1,go,0.39999999999999997,0.707,1.7069999999999999,0.5866848919977201,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,735,None,0,90,90,90,,1,1,go,0.39999999999999997,0.735,1.7349999999999999,0.5097978120029438,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,1200,None,0,91,91,91,,2,1,go,0.39999999999999997,1.2,2.2,0.5880332609958714,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,817,None,0,92,92,92,,1,1,go,0.39999999999999997,0.817,1.817,0.5874497640033951,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,1013,None,0,93,93,93,,1,1,go,0.39999999999999997,1.013,2.013,0.6710918930039043,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,2000,None,0,94,94,94,,1,1,go,0.39999999999999997,2.0,3.0,0.6696145780006191,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,998,None,0,95,95,95,,2,1,go,0.39999999999999997,0.998,1.998,0.670899468997959,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1013,None,0,96,96,96,,2,0,stop,0.35,1.013,2.125784989995998,0.5872150100040017,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,1013,None,0,97,97,97,,1,1,go,0.35,1.013,2.013,0.5443192730017472,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,810,None,0,98,98,98,,2,1,go,0.35,0.81,1.81,0.5824666769913165,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,1313,None,0,99,99,99,,2,1,go,0.35,1.313,2.3129999999999997,0.6684147039923118,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,973,None,0,100,100,100,,1,1,go,0.35,0.973,1.9729999999999999,0.4673530349973589,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,906,None,0,101,101,101,,2,1,go,0.35,0.906,1.9060000000000001,0.4630483859946253,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,744,None,0,102,102,102,,2,1,go,0.35,0.744,1.744,0.6674258260027273,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,968,None,0,103,103,103,,1,1,go,0.35,0.968,1.968,0.4593085219967179,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,754,None,0,104,104,104,,1,0,stop,0.3,0.754,1.87474285200506,0.5292571479949402,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,979,None,0,105,105,105,,1,1,go,0.3,0.979,1.979,0.6301861859974451,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,1150,None,0,106,106,106,,2,1,go,0.3,1.15,2.15,0.9206654209992848,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,843,None,0,107,107,107,,1,0,stop,0.25,0.843,1.9371067770123482,0.5058932229876518,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,883,None,0,108,108,108,,2,1,go,0.25,0.883,1.883,0.6249285980011337,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,827,None,0,109,109,109,,1,1,go,0.25,0.827,1.827,0.45958143699681386,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,727,None,0,110,110,110,,2,1,go,0.25,0.727,1.7269999999999999,0.5459769029985182,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,933,None,0,111,111,111,,1,1,go,0.25,0.933,1.933,0.5897148189978907,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,709,None,0,112,112,112,,2,1,go,0.25,0.709,1.709,0.624217079996015,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,742,None,0,113,113,113,,2,0,stop,0.2,0.742,1.7183767070078757,0.5736232929921243,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,946,None,0,114,114,114,,1,1,go,0.2,0.946,1.946,0.5056327810016228,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,703,None,0,115,115,115,,2,1,go,0.2,0.703,1.7029999999999998,0.6302182880026521,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,790,None,0,116,116,116,,1,1,go,0.2,0.79,1.79,0.45822629499889445,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,771,None,0,117,117,117,,2,1,go,0.2,0.771,1.771,0.45578316299361177,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,946,None,0,118,118,118,,1,1,go,0.2,0.946,1.946,0.4963128529925598,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1584,None,0,119,119,119,,None,1,stop,0.25,1.584,2.584,,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Right_Arrow.bmp,None,2,803,None,0,120,120,120,,2,1,go,0.25,0.803,1.803,0.4644280029897345,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1013,None,0,121,121,121,,1,0,stop,0.2,1.013,2.022606688993517,0.5403933110064827,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
go,sst_images/Left_Arrow.bmp,None,1,1604,None,0,122,122,122,,1,1,go,0.2,1.604,2.604,0.5042516380053712,0042,Scanner,L,2,2019_Aug_21_1254,SST,3.0.7,24.014252054961027,
