trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,Unnamed: 26,Unnamed: 8
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,725.0,None,0.0,19.0,19.0,19.0,,None,1.0,,stop,0.25,0.725,1.725,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,737.0,None,0.0,20.0,20.0,20.0,,1,1.0,0.7063205519953044,go,0.25,0.737,1.7369999999999999,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,1242.0,None,0.0,21.0,21.0,21.0,,2,1.0,0.5841414790047565,go,0.25,1.242,2.242,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,1460.0,None,0.0,22.0,22.0,22.0,,1,1.0,0.5863848449953366,go,0.25,1.46,2.46,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,1043.0,None,0.0,23.0,23.0,23.0,,2,1.0,0.6279993479984114,go,0.25,1.043,2.043,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,1231.0,None,0.0,24.0,24.0,24.0,,1,1.0,0.4641843649878865,go,0.25,1.2309999999999999,2.231,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,780.0,None,0.0,25.0,25.0,25.0,,2,1.0,0.5038480980001623,go,0.25,0.78,1.78,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,865.0,None,0.0,26.0,26.0,26.0,,1,0.0,0.4080369209987112,stop,0.2,0.865,2.006963079001289,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,759.0,None,0.0,27.0,27.0,27.0,,2,1.0,0.5460104399971897,go,0.2,0.759,1.7590000000000001,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,760.0,None,0.0,28.0,28.0,28.0,,1,1.0,0.7535821740020765,go,0.2,0.76,1.76,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,984.0,None,0.0,29.0,29.0,29.0,,2,1.0,0.7102429880033014,go,0.2,0.9840000000000001,1.984,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1242.0,None,0.0,30.0,30.0,30.0,,None,1.0,,stop,0.25,1.242,2.242,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,990.0,None,0.0,31.0,31.0,31.0,,2,1.0,0.544614692000323,go,0.25,0.99,1.99,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,1097.0,None,0.0,32.0,32.0,32.0,,1,1.0,0.5895944000076271,go,0.25,1.097,2.097,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,930.0,None,0.0,33.0,33.0,33.0,,2,1.0,0.5457276749948505,go,0.25,0.93,1.93,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,794.0,None,0.0,34.0,34.0,34.0,,1,1.0,0.753928949998226,go,0.25,0.794,1.794,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1348.0,None,0.0,35.0,35.0,35.0,,None,1.0,,stop,0.3,1.348,2.3480000000000003,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,784.0,None,0.0,36.0,36.0,36.0,,1,1.0,0.7110686020023422,go,0.3,0.784,1.784,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,864.0,None,0.0,37.0,37.0,37.0,,2,1.0,0.5841858200001298,go,0.3,0.8640000000000001,1.864,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,705.0,None,0.0,38.0,38.0,38.0,,2,1.0,0.7562430810066871,go,0.3,0.705,1.705,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,831.0,None,0.0,39.0,39.0,39.0,,None,1.0,,stop,0.35,0.831,1.831,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,1023.0,None,0.0,40.0,40.0,40.0,,1,1.0,0.6307062880077865,go,0.35,1.023,2.023,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,1105.0,None,0.0,41.0,41.0,41.0,,1,1.0,0.6294157649972476,go,0.35,1.105,2.105,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,1385.0,None,0.0,42.0,42.0,42.0,,None,0.0,,go,0.35,1.385,2.385,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,794.0,None,0.0,43.0,43.0,43.0,,1,0.0,0.6196350840036757,stop,0.3,0.794,1.8243649159963244,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,1158.0,None,0.0,44.0,44.0,44.0,,1,1.0,0.7544352520053508,go,0.3,1.158,2.158,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,1246.0,None,0.0,45.0,45.0,45.0,,1,1.0,0.7109705229959218,go,0.3,1.246,2.246,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,1091.0,None,0.0,46.0,46.0,46.0,,2,1.0,0.6297585040010745,go,0.3,1.091,2.0909999999999997,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,707.0,None,0.0,47.0,47.0,47.0,,None,1.0,,stop,0.35,0.7070000000000001,1.7069999999999999,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,709.0,None,0.0,48.0,48.0,48.0,,2,1.0,0.8237389989953954,go,0.35,0.7090000000000001,1.709,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,1081.0,None,0.0,49.0,49.0,49.0,,2,1.0,0.8764122599968687,go,0.35,1.081,2.081,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,782.0,None,0.0,50.0,50.0,50.0,,None,1.0,,stop,0.4,0.782,1.7820000000000005,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,769.0,None,0.0,51.0,51.0,51.0,,None,0.0,,go,0.4,0.769,1.769,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,895.0,None,0.0,52.0,52.0,52.0,,None,0.0,,go,0.4,0.895,1.895,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,710.0,None,0.0,53.0,53.0,53.0,,None,0.0,,go,0.4,0.71,1.71,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,761.0,None,0.0,54.0,54.0,54.0,,2,1.0,0.5887744149949867,go,0.4,0.7609999999999999,1.761,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,712.0,None,0.0,55.0,55.0,55.0,,2,0.0,0.6965634020016296,stop,0.35,0.7120000000000001,1.7154365979983703,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,840.0,None,0.0,56.0,56.0,56.0,,2,1.0,0.712512867001351,go,0.35,0.84,1.84,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,1593.0,None,0.0,57.0,57.0,57.0,,1,1.0,0.7130039530020441,go,0.35,1.5930000000000002,2.593,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,1244.0,None,0.0,58.0,58.0,58.0,,1,1.0,0.6298718539910624,go,0.35,1.244,2.244,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,710.0,None,0.0,59.0,59.0,59.0,,1,1.0,0.7505363240052247,go,0.35,0.71,1.71,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,796.0,None,0.0,60.0,60.0,60.0,,2,1.0,0.5887812989967642,go,0.35,0.7959999999999999,1.796,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,791.0,None,0.0,61.0,61.0,61.0,,1,1.0,0.5444939550070558,go,0.35,0.7909999999999999,1.791,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,711.0,None,0.0,62.0,62.0,62.0,,1,1.0,0.6260303109884262,go,0.35,0.711,1.711,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,704.0,None,0.0,63.0,63.0,63.0,,2,1.0,0.7102515560109168,go,0.35,0.7040000000000001,1.704,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,701.0,None,0.0,64.0,64.0,64.0,,2,1.0,0.6280036280077184,go,0.35,0.701,1.7009999999999998,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,818.0,None,0.0,65.0,65.0,65.0,,1,1.0,0.708413003012538,go,0.35,0.818,1.818,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,784.0,None,0.0,66.0,66.0,66.0,,2,1.0,0.5903078150004148,go,0.35,0.784,1.784,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,1343.0,None,0.0,67.0,67.0,67.0,,1,1.0,0.8804978669941192,go,0.35,1.3430000000000002,2.343,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,729.0,None,0.0,68.0,68.0,68.0,,2,1.0,0.5864440909936093,go,0.35,0.7290000000000001,1.729,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,750.0,None,0.0,69.0,69.0,69.0,,2,1.0,0.7102444409974851,go,0.35,0.75,1.75,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,866.0,None,0.0,70.0,70.0,70.0,,1,1.0,0.7952631949883653,go,0.35,0.866,1.8659999999999999,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,740.0,None,0.0,71.0,71.0,71.0,,None,1.0,,stop,0.4,0.74,1.74,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,738.0,None,0.0,72.0,72.0,72.0,,2,1.0,0.7973367300000973,go,0.4,0.738,1.7380000000000002,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,774.0,None,0.0,73.0,73.0,73.0,,1,1.0,0.6232728459872305,go,0.4,0.774,1.774,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,783.0,None,0.0,74.0,74.0,74.0,,2,1.0,0.6712871409981744,go,0.4,0.7829999999999999,1.7830000000000001,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,904.0,None,0.0,75.0,75.0,75.0,,1,1.0,0.6297916699986672,go,0.4,0.904,1.9040000000000001,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,770.0,None,0.0,76.0,76.0,76.0,,2,1.0,0.6281361860019388,go,0.4,0.77,1.77,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,890.0,None,0.0,77.0,77.0,77.0,,2,1.0,0.670671947998926,go,0.4,0.89,1.89,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,709.0,None,0.0,78.0,78.0,78.0,,1,0.0,0.6203929850016721,stop,0.35,0.7090000000000001,1.7886070149983282,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,843.0,None,0.0,79.0,79.0,79.0,,1,1.0,0.8750765860022511,go,0.35,0.843,1.8430000000000002,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,711.0,None,0.0,80.0,80.0,80.0,,None,0.0,,go,0.35,0.711,1.711,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,725.0,None,0.0,81.0,81.0,81.0,,2,1.0,0.9188615589955588,go,0.35,0.725,1.725,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,783.0,None,0.0,82.0,82.0,82.0,,2,1.0,0.7510276019893354,go,0.35,0.7829999999999999,1.7830000000000001,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,900.0,None,0.0,83.0,83.0,83.0,,2,1.0,0.5847713409893913,go,0.35,0.9,1.9,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,780.0,None,0.0,84.0,84.0,84.0,,None,1.0,,stop,0.4,0.78,1.78,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,711.0,None,0.0,85.0,85.0,85.0,,1,1.0,0.6294247420009924,go,0.4,0.711,1.711,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,742.0,None,0.0,86.0,86.0,86.0,,1,1.0,0.7562283800070873,go,0.4,0.742,1.742,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,984.0,None,0.0,87.0,87.0,87.0,,2,1.0,0.6261064779973822,go,0.4,0.9840000000000001,1.984,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,740.0,None,0.0,88.0,88.0,88.0,,1,1.0,0.5414063179923687,go,0.4,0.74,1.74,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,707.0,None,0.0,89.0,89.0,89.0,,2,1.0,0.5866848919977201,go,0.4,0.7070000000000001,1.707,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,735.0,None,0.0,90.0,90.0,90.0,,1,1.0,0.5097978120029438,go,0.4,0.735,1.735,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,1200.0,None,0.0,91.0,91.0,91.0,,2,1.0,0.5880332609958714,go,0.4,1.2,2.2,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,817.0,None,0.0,92.0,92.0,92.0,,1,1.0,0.5874497640033951,go,0.4,0.8170000000000001,1.817,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,1013.0,None,0.0,93.0,93.0,93.0,,1,1.0,0.6710918930039043,go,0.4,1.013,2.013,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,2000.0,None,0.0,94.0,94.0,94.0,,1,1.0,0.6696145780006191,go,0.4,2.0,3.0,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,998.0,None,0.0,95.0,95.0,95.0,,2,1.0,0.6708994689979589,go,0.4,0.998,1.9980000000000002,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1013.0,None,0.0,96.0,96.0,96.0,,2,0.0,0.5872150100040017,stop,0.35,1.013,2.125784989995998,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,1013.0,None,0.0,97.0,97.0,97.0,,1,1.0,0.5443192730017472,go,0.35,1.013,2.013,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,810.0,None,0.0,98.0,98.0,98.0,,2,1.0,0.5824666769913165,go,0.35,0.81,1.81,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,1313.0,None,0.0,99.0,99.0,99.0,,2,1.0,0.6684147039923118,go,0.35,1.3130000000000002,2.313,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,973.0,None,0.0,100.0,100.0,100.0,,1,1.0,0.4673530349973589,go,0.35,0.973,1.973,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,906.0,None,0.0,101.0,101.0,101.0,,2,1.0,0.4630483859946253,go,0.35,0.9059999999999999,1.906,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,744.0,None,0.0,102.0,102.0,102.0,,2,1.0,0.6674258260027273,go,0.35,0.7440000000000001,1.744,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,968.0,None,0.0,103.0,103.0,103.0,,1,1.0,0.4593085219967179,go,0.35,0.968,1.9680000000000002,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,754.0,None,0.0,104.0,104.0,104.0,,1,0.0,0.5292571479949402,stop,0.3,0.754,1.87474285200506,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,979.0,None,0.0,105.0,105.0,105.0,,1,1.0,0.6301861859974451,go,0.3,0.9790000000000001,1.979,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,1150.0,None,0.0,106.0,106.0,106.0,,2,1.0,0.9206654209992848,go,0.3,1.15,2.15,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,843.0,None,0.0,107.0,107.0,107.0,,1,0.0,0.5058932229876518,stop,0.25,0.843,1.937106777012348,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,883.0,None,0.0,108.0,108.0,108.0,,2,1.0,0.6249285980011337,go,0.25,0.883,1.883,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,827.0,None,0.0,109.0,109.0,109.0,,1,1.0,0.4595814369968138,go,0.25,0.8270000000000001,1.827,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,727.0,None,0.0,110.0,110.0,110.0,,2,1.0,0.5459769029985182,go,0.25,0.727,1.727,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,933.0,None,0.0,111.0,111.0,111.0,,1,1.0,0.5897148189978907,go,0.25,0.9329999999999999,1.933,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,709.0,None,0.0,112.0,112.0,112.0,,2,1.0,0.624217079996015,go,0.25,0.7090000000000001,1.709,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,742.0,None,0.0,113.0,113.0,113.0,,2,0.0,0.5736232929921243,stop,0.2,0.742,1.7183767070078757,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,946.0,None,0.0,114.0,114.0,114.0,,1,1.0,0.5056327810016228,go,0.2,0.946,1.946,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,703.0,None,0.0,115.0,115.0,115.0,,2,1.0,0.6302182880026521,go,0.2,0.703,1.7029999999999998,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,790.0,None,0.0,116.0,116.0,116.0,,1,1.0,0.4582262949988945,go,0.2,0.79,1.79,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,771.0,None,0.0,117.0,117.0,117.0,,2,1.0,0.4557831629936118,go,0.2,0.7709999999999999,1.771,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,946.0,None,0.0,118.0,118.0,118.0,,1,1.0,0.4963128529925598,go,0.2,0.946,1.946,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1584.0,None,0.0,119.0,119.0,119.0,,None,1.0,,stop,0.25,1.584,2.5839999999999996,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,803.0,None,0.0,120.0,120.0,120.0,,2,1.0,0.4644280029897345,go,0.25,0.8029999999999999,1.8030000000000002,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1013.0,None,0.0,121.0,121.0,121.0,,1,0.0,0.5403933110064827,stop,0.2,1.013,2.022606688993517,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,1604.0,None,0.0,122.0,122.0,122.0,,1,1.0,0.5042516380053712,go,0.2,1.604,2.6039999999999996,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,703.0,None,0.0,123.0,123.0,123.0,,2,1.0,0.5437213810073445,go,0.2,0.703,1.7029999999999998,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Right_Arrow.bmp,None,2,837.0,None,0.0,124.0,124.0,124.0,,2,1.0,0.5843393480026862,go,0.2,0.8370000000000001,1.837,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,703.0,None,0.0,125.0,125.0,125.0,,None,1.0,,stop,0.25,0.703,1.7029999999999998,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,1231.0,None,0.0,126.0,126.0,126.0,,1,1.0,0.4909473250008887,go,0.25,1.2309999999999999,2.231,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
go,sst_images/Left_Arrow.bmp,None,1,811.0,None,0.0,127.0,127.0,127.0,,1,1.0,0.5865994799969485,go,0.25,0.8109999999999999,1.811,42.0,Scanner,L,2.0,2019_Aug_21_1254,SST,3.0.7,24.014252054961034,,
