trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,1,1,0.5675531789893284,go,0.05,0.955,1.955,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,0.46346056601032615,go,0.05,0.925,1.925,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,2,1,0.5445181250106543,go,0.05,0.925,1.925,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,0.4205655260011554,go,0.05,0.865,1.865,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,0.4845656980178319,go,0.05,1.045,2.045,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,,stop,0.1,0.79,1.79,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,0.41933336498914286,go,0.1,0.745,1.745,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,0.4141612730163615,go,0.1,0.82,1.8199999999999998,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,0.4634719750029035,go,0.1,1.09,2.09,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,1,0,0.42116149101639166,go,0.1,0.7,1.7,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,0.5032613539951853,go,0.1,0.76,1.76,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,,stop,0.15000000000000002,0.88,1.8800000000000001,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,2,1,0.46245320001617074,go,0.15000000000000002,0.73,1.73,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,1,1,0.4216638840152882,go,0.15000000000000002,0.91,1.9100000000000001,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,1,1,0.5430516500200611,go,0.15000000000000002,0.955,1.955,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,1,1,0.5032577649981249,go,0.15000000000000002,1.045,2.045,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,2,1,0.42006240799673833,go,0.15000000000000002,1.045,2.045,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,1,1,0.41969559201970696,go,0.15000000000000002,0.985,1.9849999999999999,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,18,18,18,2,0,0.42093601700617,stop,0.10000000000000002,0.76,1.7890639829938302,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,19,19,19,1,1,0.5039110989891924,go,0.10000000000000002,0.775,1.775,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,20,20,20,2,1,0.4606185120064765,go,0.10000000000000002,1.015,2.0149999999999997,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,21,21,21,1,1,0.3785510560264811,go,0.10000000000000002,0.76,1.76,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,22,22,22,2,0,0.4009313689894043,stop,0.05000000000000002,0.985,1.9840686310105957,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,23,23,23,2,1,0.5010530310100876,go,0.05000000000000002,0.715,1.7149999999999999,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,24,24,24,1,1,0.4186325360205956,go,0.05000000000000002,0.745,1.745,034,Practice,R,1,2019_Aug_27_0935,SST,3.0.7,24.024872932815004,
