trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,769,None,0,0,0,0,10,1,1,0.9339015340083279,go,0.05,0.769,1.7690000000000001,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Right_Arrow.bmp,None,2,741,None,0,1,1,1,,2,1,0.41355755797121674,go,0.05,0.741,1.741,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,823,None,0,2,2,2,,None,1,,stop,0.1,0.823,1.823,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Right_Arrow.bmp,None,2,901,None,0,3,3,3,,2,1,0.43599188898224384,go,0.1,0.901,1.901,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Left_Arrow.bmp,None,1,862,None,0,4,4,4,,1,1,0.3178484619711526,go,0.1,0.862,1.862,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,783,None,0,5,5,5,,None,1,,stop,0.15000000000000002,0.783,1.7830000000000001,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Left_Arrow.bmp,None,1,865,None,0,6,6,6,,1,1,0.43539756000973284,go,0.15000000000000002,0.865,1.865,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Right_Arrow.bmp,None,2,952,None,0,7,7,7,,2,1,0.5374349300400354,go,0.15000000000000002,0.952,1.952,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Left_Arrow.bmp,None,1,722,None,0,8,8,8,,1,1,0.4847368879709393,go,0.15000000000000002,0.722,1.722,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,944,None,0,9,9,9,,None,1,,stop,0.2,0.944,1.9439999999999997,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Right_Arrow.bmp,None,2,849,None,0,10,10,10,,2,1,0.42118575400672853,go,0.2,0.849,1.849,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Right_Arrow.bmp,None,2,707,None,0,11,11,11,,1,0,0.4383748540421948,go,0.2,0.707,1.7069999999999999,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Left_Arrow.bmp,None,1,903,None,0,12,12,12,,1,1,0.47042512794723734,go,0.2,0.903,1.903,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,853,None,0,13,13,13,,None,1,,stop,0.25,0.853,1.853,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Right_Arrow.bmp,None,2,1045,None,0,14,14,14,,2,1,0.7520407880074345,go,0.25,1.045,2.045,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Left_Arrow.bmp,None,1,1497,None,0,15,15,15,,1,1,0.5624839449883439,go,0.25,1.497,2.497,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Left_Arrow.bmp,None,1,1165,None,0,16,16,16,,None,0,,go,0.25,1.165,2.165,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Left_Arrow.bmp,None,1,1045,None,0,17,17,17,,1,1,0.49526195001089945,go,0.25,1.045,2.045,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Right_Arrow.bmp,None,2,938,None,0,18,18,18,,2,1,0.5357297669979744,go,0.25,0.938,1.938,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,815,None,0,19,19,19,,1,0,0.45449041796382517,stop,0.2,0.815,1.9105095820361748,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Left_Arrow.bmp,None,1,917,None,0,20,20,20,,1,1,0.47933297196868807,go,0.2,0.917,1.917,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Left_Arrow.bmp,None,1,903,None,0,21,21,21,,1,1,0.7608584699919447,go,0.2,0.903,1.903,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
go,sst_images/Right_Arrow.bmp,None,2,1035,None,0,22,22,22,,2,1,0.5586774460389279,go,0.2,1.035,2.035,012,Scanner,R,1,2019_Sep_01_1135,SST,3.0.7,60.09967639411672,
