trial_type,arrow_1,corrAns,ss_delay,iti_duration,key_response.keys,key_response.corr,key_response.rt,SOA,run_fixation_duration,participant,trial_order,handedness
go,sst_images/Left_Arrow.bmp,1,0.05,0.797,1,1,0.6883348150004167,1.7970000000000002,,039,sst_trial_order_4B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,1.239,2,1,0.5028049480024492,2.239,,039,sst_trial_order_4B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.824,2,1,0.5025502409989713,1.8239999999999998,,039,sst_trial_order_4B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.05,0.929,1,1,0.500487194993184,1.929,,039,sst_trial_order_4B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.05,0.701,1,1,0.4634457630018005,1.701,,039,sst_trial_order_4B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.1,0.768,,1,[],1.768,,039,sst_trial_order_4B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.884,2,1,0.5462619099998847,1.884,,039,sst_trial_order_4B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.723,1,1,0.5047513850004179,1.7229999999999999,,039,sst_trial_order_4B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.872,2,1,0.49999440301326104,1.8719999999999999,,039,sst_trial_order_4B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.804,2,1,0.5460789399949135,1.804,,039,sst_trial_order_4B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.729,1,1,0.5480163409956731,1.729,,039,sst_trial_order_4B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.758,2,1,0.5463403790054144,1.758,,039,sst_trial_order_4B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.721,1,1,0.5463470399990911,1.721,,039,sst_trial_order_4B.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.15000000000000002,0.823,,1,[],1.8230000000000002,,039,sst_trial_order_4B.csv,R
