trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,1001,None,0,0,0,0,6,1,1,0.5848417639936088,go,0.05,1.001,2.001,011,Scanner,L,2,2019_Sep_07_1527,SST,3.0.7,59.990690285363094,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,729,None,0,1,1,1,,None,1,,stop,0.1,0.729,1.729,011,Scanner,L,2,2019_Sep_07_1527,SST,3.0.7,59.990690285363094,
go,sst_images/Right_Arrow.bmp,None,2,898,None,0,2,2,2,,2,1,0.43843326999922283,go,0.1,0.898,1.8980000000000001,011,Scanner,L,2,2019_Sep_07_1527,SST,3.0.7,59.990690285363094,
go,sst_images/Right_Arrow.bmp,None,2,754,None,0,3,3,3,,2,1,0.44134903298981953,go,0.1,0.754,1.754,011,Scanner,L,2,2019_Sep_07_1527,SST,3.0.7,59.990690285363094,
go,sst_images/Left_Arrow.bmp,None,1,714,None,0,4,4,4,,1,1,0.42267182799696457,go,0.1,0.714,1.714,011,Scanner,L,2,2019_Sep_07_1527,SST,3.0.7,59.990690285363094,
go,sst_images/Left_Arrow.bmp,None,1,705,None,0,5,5,5,,1,1,0.42147601500619203,go,0.1,0.705,1.705,011,Scanner,L,2,2019_Sep_07_1527,SST,3.0.7,59.990690285363094,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1027,None,0,6,6,6,,None,1,,stop,0.15000000000000002,1.027,2.0269999999999997,011,Scanner,L,2,2019_Sep_07_1527,SST,3.0.7,59.990690285363094,
go,sst_images/Right_Arrow.bmp,None,2,719,None,0,7,7,7,,2,1,0.43915891100186855,go,0.15000000000000002,0.719,1.7189999999999999,011,Scanner,L,2,2019_Sep_07_1527,SST,3.0.7,59.990690285363094,
go,sst_images/Left_Arrow.bmp,None,1,790,None,0,8,8,8,,1,1,0.4555161360040074,go,0.15000000000000002,0.79,1.79,011,Scanner,L,2,2019_Sep_07_1527,SST,3.0.7,59.990690285363094,
go,sst_images/Right_Arrow.bmp,None,2,786,None,0,9,9,9,,2,1,0.320610367009067,go,0.15000000000000002,0.786,1.786,011,Scanner,L,2,2019_Sep_07_1527,SST,3.0.7,59.990690285363094,
