trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,718,None,0,0,0,0,5,1,1,0.6374399620108306,go,0.05,0.718,1.718,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,817,None,0,1,1,1,,2,1,0.45582886500051245,go,0.05,0.817,1.817,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,702,None,0,2,2,2,,2,1,0.4048015149892308,go,0.05,0.702,1.702,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,721,None,0,3,3,3,,None,1,,stop,0.1,0.721,1.721,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,726,None,0,4,4,4,,1,1,0.37076453800546005,go,0.1,0.726,1.726,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,949,None,0,5,5,5,,1,1,0.6528204130008817,go,0.1,0.949,1.9489999999999998,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,743,None,0,6,6,6,,2,1,0.37070726201636717,go,0.1,0.743,1.7429999999999999,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,735,None,0,7,7,7,,1,1,0.40424548799637705,go,0.1,0.735,1.7349999999999999,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1283,None,0,8,8,8,,None,1,,stop,0.15000000000000002,1.283,2.283,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,1396,None,0,9,9,9,,2,1,0.35373451898340136,go,0.15000000000000002,1.396,2.396,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,1045,None,0,10,10,10,,2,1,0.5709715460543521,go,0.15000000000000002,1.045,2.045,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,758,None,0,11,11,11,,1,1,0.4186813560081646,go,0.15000000000000002,0.758,1.758,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,1440,None,0,12,12,12,,2,1,0.35515956400195137,go,0.15000000000000002,1.44,2.44,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,1143,None,0,13,13,13,,1,1,0.3868418019847013,go,0.15000000000000002,1.143,2.143,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,721,None,0,14,14,14,,1,1,0.5697687429492362,go,0.15000000000000002,0.721,1.721,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,765,None,0,15,15,15,,None,1,,stop,0.2,0.765,1.765,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,1009,None,0,16,16,16,,1,1,0.435383485048078,go,0.2,1.009,2.009,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,994,None,0,17,17,17,,2,1,0.40476833196589723,go,0.2,0.994,1.994,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,837,None,0,18,18,18,,1,1,0.38823899102862924,go,0.2,0.837,1.837,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,710,None,0,19,19,19,,2,0,0.36702803696971387,stop,0.15000000000000002,0.71,1.842971963030286,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,908,None,0,20,20,20,,1,1,0.42178471403894946,go,0.15000000000000002,0.908,1.908,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,731,None,0,21,21,21,,2,1,0.35327865701401606,go,0.15000000000000002,0.731,1.7309999999999999,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,1486,None,0,22,22,22,,1,1,0.4876295509748161,go,0.15000000000000002,1.486,2.4859999999999998,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,1113,None,0,23,23,23,,2,1,0.45330852799816057,go,0.15000000000000002,1.113,2.113,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,962,None,0,24,24,24,,None,1,,stop,0.2,0.962,1.962,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,761,None,0,25,25,25,,1,1,0.3696963269612752,go,0.2,0.761,1.7610000000000001,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,836,None,0,26,26,26,,2,1,0.37123198801418766,go,0.2,0.836,1.8359999999999999,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,1081,None,0,27,27,27,,2,1,0.4532193549675867,go,0.2,1.081,2.081,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,781,None,0,28,28,28,,None,1,,stop,0.25,0.781,1.781,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,962,None,0,29,29,29,,1,1,0.40248867898480967,go,0.25,0.962,1.962,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,1037,None,0,30,30,30,,2,1,0.5383323350106366,go,0.25,1.037,2.037,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,908,None,0,31,31,31,,2,1,0.5360635170363821,go,0.25,0.908,1.908,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,798,None,0,32,32,32,,1,1,0.4548223869642243,go,0.25,0.798,1.798,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,886,None,0,33,33,33,,2,0,0.36925531597808003,stop,0.2,0.886,2.06674468402192,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,753,None,0,34,34,34,,2,1,0.42115675599779934,go,0.2,0.753,1.7530000000000001,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,703,None,0,35,35,35,,1,1,0.40316837397404015,go,0.2,0.703,1.7029999999999998,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,715,None,0,36,36,36,,1,1,0.48514711804455146,go,0.2,0.715,1.7149999999999999,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,734,None,0,37,37,37,,None,1,,stop,0.25,0.734,1.734,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,817,None,0,38,38,38,,2,1,0.372255964030046,go,0.25,0.817,1.817,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,1160,None,0,39,39,39,,2,1,0.43039504397893324,go,0.25,1.16,2.16,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,719,None,0,40,40,40,,1,1,0.4219706259900704,go,0.25,0.719,1.7189999999999999,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,966,None,0,41,41,41,,1,1,0.5535117569961585,go,0.25,0.966,1.966,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,838,None,0,42,42,42,,2,1,0.4367146809818223,go,0.25,0.838,1.838,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,1026,None,0,43,43,43,,1,1,0.41902377095539123,go,0.25,1.026,2.026,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,752,None,0,44,44,44,,1,1,0.47945891704875976,go,0.25,0.752,1.752,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,1167,None,0,45,45,45,,2,1,0.45357915601925924,go,0.25,1.167,2.167,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,1299,None,0,46,46,46,,2,1,0.442404585017357,go,0.25,1.299,2.299,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Right_Arrow.bmp,None,2,886,None,0,47,47,47,,2,1,0.37004224897827953,go,0.25,0.886,1.8860000000000001,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,923,None,0,48,48,48,,1,1,0.41992586001288146,go,0.25,0.923,1.923,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1265,None,0,49,49,49,,1,0,0.386861142993439,stop,0.2,1.265,2.4281388570065605,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
go,sst_images/Left_Arrow.bmp,None,1,841,None,0,50,50,50,,1,1,0.48627624299842864,go,0.2,0.841,1.841,025,Scanner,L,1,2019_Sep_02_0932,SST,3.0.7,59.96184219191246,
