trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,732,None,0,0,0,0,1,1,1,0.6132131259946618,go,0.05,0.732,1.732,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,709,None,0,1,1,1,,2,1,0.4209802280238364,go,0.05,0.709,1.709,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,832,None,0,2,2,2,,None,1,,stop,0.1,0.832,1.8319999999999999,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,812,None,0,3,3,3,,2,1,0.5014738659956492,go,0.1,0.812,1.812,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,916,None,0,4,4,4,,1,1,0.46054031298263,go,0.1,0.916,1.916,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,817,None,0,5,5,5,,None,1,,stop,0.15000000000000002,0.817,1.817,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,1153,None,0,6,6,6,,1,1,0.5031895549909677,go,0.15000000000000002,1.153,2.153,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,1097,None,0,7,7,7,,2,1,0.4611481229949277,go,0.15000000000000002,1.097,2.097,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,771,None,0,8,8,8,,1,1,0.46258112299256027,go,0.15000000000000002,0.771,1.771,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,768,None,0,9,9,9,,2,1,0.46379417699063197,go,0.15000000000000002,0.768,1.768,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,709,None,0,10,10,10,,1,0,0.4293306319741532,stop,0.10000000000000002,0.709,1.7296693680258468,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,861,None,0,11,11,11,,2,1,0.46247027601930313,go,0.10000000000000002,0.861,1.861,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,834,None,0,12,12,12,,1,1,0.46048846398480237,go,0.10000000000000002,0.834,1.834,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,830,None,0,13,13,13,,2,1,0.4223953220061958,go,0.10000000000000002,0.83,1.83,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,1202,None,0,14,14,14,,1,1,0.506247273995541,go,0.10000000000000002,1.202,2.202,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,929,None,0,15,15,15,,None,1,,stop,0.15000000000000002,0.929,1.929,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,705,None,0,16,16,16,,1,1,0.504766309983097,go,0.15000000000000002,0.705,1.705,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,953,None,0,17,17,17,,1,1,0.5035535059869289,go,0.15000000000000002,0.953,1.9529999999999998,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,795,None,0,18,18,18,,2,1,0.420758279011352,go,0.15000000000000002,0.795,1.795,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,910,None,0,19,19,19,,1,1,0.46173942400491796,go,0.15000000000000002,0.91,1.9100000000000001,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,975,None,0,20,20,20,,1,1,0.5866206659993622,go,0.15000000000000002,0.975,1.975,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,708,None,0,21,21,21,,None,1,,stop,0.2,0.708,1.708,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,838,None,0,22,22,22,,2,1,0.46092914100154303,go,0.2,0.838,1.838,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,794,None,0,23,23,23,,1,1,0.5440073549980298,go,0.2,0.794,1.794,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,835,None,0,24,24,24,,2,1,0.5850439720088616,go,0.2,0.835,1.835,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,726,None,0,25,25,25,,1,1,0.45982446701964363,go,0.2,0.726,1.726,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,1514,None,0,26,26,26,,2,1,0.4197049060021527,go,0.2,1.514,2.5140000000000002,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,1028,None,0,27,27,27,,2,1,0.5465725940011907,go,0.2,1.028,2.028,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,849,None,0,28,28,28,,1,1,0.41822731102001853,go,0.2,0.849,1.849,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,807,None,0,29,29,29,,2,1,0.5056444740039296,go,0.2,0.807,1.807,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,870,None,0,30,30,30,,1,0,0.4913642310129944,stop,0.15000000000000002,0.87,1.8786357689870057,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,826,None,0,31,31,31,,2,1,0.5046795700036455,go,0.15000000000000002,0.826,1.826,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,737,None,0,32,32,32,,1,1,0.46445841097738594,go,0.15000000000000002,0.737,1.737,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,853,None,0,33,33,33,,2,1,0.41083910499583,go,0.15000000000000002,0.853,1.853,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,740,None,0,34,34,34,,1,1,0.42219522601226345,go,0.15000000000000002,0.74,1.74,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,835,None,0,35,35,35,,1,1,0.5040216780034825,go,0.15000000000000002,0.835,1.835,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,848,None,0,36,36,36,,2,1,0.4645285129954573,go,0.15000000000000002,0.848,1.8479999999999999,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,983,None,0,37,37,37,,2,1,0.5039266550156754,go,0.15000000000000002,0.983,1.983,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,725,None,0,38,38,38,,1,1,0.5045066630118527,go,0.15000000000000002,0.725,1.725,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,717,None,0,39,39,39,,1,1,0.5464366210217122,go,0.15000000000000002,0.717,1.717,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,701,None,0,40,40,40,,2,1,0.46368116498342715,go,0.15000000000000002,0.701,1.701,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1646,None,0,41,41,41,,2,0,0.41876036499161273,stop,0.10000000000000002,1.646,2.677239635008387,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,736,None,0,42,42,42,,1,1,0.45786684000631794,go,0.10000000000000002,0.736,1.736,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,855,None,0,43,43,43,,1,1,0.5026177209801972,go,0.10000000000000002,0.855,1.855,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,903,None,0,44,44,44,,2,1,0.45893686200724915,go,0.10000000000000002,0.903,1.903,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,802,None,0,45,45,45,,2,1,0.4211673219979275,go,0.10000000000000002,0.802,1.802,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,768,None,0,46,46,46,,None,1,,stop,0.15000000000000002,0.768,1.768,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,779,None,0,47,47,47,,None,0,,go,0.15000000000000002,0.779,1.779,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,703,None,0,48,48,48,,1,1,0.4578528569836635,go,0.15000000000000002,0.703,1.7029999999999998,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,941,None,0,49,49,49,,1,1,0.47886071298853494,go,0.15000000000000002,0.941,1.9409999999999998,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Left_Arrow.bmp,None,1,779,None,0,50,50,50,,1,1,0.5876444290042855,go,0.15000000000000002,0.779,1.779,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,902,None,0,51,51,51,,1,0,0.41110648299218155,stop,0.10000000000000002,0.902,1.9408935170078185,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
go,sst_images/Right_Arrow.bmp,None,2,948,None,0,52,52,52,,2,1,0.5030961979937274,go,0.10000000000000002,0.948,1.948,034,Scanner,R,1,2019_Aug_27_0937,SST,3.0.7,24.04956694702043,
