trial_type,arrow_1,corrAns,ss_delay,iti_duration,key_response.keys,key_response.corr,key_response.rt,SOA,run_fixation_duration,participant,trial_order,handedness
go,sst_images/Left_Arrow.bmp,1,0.05,0.769,1,1,0.6043317000148818,1.7690000000000001,,037,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.741,2,1,0.5463444910128601,1.741,,037,sst_trial_order_10A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.1,0.823,,1,[],1.823,,037,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.901,2,1,0.5879419039993081,1.901,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.862,1,1,0.4987866510055028,1.862,,037,sst_trial_order_10A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.15000000000000002,0.783,,1,[],1.7830000000000001,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.865,1,1,0.5829622589808423,1.865,,037,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.952,2,1,0.42020025401143357,1.952,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.722,1,1,0.4587005380017217,1.722,,037,sst_trial_order_10A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.2,0.944,,1,[],1.9439999999999997,,037,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,0.849,2,1,0.33785898197675124,1.849,,037,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,0.707,2,1,0.5456591779948212,1.7069999999999999,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.903,1,1,0.5018952820100822,1.903,,037,sst_trial_order_10A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.15000000000000002,0.853,2,0,0.45234103401890025,1.9006589659810997,,037,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,1.045,2,1,0.5876324200071394,2.045,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,1.497,1,1,0.41982628099503927,2.497,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,1.165,1,1,0.5012168179964647,2.165,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,1.045,1,1,0.5879179859766737,2.045,,037,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.938,2,1,0.5813888459815644,1.938,,037,sst_trial_order_10A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.2,0.815,,1,[],1.8149999999999997,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.917,1,1,0.462981935008429,1.917,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.903,1,1,0.5420074839785229,1.903,,037,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,1.035,2,1,0.37833778699859977,2.035,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,1.485,1,1,0.506097678997321,2.4850000000000003,,037,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,1.274,2,1,0.41920029901666567,2.274,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.749,1,1,0.4989727619977202,1.749,,037,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,0.711,2,1,0.5442628340097144,1.7109999999999999,,037,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,0.738,2,1,0.5451324939785991,1.738,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.881,1,1,0.5060707889788318,1.881,,037,sst_trial_order_10A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.15000000000000002,0.837,1,0,0.45047572601470165,1.8865242739852983,,037,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.702,2,1,0.41957869302132167,1.702,,037,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.793,2,1,0.5028452889819164,1.7930000000000001,,037,sst_trial_order_10A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.2,0.768,,1,[],1.768,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.741,1,1,0.46254015498561785,1.741,,037,sst_trial_order_10A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,0.788,2,1,0.5865745450137183,1.788,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.907,1,1,0.4834100019943435,1.907,,037,sst_trial_order_10A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.966,2,0,0.4854085679980926,1.966,,037,sst_trial_order_10A.csv,R
