trial_type,arrow_1,corrAns,ss_delay,iti_duration,key_response.keys,key_response.corr,key_response.rt,SOA,run_fixation_duration,participant,trial_order,handedness
go,sst_images/Left_Arrow.bmp,1,0.05,0.975,1,1,0.7544532389729284,1.975,,016,sst_trial_order_2B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.775,2,1,0.5204204329638742,1.775,,016,sst_trial_order_2B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.773,2,1,0.4365279959747568,1.7730000000000001,,016,sst_trial_order_2B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.05,0.747,1,1,0.5030275360331871,1.7469999999999999,,016,sst_trial_order_2B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.1,0.709,,1,[],1.709,,016,sst_trial_order_2B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.702,1,1,0.6871109700296074,1.702,,016,sst_trial_order_2B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.931,2,1,0.43879439000738785,1.931,,016,sst_trial_order_2B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,1.149,1,1,0.35377185500692576,2.149,,016,sst_trial_order_2B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.748,2,1,0.3864905920345336,1.748,,016,sst_trial_order_2B.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.15000000000000002,0.848,,1,[],1.848,,016,sst_trial_order_2B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.733,2,1,0.3738925770157948,1.733,,016,sst_trial_order_2B.csv,R
stop,sst_images/Left_Arrow.bmp,None,0.2,0.822,,1,[],1.8219999999999998,,016,sst_trial_order_2B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,1.077,2,0,0.3406505369930528,2.077,,016,sst_trial_order_2B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,0.895,2,1,0.4558767909766175,1.895,,016,sst_trial_order_2B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.792,1,1,0.4232398539897986,1.792,,016,sst_trial_order_2B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.741,1,1,0.6557273599901237,1.741,,016,sst_trial_order_2B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.923,1,1,0.4400124530075118,1.923,,016,sst_trial_order_2B.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.15000000000000002,0.799,1,0,0.42057011800352484,1.878429881996475,,016,sst_trial_order_2B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.836,2,1,0.47185960796196014,1.8359999999999999,,016,sst_trial_order_2B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.789,1,1,0.48849984497064725,1.7890000000000001,,016,sst_trial_order_2B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,1.843,1,1,0.48876433400437236,2.843,,016,sst_trial_order_2B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.839,2,1,0.5375584270223044,1.839,,016,sst_trial_order_2B.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.708,1,1,0.7029102399828844,1.708,,016,sst_trial_order_2B.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,1.161,2,1,0.6889780799974687,2.161,,016,sst_trial_order_2B.csv,R
