trial_type,arrow_1,corrAns,ss_delay,iti_duration,key_response.keys,key_response.corr,key_response.rt,SOA,run_fixation_duration,participant,trial_order,handedness
go,sst_images/Left_Arrow.bmp,1,0.05,0.724,1,1,0.6703935789992101,1.724,,004,sst_trial_order_9A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.842,2,1,0.3939839380036574,1.842,,004,sst_trial_order_9A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.05,0.709,2,1,0.43825344699871494,1.709,,004,sst_trial_order_9A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.1,0.705,,1,[],1.705,,004,sst_trial_order_9A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.937,1,1,0.37598979200265603,1.937,,004,sst_trial_order_9A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.84,1,1,0.42466296900238376,1.8399999999999999,,004,sst_trial_order_9A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.1,0.76,2,1,0.3427976800012402,1.76,,004,sst_trial_order_9A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.1,0.958,1,1,0.37397665299795335,1.958,,004,sst_trial_order_9A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.15000000000000002,1.218,,1,[],2.218,,004,sst_trial_order_9A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.937,2,1,0.3059397750039352,1.937,,004,sst_trial_order_9A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.879,2,1,0.5236237709978013,1.879,,004,sst_trial_order_9A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.95,1,1,0.32886038099968573,1.95,,004,sst_trial_order_9A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,1.48,2,1,0.2909930269961478,2.48,,004,sst_trial_order_9A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,1.302,1,1,0.3745036869950127,2.302,,004,sst_trial_order_9A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.736,1,1,0.452701142996375,1.736,,004,sst_trial_order_9A.csv,R
stop,sst_images/Left_Arrow.bmp,none,0.2,0.721,,1,[],1.7209999999999999,,004,sst_trial_order_9A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.796,1,1,0.4392406650003977,1.796,,004,sst_trial_order_9A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.2,0.817,2,1,0.4198684229995706,1.817,,004,sst_trial_order_9A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.2,0.908,1,1,0.35536158000468276,1.908,,004,sst_trial_order_9A.csv,R
stop,sst_images/Right_Arrow.bmp,none,0.15000000000000002,0.795,2,0,0.4897728139985702,1.8052271860014297,,004,sst_trial_order_9A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.779,1,1,0.37111554000148317,1.779,,004,sst_trial_order_9A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,1.119,2,1,0.33634317299583927,2.1189999999999998,,004,sst_trial_order_9A.csv,R
go,sst_images/Left_Arrow.bmp,1,0.15000000000000002,0.797,1,1,0.320812574995216,1.7970000000000002,,004,sst_trial_order_9A.csv,R
go,sst_images/Right_Arrow.bmp,2,0.15000000000000002,0.856,2,1,0.3061438619988621,1.8559999999999999,,004,sst_trial_order_9A.csv,R
