trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,1,1,0.4707279459980782,go,0.05,0.955,1.955,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,0.3193301270075608,go,0.05,0.925,1.925,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,2,1,0.40317536499060225,go,0.05,0.925,1.925,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,0.31762839399743825,go,0.05,0.865,1.865,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,0.3673889569909079,go,0.05,1.045,2.045,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,,stop,0.1,0.79,1.79,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,0.43716998599120416,go,0.1,0.745,1.745,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,0.3858620859973598,go,0.1,0.82,1.8199999999999998,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,0.33391328300058376,go,0.1,1.09,2.09,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,2,1,0.40415011600998696,go,0.1,0.7,1.7,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,0.3524406530050328,go,0.1,0.76,1.76,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,,stop,0.15000000000000002,0.88,1.8800000000000001,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,2,1,0.45273759300471283,go,0.15000000000000002,0.73,1.73,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,1,1,0.3704549450048944,go,0.15000000000000002,0.91,1.9100000000000001,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,1,1,0.42059052900003735,go,0.15000000000000002,0.955,1.955,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,1,1,0.4036215789965354,go,0.15000000000000002,1.045,2.045,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,2,1,0.3367103810014669,go,0.15000000000000002,1.045,2.045,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,1,1,0.3874149539915379,go,0.15000000000000002,0.985,1.9849999999999999,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,18,18,18,None,1,,stop,0.2,0.76,1.76,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,19,19,19,1,1,0.42101247899699956,go,0.2,0.775,1.775,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,20,20,20,2,1,0.3189848359907046,go,0.2,1.015,2.0149999999999997,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,21,21,21,1,1,0.33653750200755894,go,0.2,0.76,1.76,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,22,22,22,None,1,,stop,0.25,0.985,1.9849999999999999,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,23,23,23,2,1,0.502622860003612,go,0.25,0.715,1.7149999999999999,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,24,24,24,1,1,0.3349965380039066,go,0.25,0.745,1.745,039,Practice,R,,2019_Aug_22_0850,SST,3.0.7,59.951245126631555,
