trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,1,1,0.6031165799940936,go,0.05,0.955,1.955,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,0.4060600239899941,go,0.05,0.925,1.925,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,2,1,0.4883755639893934,go,0.05,0.925,1.925,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,0.40455782099161297,go,0.05,0.865,1.865,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,0.4719656600500457,go,0.05,1.045,2.045,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,,stop,0.1,0.79,1.79,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,0.4213415859849192,go,0.1,0.745,1.745,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,0.42127569497097284,go,0.1,0.82,1.8199999999999998,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,0.36977452895371243,go,0.1,1.09,2.09,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,2,1,0.4516099540051073,go,0.1,0.7,1.7,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,0.36904115503421053,go,0.1,0.76,1.76,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,,stop,0.15000000000000002,0.88,1.8800000000000001,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,2,1,0.4378799609839916,go,0.15000000000000002,0.73,1.73,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,1,1,0.37149474502075464,go,0.15000000000000002,0.91,1.9100000000000001,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,1,1,0.43774663301883265,go,0.15000000000000002,0.955,1.955,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,1,1,0.43369167199125513,go,0.15000000000000002,1.045,2.045,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,2,1,0.3378134850063361,go,0.15000000000000002,1.045,2.045,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,1,1,0.3211870539817028,go,0.15000000000000002,0.985,1.9849999999999999,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,18,18,18,None,1,,stop,0.2,0.76,1.76,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,19,19,19,1,1,0.41948604298522696,go,0.2,0.775,1.775,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,20,20,20,2,1,0.3526438800035976,go,0.2,1.015,2.0149999999999997,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,21,21,21,1,1,0.3839488980011083,go,0.2,0.76,1.76,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,22,22,22,2,0,0.28789425996365026,stop,0.15000000000000002,0.985,2.1971057400363496,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,23,23,23,2,1,0.5380771710188128,go,0.15000000000000002,0.715,1.7149999999999999,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,24,24,24,1,1,0.33656295598484576,go,0.15000000000000002,0.745,1.745,028,Practice,R,2,2019_Sep_01_1310,SST,3.0.7,59.72656093332831,
