trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,924,None,0,0,0,0,11,1,1,0.8025191599881509,go,0.05,0.924,1.924,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Right_Arrow.bmp,None,2,771,None,0,1,1,1,,2,1,0.35505125400959514,go,0.05,0.771,1.771,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,954,None,0,2,2,2,,None,1,,stop,0.1,0.954,1.954,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Right_Arrow.bmp,None,2,902,None,0,3,3,3,,2,1,0.38650452699221205,go,0.1,0.902,1.9020000000000001,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Left_Arrow.bmp,None,1,711,None,0,4,4,4,,1,1,0.35420969600090757,go,0.1,0.711,1.7109999999999999,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,718,None,0,5,5,5,,None,1,,stop,0.15000000000000002,0.718,1.7180000000000002,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Left_Arrow.bmp,None,1,875,None,0,6,6,6,,1,1,0.35313977200712543,go,0.15000000000000002,0.875,1.875,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Right_Arrow.bmp,None,2,798,None,0,7,7,7,,2,1,0.3361628889979329,go,0.15000000000000002,0.798,1.798,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Left_Arrow.bmp,None,1,794,None,0,8,8,8,,1,1,0.3374034400039818,go,0.15000000000000002,0.794,1.794,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,704,None,0,9,9,9,,1,0,0.32032685799640603,stop,0.10000000000000002,0.704,1.833673142003594,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Right_Arrow.bmp,None,2,731,None,0,10,10,10,,2,1,0.5067340069945203,go,0.10000000000000002,0.731,1.7309999999999999,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Right_Arrow.bmp,None,2,715,None,0,11,11,11,,2,1,0.3931744800065644,go,0.10000000000000002,0.715,1.7149999999999999,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,879,None,0,12,12,12,,None,1,,stop,0.15000000000000002,0.879,1.8790000000000002,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Left_Arrow.bmp,None,1,1153,None,0,13,13,13,,1,1,0.3381490029860288,go,0.15000000000000002,1.153,2.153,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Right_Arrow.bmp,None,2,1426,None,0,14,14,14,,2,1,0.37171685200883076,go,0.15000000000000002,1.426,2.426,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Left_Arrow.bmp,None,1,776,None,0,15,15,15,,1,1,0.3715316809975775,go,0.15000000000000002,0.776,1.776,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Left_Arrow.bmp,None,1,757,None,0,16,16,16,,1,1,0.42195687000639737,go,0.15000000000000002,0.757,1.7570000000000001,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Left_Arrow.bmp,None,1,735,None,0,17,17,17,,1,1,0.4205865830008406,go,0.15000000000000002,0.735,1.7349999999999999,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,855,None,0,18,18,18,,2,0,0.40508589599630795,stop,0.10000000000000002,0.855,1.899914104003692,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Right_Arrow.bmp,None,2,787,None,0,19,19,19,,2,1,0.45168935498804785,go,0.10000000000000002,0.787,1.787,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Left_Arrow.bmp,None,1,886,None,0,20,20,20,,1,1,0.5197724280005787,go,0.10000000000000002,0.886,1.8860000000000001,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Left_Arrow.bmp,None,1,872,None,0,21,21,21,,1,1,0.4551275879930472,go,0.10000000000000002,0.872,1.8719999999999999,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,843,None,0,22,22,22,,1,0,0.3196211620088434,stop,0.05000000000000002,0.843,1.9233788379911567,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Right_Arrow.bmp,None,2,717,None,0,23,23,23,,2,1,0.4540136290015653,go,0.05000000000000002,0.717,1.717,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Left_Arrow.bmp,None,1,800,None,0,24,24,24,,1,1,0.47100662800949067,go,0.05000000000000002,0.8,1.8,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
go,sst_images/Right_Arrow.bmp,None,2,836,None,0,25,25,25,,2,1,0.35284912899078336,go,0.05000000000000002,0.836,1.8359999999999999,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1015,None,0,26,26,26,,None,1,,stop,0.10000000000000002,1.015,2.0149999999999997,014,Scanner,R,1,2019_Sep_08_1449,SST,3.0.7,60.11341911183733,
