trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,717,None,0,0,0,0,1,1,1,0.6867970709863584,go,0.05,0.717,1.717,023,Scanner,R,2,2019_Aug_29_0925,SST,3.0.7,24.019470739487232,
go,sst_images/Right_Arrow.bmp,None,2,1024,None,0,1,1,1,,2,1,0.4635178009921219,go,0.05,1.024,2.024,023,Scanner,R,2,2019_Aug_29_0925,SST,3.0.7,24.019470739487232,
go,sst_images/Right_Arrow.bmp,None,2,726,None,0,2,2,2,,2,1,0.6302442410087679,go,0.05,0.726,1.726,023,Scanner,R,2,2019_Aug_29_0925,SST,3.0.7,24.019470739487232,
go,sst_images/Left_Arrow.bmp,None,1,819,None,0,3,3,3,,1,1,0.46135743299964815,go,0.05,0.819,1.819,023,Scanner,R,2,2019_Aug_29_0925,SST,3.0.7,24.019470739487232,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,837,None,0,4,4,4,,None,1,,stop,0.1,0.837,1.837,023,Scanner,R,2,2019_Aug_29_0925,SST,3.0.7,24.019470739487232,
go,sst_images/Left_Arrow.bmp,None,1,908,None,0,5,5,5,,1,1,0.5045497300161514,go,0.1,0.908,1.908,023,Scanner,R,2,2019_Aug_29_0925,SST,3.0.7,24.019470739487232,
go,sst_images/Right_Arrow.bmp,None,2,738,None,0,6,6,6,,2,1,0.5023073109914549,go,0.1,0.738,1.738,023,Scanner,R,2,2019_Aug_29_0925,SST,3.0.7,24.019470739487232,
go,sst_images/Left_Arrow.bmp,None,1,787,None,0,7,7,7,,1,1,0.4607275390007999,go,0.1,0.787,1.787,023,Scanner,R,2,2019_Aug_29_0925,SST,3.0.7,24.019470739487232,
go,sst_images/Right_Arrow.bmp,None,2,708,None,0,8,8,8,,2,1,0.46340314397821203,go,0.1,0.708,1.708,023,Scanner,R,2,2019_Aug_29_0925,SST,3.0.7,24.019470739487232,
go,sst_images/Right_Arrow.bmp,None,2,818,None,0,9,9,9,,2,1,0.7107243430218659,go,0.1,0.818,1.818,023,Scanner,R,2,2019_Aug_29_0925,SST,3.0.7,24.019470739487232,
