trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,trial_t.routineEndVal,ss_delay,iti_duration,SOA,key_response.rt,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,797,None,0,0,0,0,4,None,0,go,0.05,0.797,1.7970000000000002,,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Right_Arrow.bmp,None,2,1239,None,0,1,1,1,,2,1,go,0.05,1.239,2.239,0.5053916019996905,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Right_Arrow.bmp,None,2,824,None,0,2,2,2,,2,1,go,0.05,0.824,1.8239999999999998,0.5842271029996482,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Left_Arrow.bmp,None,1,929,None,0,3,3,3,,1,1,go,0.05,0.929,1.929,0.5249397060006231,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Left_Arrow.bmp,None,1,701,None,0,4,4,4,,1,1,go,0.05,0.701,1.701,0.48708295400047064,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,768,None,0,5,5,5,,None,1,stop,0.1,0.768,1.768,,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Right_Arrow.bmp,None,2,884,None,0,6,6,6,,2,1,go,0.1,0.884,1.884,0.5724848869995185,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Left_Arrow.bmp,None,1,723,None,0,7,7,7,,1,1,go,0.1,0.723,1.7229999999999999,0.5261087279995991,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Right_Arrow.bmp,None,2,872,None,0,8,8,8,,2,1,go,0.1,0.872,1.8719999999999999,0.6089693860003536,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Right_Arrow.bmp,None,2,804,None,0,9,9,9,,1,0,go,0.1,0.804,1.804,0.5060454750000645,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Left_Arrow.bmp,None,1,729,None,0,10,10,10,,1,1,go,0.1,0.729,1.729,0.6199763329996131,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Right_Arrow.bmp,None,2,758,None,0,11,11,11,,2,1,go,0.1,0.758,1.758,0.5929545170001802,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Left_Arrow.bmp,None,1,721,None,0,12,12,12,,1,1,go,0.1,0.721,1.721,0.5741021200001342,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,823,None,0,13,13,13,,None,1,stop,0.15000000000000002,0.823,1.8230000000000002,,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Left_Arrow.bmp,None,1,847,None,0,14,14,14,,1,1,go,0.15000000000000002,0.847,1.847,0.5370123180000519,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Left_Arrow.bmp,None,1,725,None,0,15,15,15,,1,1,go,0.15000000000000002,0.725,1.725,0.5380402330001743,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Right_Arrow.bmp,None,2,865,None,0,16,16,16,,2,1,go,0.15000000000000002,0.865,1.865,0.48977128300066397,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Left_Arrow.bmp,None,1,712,None,0,17,17,17,,1,1,go,0.15000000000000002,0.712,1.712,0.5904478759994163,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,761,None,0,18,18,18,,None,1,stop,0.2,0.761,1.761,,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Left_Arrow.bmp,None,1,838,None,0,19,19,19,,1,1,go,0.2,0.838,1.838,0.5715137400002277,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Right_Arrow.bmp,None,2,859,None,0,20,20,20,,2,1,go,0.2,0.859,1.859,0.7530164699992383,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Left_Arrow.bmp,None,1,754,None,0,21,21,21,,1,1,go,0.2,0.754,1.754,0.5025305530007245,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1182,None,0,22,22,22,,None,1,stop,0.25,1.182,2.182,,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Right_Arrow.bmp,None,2,1008,None,0,23,23,23,,2,1,go,0.25,1.008,2.008,0.6199028569999427,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Left_Arrow.bmp,None,1,948,None,0,24,24,24,,1,1,go,0.25,0.948,1.948,0.6197358159997748,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
go,sst_images/Right_Arrow.bmp,None,2,819,None,0,25,25,25,,2,1,go,0.25,0.819,1.819,0.5397653460004221,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,829,None,0,26,26,26,,None,1,stop,0.3,0.829,1.829,,017,Scanner,R,2,2019_Sep_04_0939,SST,3.0.7,60.163591664261546,
