trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,trial_t.routineEndVal,ss_delay,iti_duration,SOA,key_response.rt,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,None,0,go,0.05,0.955,1.955,,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,go,0.05,0.925,1.925,0.57246778201079,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,2,1,go,0.05,0.925,1.925,0.6220334749668837,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,go,0.05,0.865,1.865,0.5049581140046939,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,go,0.05,1.045,2.045,0.6712526790215634,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,None,1,stop,0.1,0.79,1.79,,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,go,0.1,0.745,1.745,0.5690432019764557,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,go,0.1,0.82,1.8199999999999998,0.4723477570223622,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,go,0.1,1.09,2.09,0.5059473169967532,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,2,1,go,0.1,0.7,1.7,0.5876359759713523,016,Practice,R,2,2019_Sep_03_0925,SST,3.0.7,59.92082709650171,
