trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,924,None,0,0,0,0,11,1,1,0.6886657860013656,go,0.05,0.924,1.924,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Right_Arrow.bmp,None,2,771,None,0,1,1,1,,2,1,0.46113344898913056,go,0.05,0.771,1.771,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,954,None,0,2,2,2,,None,1,,stop,0.1,0.954,1.954,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Right_Arrow.bmp,None,2,902,None,0,3,3,3,,2,1,0.5445822009933181,go,0.1,0.902,1.9020000000000001,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Left_Arrow.bmp,None,1,711,None,0,4,4,4,,1,1,0.5062931290012784,go,0.1,0.711,1.7109999999999999,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,718,None,0,5,5,5,,None,1,,stop,0.15000000000000002,0.718,1.7180000000000002,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Left_Arrow.bmp,None,1,875,None,0,6,6,6,,1,1,0.5457054949947633,go,0.15000000000000002,0.875,1.875,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Right_Arrow.bmp,None,2,798,None,0,7,7,7,,2,1,0.5047706490149722,go,0.15000000000000002,0.798,1.798,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Left_Arrow.bmp,None,1,794,None,0,8,8,8,,1,1,0.5823301229975186,go,0.15000000000000002,0.794,1.794,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,704,None,0,9,9,9,,None,1,,stop,0.2,0.704,1.704,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Right_Arrow.bmp,None,2,731,None,0,10,10,10,,2,1,0.46318169799633324,go,0.2,0.731,1.7309999999999999,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Right_Arrow.bmp,None,2,715,None,0,11,11,11,,2,1,0.5051702479831874,go,0.2,0.715,1.7149999999999999,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,879,None,0,12,12,12,,2,0,0.5152793260058388,stop,0.15000000000000002,0.879,1.8637206739941612,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Left_Arrow.bmp,None,1,1153,None,0,13,13,13,,1,1,0.545461528992746,go,0.15000000000000002,1.153,2.153,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Right_Arrow.bmp,None,2,1426,None,0,14,14,14,,2,1,0.7515156099689193,go,0.15000000000000002,1.426,2.426,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Left_Arrow.bmp,None,1,776,None,0,15,15,15,,1,1,0.629333984979894,go,0.15000000000000002,0.776,1.776,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Left_Arrow.bmp,None,1,757,None,0,16,16,16,,1,1,0.585993311018683,go,0.15000000000000002,0.757,1.7570000000000001,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Left_Arrow.bmp,None,1,735,None,0,17,17,17,,1,1,0.5862524910480715,go,0.15000000000000002,0.735,1.7349999999999999,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,855,None,0,18,18,18,,None,1,,stop,0.2,0.855,1.8549999999999998,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Right_Arrow.bmp,None,2,787,None,0,19,19,19,,2,1,0.545784490997903,go,0.2,0.787,1.787,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Left_Arrow.bmp,None,1,886,None,0,20,20,20,,1,1,0.5862603909918107,go,0.2,0.886,1.8860000000000001,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Left_Arrow.bmp,None,1,872,None,0,21,21,21,,1,1,0.5460621219826862,go,0.2,0.872,1.8719999999999999,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,843,None,0,22,22,22,,None,1,,stop,0.25,0.843,1.843,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Right_Arrow.bmp,None,2,717,None,0,23,23,23,,2,1,0.4622499350225553,go,0.25,0.717,1.717,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Left_Arrow.bmp,None,1,800,None,0,24,24,24,,None,0,,go,0.25,0.8,1.8,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Right_Arrow.bmp,None,2,836,None,0,25,25,25,,2,1,0.49986348301172256,go,0.25,0.836,1.8359999999999999,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1015,None,0,26,26,26,,None,1,,stop,0.3,1.015,2.0149999999999997,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Left_Arrow.bmp,None,1,718,None,0,27,27,27,,1,1,0.6291152309859172,go,0.3,0.718,1.718,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Right_Arrow.bmp,None,2,807,None,0,28,28,28,,2,1,0.5423105509835295,go,0.3,0.807,1.807,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Right_Arrow.bmp,None,2,757,None,0,29,29,29,,2,1,0.5851246980018914,go,0.3,0.757,1.7570000000000001,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
go,sst_images/Left_Arrow.bmp,None,1,974,None,0,30,30,30,,1,1,0.671199823031202,go,0.3,0.974,1.974,026,Scanner,R,1,2019_Aug_30_1218,SST,3.0.7,23.96671493021794,
