trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,888,None,0,0,0,0,9,1,1,0.7185490539995953,go,0.05,0.888,1.888,029,Scanner,R,2,2019_Aug_31_1638,SST,3.0.7,59.80781225889847,
go,sst_images/Right_Arrow.bmp,None,2,728,None,0,1,1,1,,2,1,0.503716109029483,go,0.05,0.728,1.728,029,Scanner,R,2,2019_Aug_31_1638,SST,3.0.7,59.80781225889847,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,714,None,0,2,2,2,,None,1,,stop,0.1,0.714,1.714,029,Scanner,R,2,2019_Aug_31_1638,SST,3.0.7,59.80781225889847,
go,sst_images/Right_Arrow.bmp,None,2,773,None,0,3,3,3,,2,1,0.4689173920196481,go,0.1,0.773,1.7730000000000001,029,Scanner,R,2,2019_Aug_31_1638,SST,3.0.7,59.80781225889847,
go,sst_images/Left_Arrow.bmp,None,1,905,None,0,4,4,4,,1,1,0.3703028129530139,go,0.1,0.905,1.905,029,Scanner,R,2,2019_Aug_31_1638,SST,3.0.7,59.80781225889847,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,714,None,0,5,5,5,,None,1,,stop,0.15000000000000002,0.714,1.7140000000000002,029,Scanner,R,2,2019_Aug_31_1638,SST,3.0.7,59.80781225889847,
go,sst_images/Left_Arrow.bmp,None,1,713,None,0,6,6,6,,1,1,0.40186700300546363,go,0.15000000000000002,0.713,1.713,029,Scanner,R,2,2019_Aug_31_1638,SST,3.0.7,59.80781225889847,
go,sst_images/Right_Arrow.bmp,None,2,752,None,0,7,7,7,,2,1,0.4710788640077226,go,0.15000000000000002,0.752,1.752,029,Scanner,R,2,2019_Aug_31_1638,SST,3.0.7,59.80781225889847,
go,sst_images/Left_Arrow.bmp,None,1,788,None,0,8,8,8,,1,1,0.7017306449706666,go,0.15000000000000002,0.788,1.788,029,Scanner,R,2,2019_Aug_31_1638,SST,3.0.7,59.80781225889847,
go,sst_images/Right_Arrow.bmp,None,2,1024,None,0,9,9,9,,2,1,0.5887624410097487,go,0.15000000000000002,1.024,2.024,029,Scanner,R,2,2019_Aug_31_1638,SST,3.0.7,59.80781225889847,
go,sst_images/Right_Arrow.bmp,None,2,759,None,0,10,10,10,,2,1,0.5683328249724582,go,0.15000000000000002,0.759,1.759,029,Scanner,R,2,2019_Aug_31_1638,SST,3.0.7,59.80781225889847,
go,sst_images/Left_Arrow.bmp,None,1,743,None,0,11,11,11,,1,1,0.5198049549944699,go,0.15000000000000002,0.743,1.7429999999999999,029,Scanner,R,2,2019_Aug_31_1638,SST,3.0.7,59.80781225889847,
go,sst_images/Right_Arrow.bmp,None,2,739,None,0,12,12,12,,2,1,0.5022035189904273,go,0.15000000000000002,0.739,1.7389999999999999,029,Scanner,R,2,2019_Aug_31_1638,SST,3.0.7,59.80781225889847,
go,sst_images/Left_Arrow.bmp,None,1,1076,None,0,13,13,13,,1,1,0.5345540040289052,go,0.15000000000000002,1.076,2.076,029,Scanner,R,2,2019_Aug_31_1638,SST,3.0.7,59.80781225889847,
