trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,0,0,0,1,1,0.7021540220011957,go,0.05,0.955,1.955,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,1,1,1,2,1,0.38806148600997403,go,0.05,0.925,1.925,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Right_Arrow.BMP,None,2,925,None,0,2,2,2,2,1,0.42095368400623556,go,0.05,0.925,1.925,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Left_Arrow.BMP,None,1,865,None,0,3,3,3,1,1,0.3207872360071633,go,0.05,0.865,1.865,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,4,4,4,1,1,0.47056200199585874,go,0.05,1.045,2.045,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,790,None,0,5,5,5,2,0,0.3002861269924324,stop,0.0,0.79,1.8397138730075677,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Right_Arrow.BMP,None,2,745,None,0,6,6,6,2,1,0.4544169629953103,go,0.0,0.745,1.745,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Left_Arrow.BMP,None,1,820,None,0,7,7,7,1,1,0.5195911089977017,go,0.0,0.82,1.8199999999999998,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Right_Arrow.BMP,None,2,1090,None,0,8,8,8,2,1,0.40285561900236644,go,0.0,1.09,2.09,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Right_Arrow.BMP,None,2,700,None,0,9,9,9,1,0,0.3527267669996945,go,0.0,0.7,1.7,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,10,10,10,1,1,0.3864630010066321,go,0.0,0.76,1.76,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,880,None,0,11,11,11,None,1,,stop,0.0,0.88,1.8800000000000001,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Right_Arrow.BMP,None,2,730,None,0,12,12,12,2,1,0.38666098901012447,go,0.0,0.73,1.73,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Left_Arrow.BMP,None,1,910,None,0,13,13,13,1,1,0.386669649000396,go,0.0,0.91,1.9100000000000001,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Left_Arrow.BMP,None,1,955,None,0,14,14,14,1,1,0.36869786299939733,go,0.0,0.955,1.955,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Left_Arrow.BMP,None,1,1045,None,0,15,15,15,1,1,0.6046256669942522,go,0.0,1.045,2.045,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Right_Arrow.BMP,None,2,1045,None,0,16,16,16,2,1,0.4336783420003485,go,0.0,1.045,2.045,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Left_Arrow.BMP,None,1,985,None,0,17,17,17,1,1,0.3370336810039589,go,0.0,0.985,1.9849999999999999,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
stop,sst_images/Left_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,760,None,0,18,18,18,None,1,,stop,0.0,0.76,1.76,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Left_Arrow.BMP,None,1,775,None,0,19,19,19,1,1,0.4179653769970173,go,0.0,0.775,1.775,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Right_Arrow.BMP,None,2,1015,None,0,20,20,20,2,1,0.36938326800009236,go,0.0,1.015,2.0149999999999997,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Left_Arrow.BMP,None,1,760,None,0,21,21,21,1,1,0.4043115650129039,go,0.0,0.76,1.76,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
stop,sst_images/Right_Arrow.BMP,sst_images/Stop_Arrow.BMP,none,985,None,0,22,22,22,None,1,,stop,0.0,0.985,1.985,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Right_Arrow.BMP,None,2,715,None,0,23,23,23,2,1,0.3521611949981889,go,0.0,0.715,1.7149999999999999,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
go,sst_images/Left_Arrow.BMP,None,1,745,3264.0,0,24,24,24,1,1,0.4365053459914634,go,0.0,0.745,1.745,011,Practice,L,2,2019_Sep_07_1518,SST,3.0.7,60.18493349951323,
