TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
4,1,0.2632483639754355,,035,1,2
1,0,[],,035,1,2
3,1,0.2970334520214237,,035,1,2
4,1,0.30181417503627017,,035,1,2
1,1,0.27952367399120703,,035,1,2
4,1,0.27792191895423457,,035,1,2
3,0,[],,035,1,2
2,1,0.255328722007107,,035,1,2
3,0,[],,035,1,2
2,1,0.25463852199027315,,035,1,2
3,0,[],,035,1,2
2,0,[],,035,1,2
5,0,[],,035,1,2
2,0,[],,035,1,2
3,0,[],,035,1,2
4,0,[],,035,1,2
5,0,[],,035,1,2
2,1,0.2662091559614055,,035,1,2
4,1,0.23786650900729,,035,1,2
3,0,[],,035,1,2
4,1,0.2376297209993936,,035,1,2
5,1,0.2548188809887506,,035,1,2
2,1,0.24989435099996626,,035,1,2
5,1,0.26285350101534277,,035,1,2
5,0,[],,035,1,2
4,1,0.23202149098506197,,035,1,2
2,0,[],,035,1,2
1,0,[],,035,1,2
1,0,[],,035,1,2
5,0,[],,035,1,2
2,1,0.23419213999295607,,035,1,2
5,1,0.24389822501689196,,035,1,2
3,1,0.26053358596982434,,035,1,2
1,1,0.23204835900105536,,035,1,2
4,1,0.2461965280235745,,035,1,2
1,1,0.2497185209649615,,035,1,2
4,1,0.23418773902812973,,035,1,2
2,0,[],,035,1,2
5,0,[],,035,1,2
1,0,[],,035,1,2
3,0,[],,035,1,2
1,1,0.2405561930499971,,035,1,2
5,1,0.27112884301459417,,035,1,2
3,0,[],,035,1,2
5,1,0.24075675097992644,,035,1,2
4,1,0.2977026469889097,,035,1,2
3,1,0.2958128320169635,,035,1,2
1,1,0.28762916900450364,,035,1,2
1,1,0.2309131110087037,,035,1,2
2,1,0.2565322740119882,,035,1,2
