Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
Triangle,2000,0,0,0,0,TimeVersion9.csv,36.564290266999706,None,2000,38.58933283999977,None,None,38.58933283999977,None,1.6,1,40.629930236999826,None,1,1,0.31583674300054554,40.629930236999826,None,You did not win or lose anything!,0,3,0,0.39999999999999997,100.0,0.31583674300054554,[],0,0,3,None,0.31583674300054554,,,,017,Scanner,2,2019_Sep_04_0955,MID,3.1.5,60.0053758814761,
Triangle,1500,0,1,1,1,,42.6888127000002,None,1500,44.71422957699997,None,None,44.71422957699997,None,1.6,2,46.25593471100001,None,1,1,0.32196335200023896,46.25593471100001,None,You did not win or lose anything!,0,3,0,0.39999999999999997,100.0,0.31890004750039225,[],0,0,3,None,0.32196335200023896,,,,017,Scanner,2,2019_Sep_04_0955,MID,3.1.5,60.0053758814761,
LgPun,2500,0,2,2,2,,48.289347398000245,None,2500,50.32405420699979,None,None,50.32405420699979,None,1.6,3,52.85737992099985,None,1,1,0.3425010339997243,52.85737992099985,None,You did not lose $5.00!,0,4,1,0.39999999999999997,100.0,0.3267670430001696,[1],0,0,3,None,0.3425010339997243,,,,017,Scanner,2,2019_Sep_04_0955,MID,3.1.5,60.0053758814761,
Triangle,1500,0,3,3,3,,54.90676849400006,None,1500,56.93210495400035,None,None,56.93210495400035,None,1.6,4,58.47348649600008,None,1,1,0.2594172439994509,58.47348649600008,None,You did not win or lose anything!,0,3,1,0.39999999999999997,100.0,0.3099295932499899,[1],0,0,3,None,0.2594172439994509,,,,017,Scanner,2,2019_Sep_04_0955,MID,3.1.5,60.0053758814761,
LgReward,1500,0,4,4,4,,60.51719041300021,None,1500,62.54959151500043,None,None,62.54959151500043,None,1.6,5,64.09985603899986,None,1,1,0.2860418630007189,64.09985603899986,None,You won $5.00!,5,1,2,0.39999999999999997,100.0,0.3051520472001357,"[1, 1]",0,0,3,None,0.2860418630007189,,,,017,Scanner,2,2019_Sep_04_0955,MID,3.1.5,60.0053758814761,
SmallPun,1500,0,5,5,5,,66.14106621199971,None,1500,68.16666316999999,None,None,68.16666316999999,None,1.6,6,69.7081435,None,1,1,0.29176339199966606,69.7081435,None,You did not lose $0.20!,5,5,3,0.35,100.0,0.3029206046667241,[],100.0,3,3,None,0.29176339199966606,Adjusting RT...,,,017,Scanner,2,2019_Sep_04_0955,MID,3.1.5,60.0053758814761,
LgPun,4000,0,6,6,6,,71.74143579700012,None,4000,73.76724694200038,None,None,73.76724694200038,None,1.65,7,77.80152958400049,None,None,0,,77.80152958400049,None,You lost $5.00!,0,4,4,0.35,85.71428571428571,0.3029206046667241,[0],100.0,3,3,1,0.46842099999921627,,0.11842099999921629,,017,Scanner,2,2019_Sep_04_0955,MID,3.1.5,60.0053758814761,
Triangle,3500,0,7,7,7,,79.8420104630004,None,3500,81.86814904000039,None,None,81.86814904000039,None,1.65,8,85.40365980699971,None,1,1,0.3211108300001797,85.40365980699971,None,You did not win or lose anything!,0,3,4,0.35,87.5,0.3055192082857892,[0],100.0,3,3,None,0.3211108300001797,,,,017,Scanner,2,2019_Sep_04_0955,MID,3.1.5,60.0053758814761,
SmallReward,2500,0,8,8,8,,87.46007688400005,None,2500,89.48699590599972,None,None,89.48699590599972,None,1.65,9,92.03660990299977,None,1,1,0.2551841100003003,92.03660990299977,None,You won $0.20!,0.2,2,5,0.35,88.88888888888889,0.2992273210001031,"[0, 1]",100.0,3,3,None,0.2551841100003003,,,,017,Scanner,2,2019_Sep_04_0955,MID,3.1.5,60.0053758814761,
LgPun,2000,0,9,9,9,,94.0767896590005,None,2000,96.10369805899973,None,None,96.10369805899973,None,1.65,10,98.13849389300049,None,1,1,0.2632576030000564,98.13849389300049,None,You did not lose $5.00!,0.2,4,6,0.31999999999999995,90.0,0.2952306856667646,[],83.33333333333333,6,3,None,0.2632576030000564,Adjusting RT...,,,017,Scanner,2,2019_Sep_04_0955,MID,3.1.5,60.0053758814761,
SmallPun,1500,0,10,10,10,,100.17660749100014,None,1500,102.20463145299982,None,None,102.20463145299982,None,1.6800000000000002,11,103.73849254200013,None,1,1,0.2732799599998543,103.73849254200013,None,You did not lose $0.20!,0.2,5,7,0.31999999999999995,90.9090909090909,0.29303561310007353,[1],83.33333333333333,6,3,None,0.2732799599998543,,,,017,Scanner,2,2019_Sep_04_0955,MID,3.1.5,60.0053758814761,
