TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
1,1,0.2922068710322492,,018,1,10
1,1,0.30313415301498026,,018,1,10
2,1,0.3150618340005167,,018,1,10
2,1,0.25544117600657046,,018,1,10
1,0,[],,018,1,10
3,1,0.2861815459909849,,018,1,10
5,1,0.3197293250123039,,018,1,10
4,0,[],,018,1,10
1,1,0.2720494369859807,,018,1,10
4,1,0.2871790010249242,,018,1,10
3,1,0.27390627801651135,,018,1,10
5,1,0.3147108930279501,,018,1,10
5,0,[],,018,1,10
4,1,0.27102609898429364,,018,1,10
2,0,[],,018,1,10
5,1,0.23734778905054554,,018,1,10
4,1,0.2891783689847216,,018,1,10
1,0,[],,018,1,10
3,0,[],,018,1,10
5,1,0.26176361297257245,,018,1,10
3,0,[],,018,1,10
2,1,0.23772579000797123,,018,1,10
3,0,[],,018,1,10
2,0,[],,018,1,10
1,0,[],,018,1,10
3,1,0.24555660702753812,,018,1,10
2,1,0.23082348698517308,,018,1,10
5,1,0.27127730095526204,,018,1,10
5,1,0.2708478330168873,,018,1,10
3,0,[],,018,1,10
2,0,[],,018,1,10
2,1,0.28468948299996555,,018,1,10
1,1,0.27243011101381853,,018,1,10
1,0,[],,018,1,10
5,1,0.21146304899593815,,018,1,10
5,1,0.262328777986113,,018,1,10
2,1,0.2539656839799136,,018,1,10
5,1,0.2674557180143893,,018,1,10
4,1,0.2724434499978088,,018,1,10
3,0,[],,018,1,10
3,1,0.26982787100132555,,018,1,10
4,1,0.24673011299455538,,018,1,10
4,0,[],,018,1,10
3,0,[],,018,1,10
2,0,[],,018,1,10
1,1,0.22745808894978836,,018,1,10
1,0,[],,018,1,10
4,0,[],,018,1,10
4,0,[],,018,1,10
4,0,[],,018,1,10
