trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,cue,probe,condition,jitter,fixationResp.keys,jitterTarget,feedbackDur,rt_list,probeResp.keys,probeResp.corr,probeResp.rt,participant,session,PracticeRT,date,expName,psychopyVersion,frameRate,
,,,,,,,1.501,None,0.352,1.6480000000000001,[],space,1,0.25380403897725046,,,,,,,,
