TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,040,2,practice
1,0,[],,040,2,practice
5,0,[],,040,2,practice
4,0,[],,040,2,practice
3,0,[],,040,2,practice
1,1,0.29796834899752866,,040,2,practice
5,0,[],,040,2,practice
2,1,0.3282209960016189,,040,2,practice
3,0,[],,040,2,practice
1,1,0.023404701001709327,,040,2,practice
4,1,0.29107285001373384,,040,2,practice
5,0,[],,040,2,practice
2,0,[],,040,2,practice
4,1,0.31728205700346734,,040,2,practice
3,0,[],,040,2,practice
