Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.rt,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,OverallRT,AdjRTmsg,feedback_resp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallPun,1500,0,0,0,0,TimeVersion12.csv,42.79324167902814,None,1500,44.82730285899015,None,None,44.82730285899015,None,1.71,1,46.364531864994206,None,1,1,0.25268573203356937,46.364531864994206,None,You did not lose $0.20!,0,5,1,0.2899999999999999,100.0,0.25268573203356937,[1],0,0,3,None,0.25268573203356937,,,,025,Scanner,2,2019_Sep_02_0949,MID,3.1.5,59.97969158762158,
LgPun,3500,0,1,1,1,,48.42692006501602,None,3500,50.461113600002136,None,None,50.461113600002136,None,1.71,2,53.99471411900595,None,1,1,0.21541642700321972,53.99471411900595,None,You did not lose $5.00!,0,4,2,0.2899999999999999,100.0,0.23405107951839454,"[1, 1]",0,0,3,None,0.21541642700321972,,,,025,Scanner,2,2019_Sep_02_0949,MID,3.1.5,59.97969158762158,
Triangle,2500,0,2,2,2,,56.04564745299285,None,2500,58.0789130749763,None,None,58.0789130749763,None,1.71,3,60.611796453013085,None,None,0,,60.611796453013085,None,You did not win or lose anything!,0,3,2,0.2899999999999999,66.66666666666666,0.23405107951839454,"[1, 1]",0,0,3,None,0.21541642700321972,,,,025,Scanner,2,2019_Sep_02_0949,MID,3.1.5,59.97969158762158,
LgPun,3000,0,3,3,3,,62.6484860550263,None,3000,64.68019116099458,None,None,64.68019116099458,None,1.71,4,67.71351452701492,None,None,0,,67.71351452701492,None,You lost $5.00!,-5,4,3,0.2699999999999999,50.0,0.23405107951839454,[],66.66666666666666,3,3,None,0.21541642700321972,Adjusting RT...,,,025,Scanner,2,2019_Sep_02_0949,MID,3.1.5,59.97969158762158,
SmallReward,4000,0,4,4,4,,69.76403526199283,None,4000,71.79658532497706,None,None,71.79658532497706,None,1.73,5,75.83082379598636,None,None,0,,75.83082379598636,None,You did not win $0.20!,-5,2,4,0.2699999999999999,40.0,0.23405107951839454,[0],66.66666666666666,3,3,1,0.27046938797458997,,0.0004693879745900631,,025,Scanner,2,2019_Sep_02_0949,MID,3.1.5,59.97969158762158,
LgReward,1500,0,5,5,5,,77.88118434802163,None,1500,79.91555308998795,None,None,79.91555308998795,None,1.73,6,81.46536425600061,None,None,0,,81.46536425600061,None,You did not win $5.00!,-5,1,5,0.2699999999999999,33.33333333333333,0.23405107951839454,"[0, 0]",66.66666666666666,3,3,None,0.27046938797458997,,,,025,Scanner,2,2019_Sep_02_0949,MID,3.1.5,59.97969158762158,
SmallPun,4000,0,6,6,6,,83.49957176699536,None,4000,85.53282670298358,None,None,85.53282670298358,None,1.73,7,89.56646870198892,None,None,0,,89.56646870198892,None,You lost $0.20!,-5.2,5,6,0.3099999999999999,28.57142857142857,0.23405107951839454,[],33.33333333333333,6,3,None,0.27046938797458997,Adjusting RT...,,,025,Scanner,2,2019_Sep_02_0949,MID,3.1.5,59.97969158762158,
SmallReward,2000,0,7,7,7,,91.60010649100877,None,2000,93.63389771099901,None,None,93.63389771099901,None,1.6900000000000002,8,95.68433464202099,None,1,1,0.24086216202704236,95.68433464202099,None,You won $0.20!,-5.0,2,7,0.3099999999999999,37.5,0.23632144035461047,[1],33.33333333333333,6,3,None,0.24086216202704236,,,,025,Scanner,2,2019_Sep_02_0949,MID,3.1.5,59.97969158762158,
SmallPun,1500,0,8,8,8,,97.71674625598826,None,1500,99.75186563597526,None,None,99.75186563597526,None,1.6900000000000002,9,101.28476810298162,None,1,1,0.26340859895572066,101.28476810298162,None,You did not lose $0.20!,-5.0,5,8,0.3099999999999999,44.44444444444444,0.24309323000488803,"[1, 1]",33.33333333333333,6,3,None,0.26340859895572066,,,,025,Scanner,2,2019_Sep_02_0949,MID,3.1.5,59.97969158762158,
SmallPun,3000,0,9,9,9,,103.33479675801937,None,3000,105.36901993001811,None,None,105.36901993001811,None,1.6900000000000002,10,108.40173536300426,None,None,0,,108.40173536300426,None,You lost $0.20!,-5.2,5,9,0.34999999999999987,40.0,0.24309323000488803,[],33.33333333333333,9,3,None,0.26340859895572066,Adjusting RT...,,,025,Scanner,2,2019_Sep_02_0949,MID,3.1.5,59.97969158762158,
