TrialType,probeResp.keys,probeResp.corr,probeResp.rt,participant,run,trial_order
2,0,[],,003,2,practice
1,0,[],,003,2,practice
5,1,0.27037093800026923,,003,2,practice
4,1,0.27854748599929735,,003,2,practice
3,1,0.3119412480009487,,003,2,practice
1,1,0.26712612000119407,,003,2,practice
5,1,0.2967788250025478,,003,2,practice
2,1,0.26936474200192606,,003,2,practice
3,1,0.2674678629991831,,003,2,practice
1,1,0.2631220939947525,,003,2,practice
4,1,0.2853458600002341,,003,2,practice
5,1,0.2820692399982363,,003,2,practice
2,1,0.26721286000247346,,003,2,practice
4,0,[],,003,2,practice
3,0,[],,003,2,practice
