trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Condition,FixationDur,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.rt,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
,,,,,2.0,TimeVersion5.csv,21.409198972018203,None,2.0,23.426253798010293,None,1,1.8740207819791976,23.426253798010293,None,1.68,1,25.42617333601811,None,None,0,25.42617333601811,None,You lost $0.20!,-0.2,5,1,0.32,0.0,nan,[0],0,0,3,None,,,,,,,,
