Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,probeResp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
SmallPun,1500,0,0,0,0,TimeVersion11.csv,30.42980054600048,None,1500,32.449491217004834,None,None,32.449491217004834,None,1.57,1,33.95392777300731,None,None,0,33.95392777300731,None,You lost $0.20!,-0.2,5,1,0.42999999999999994,0.0,nan,[0],0,0,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgPun,1500,0,1,1,1,,35.888561150000896,None,1500,37.901173260004725,None,None,37.901173260004725,None,1.57,2,39.40753010399931,None,1,1,39.40753010399931,None,You did not lose $5.00!,-0.2,4,2,0.42999999999999994,50.0,0.30884155099920463,"[0, 1]",0,0,3,0.30884155099920463,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
Triangle,3500,0,2,2,2,,41.34701446599502,None,3500,43.36786235999898,None,None,43.36786235999898,None,1.57,3,46.868128859001445,None,None,0,46.868128859001445,None,You did not win or lose anything!,-0.2,3,2,0.42999999999999994,33.33333333333333,0.30884155099920463,"[0, 1]",0,0,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
Triangle,1500,0,3,3,3,,48.80549129900464,None,1500,50.819346807998954,None,None,50.819346807998954,None,1.57,4,52.32480853100424,None,None,0,52.32480853100424,None,You did not win or lose anything!,-0.2,3,2,0.42999999999999994,25.0,0.30884155099920463,"[0, 1]",0,0,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgReward,3500,0,4,4,4,,54.262848526006564,None,3500,56.27245874599612,None,None,56.27245874599612,None,1.57,5,59.79282723000506,None,None,0,59.79282723000506,None,You did not win $5.00!,-0.2,1,3,0.4699999999999999,20.0,0.30884155099920463,[],33.33333333333333,3,3,,Adjusting RT...,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallReward,3000,0,5,5,5,,61.722596617997624,None,3000,63.736916306996136,None,None,63.736916306996136,None,1.53,6,66.75215502000356,None,None,0,66.75215502000356,None,You did not win $0.20!,-0.2,2,4,0.4699999999999999,16.666666666666664,0.30884155099920463,[0],33.33333333333333,3,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallPun,1500,0,6,6,6,,68.68134935300623,None,1500,70.69013755100605,None,None,70.69013755100605,None,1.53,7,72.19791722900118,None,1,1,72.19791722900118,None,You did not lose $0.20!,-0.2,5,5,0.4699999999999999,28.57142857142857,0.3131275160048972,"[0, 1]",33.33333333333333,3,3,0.31741348101058975,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallReward,1500,0,7,7,7,,74.13966402299411,None,1500,76.15573126799427,None,None,76.15573126799427,None,1.53,8,77.67264203999366,None,1,1,77.67264203999366,None,You won $0.20!,0.0,2,6,0.48999999999999994,37.5,0.30900892399949953,[],49.99999999999999,6,3,0.3007717399887042,Adjusting RT...,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgReward,3000,0,8,8,8,,79.6402809650026,None,3000,81.65598694499931,None,None,81.65598694499931,None,1.51,9,84.67210871199495,None,1,1,84.67210871199495,None,You won $5.00!,5.0,1,7,0.48999999999999994,44.44444444444444,0.31232054925203556,[1],49.99999999999999,6,3,0.32225542500964366,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgPun,1500,0,9,9,9,,86.64059936799458,None,1500,88.64609224599553,None,None,88.64609224599553,None,1.51,10,90.1583729020058,None,1,1,90.1583729020058,None,You did not lose $5.00!,5.0,4,8,0.48999999999999994,50.0,0.31244224300025963,"[1, 1]",49.99999999999999,6,3,0.31292901799315587,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallReward,2000,0,10,10,10,,92.14061007399869,None,2000,94.15798678300052,None,None,94.15798678300052,None,1.51,11,96.17506283099647,None,1,1,96.17506283099647,None,You won $0.20!,5.2,2,9,0.45999999999999996,54.54545454545454,0.31258504683258553,[],83.33333333333333,9,3,0.3132990659942152,Adjusting RT...,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgReward,2000,0,11,11,11,,98.14092544600135,None,2000,100.1589771459985,None,None,100.1589771459985,None,1.54,12,102.17486731799727,None,1,1,102.17486731799727,None,You won $5.00!,10.2,1,10,0.45999999999999996,58.333333333333336,0.31170018514135983,[1],83.33333333333333,9,3,0.3063910149940057,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
Triangle,2500,0,12,12,12,,104.14115968100668,None,2500,106.15895154500322,None,None,106.15895154500322,None,1.54,13,108.65935784799512,None,1,1,108.65935784799512,None,You did not win or lose anything!,10.2,3,10,0.45999999999999996,61.53846153846154,0.3063546737485012,[1],83.33333333333333,9,3,0.26893609399849083,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgReward,1500,0,13,13,13,,110.64135494700167,None,1500,112.65994438700727,None,None,112.65994438700727,None,1.54,14,114.17675902000337,None,1,1,114.17675902000337,None,You won $5.00!,15.2,1,11,0.45999999999999996,64.28571428571429,0.3063816156645771,"[1, 1]",83.33333333333333,9,3,0.3065971509931842,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgPun,2500,0,14,14,14,,116.14190295500157,None,2500,118.16078788599407,None,None,118.16078788599407,None,1.54,15,120.66147082399402,None,1,1,120.66147082399402,None,You did not lose $5.00!,15.2,4,12,0.41,66.66666666666666,0.30411998099880294,[],100.0,12,3,0.2837652690068353,Adjusting RT...,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallReward,1500,0,15,15,15,,122.64148634299636,None,1500,124.6615825540066,None,None,124.6615825540066,None,1.59,16,126.17788005100738,None,None,0,126.17788005100738,None,You did not win $0.20!,15.2,2,13,0.41,62.5,0.30411998099880294,[0],100.0,12,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgReward,1500,0,16,16,16,,128.1423956869985,None,1500,130.16312070300046,None,None,130.16312070300046,None,1.59,17,131.67836708300456,None,1,1,131.67836708300456,None,You won $5.00!,20.2,1,14,0.41,64.70588235294117,0.30328921936267184,"[0, 1]",100.0,12,3,0.2949816030013608,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallPun,3500,0,17,17,17,,133.64230228999804,None,3500,135.6634512150049,None,None,135.6634512150049,None,1.59,18,139.16378005599836,None,1,1,139.16378005599836,None,You did not lose $0.20!,20.2,5,15,0.38,66.66666666666666,0.30389618799866486,[],83.33333333333333,15,3,0.3105728429945884,Adjusting RT...,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgPun,1500,0,18,18,18,,141.14294960499683,None,1500,143.14971618399431,None,None,143.14971618399431,None,1.62,19,144.66416074399604,None,None,0,144.66416074399604,None,You lost $5.00!,15.2,4,16,0.38,63.1578947368421,0.30389618799866486,[0],83.33333333333333,15,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgPun,3500,0,19,19,19,,146.64255596899602,None,3500,148.64915728999767,None,None,148.64915728999767,None,1.62,20,152.16510972099786,None,None,0,152.16510972099786,None,You lost $5.00!,10.2,4,17,0.38,60.0,0.30389618799866486,"[0, 0]",83.33333333333333,15,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallReward,2500,0,20,20,20,,154.14328257000307,None,2500,156.15103719300532,None,None,156.15103719300532,None,1.62,21,158.66840498200327,None,None,0,158.66840498200327,None,You did not win $0.20!,10.2,2,18,0.42,57.14285714285714,0.30389618799866486,[],33.33333333333333,18,3,,Adjusting RT...,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgPun,2000,0,21,21,21,,160.64391028000682,None,2000,162.64854495800682,None,None,162.64854495800682,None,1.58,22,164.6672338329954,None,None,0,164.6672338329954,None,You lost $5.00!,5.199999999999999,4,19,0.42,54.54545454545454,0.30389618799866486,[0],33.33333333333333,18,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
Triangle,2000,0,22,22,22,,166.64296554599423,None,2000,168.65158344700467,None,None,168.65158344700467,None,1.58,23,170.66726757300785,None,None,0,170.66726757300785,None,You did not win or lose anything!,5.199999999999999,3,19,0.42,52.17391304347826,0.30389618799866486,[0],33.33333333333333,18,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgPun,4000,0,23,23,23,,172.64425990000018,None,4000,174.652357398998,None,None,174.652357398998,None,1.58,24,178.66858166600286,None,None,0,178.66858166600286,None,You lost $5.00!,0.1999999999999993,4,20,0.42,50.0,0.30389618799866486,"[0, 0]",33.33333333333333,18,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgPun,2000,0,24,24,24,,180.64445651200367,None,2000,182.65284276299644,None,None,182.65284276299644,None,1.58,25,184.66906254000787,None,1,1,184.66906254000787,None,You did not lose $5.00!,0.1999999999999993,4,21,0.47,52.0,0.30377138607526344,[],16.666666666666664,21,3,0.30227376299444586,Adjusting RT...,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallPun,1500,0,25,25,25,,186.64457614600542,None,1500,188.6704173229955,None,None,188.6704173229955,None,1.53,26,190.17035723400477,None,1,1,190.17035723400477,None,You did not lose $0.20!,0.1999999999999993,5,22,0.47,53.84615384615385,0.30506967521276757,[1],16.666666666666664,21,3,0.32194743400032166,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
