Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,probeResp.rt,AdjRTmsg,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
LgPun,3000,0,26,26,26,,192.14501892600674,None,3000,194.15462997599388,None,1,194.15462997599388,None,1.53,27,197.1706030110072,None,1,1,197.1706030110072,None,You did not lose $5.00!,0.1999999999999993,4,23,0.47,55.55555555555556,0.30691566699921774,"[1, 1]",16.666666666666664,21,3,0.3327595520095201,,0.3977419959992403,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgReward,2000,0,27,27,27,,199.14545431299484,None,2000,201.15510369600088,None,None,201.15510369600088,None,1.53,28,203.1749205160013,None,1,1,203.1749205160013,None,You won $5.00!,5.199999999999999,1,24,0.44999999999999996,57.14285714285714,0.3088236746871189,[],66.66666666666666,24,3,0.3374437900056364,Adjusting RT...,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
Triangle,1500,0,28,28,28,,205.10421498400683,None,1500,207.12298088500393,None,None,207.12298088500393,None,1.55,29,208.6225377350056,None,None,0,208.6225377350056,None,You did not win or lose anything!,5.199999999999999,3,24,0.44999999999999996,55.172413793103445,0.3088236746871189,[],66.66666666666666,24,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
Triangle,2000,0,29,29,29,,210.60466802300652,None,2000,212.60930065999855,None,None,212.60930065999855,None,1.55,30,214.62351460699574,None,1,1,214.62351460699574,None,You did not win or lose anything!,5.199999999999999,3,24,0.44999999999999996,56.666666666666664,0.30929417723553554,[],66.66666666666666,24,3,0.31682221801020205,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallReward,4000,0,30,30,30,,216.60464484599652,None,4000,218.6243367260031,None,None,218.6243367260031,None,1.55,31,222.6409859060077,None,1,1,222.6409859060077,None,You won $0.20!,5.3999999999999995,2,25,0.44999999999999996,58.06451612903226,0.3102986899442233,[1],66.66666666666666,24,3,0.3273754059919156,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
Triangle,4000,0,31,31,31,,224.6049764299969,None,4000,226.60777185100596,None,None,226.60777185100596,None,1.55,32,230.62613359099487,None,None,0,230.62613359099487,None,You did not win or lose anything!,5.3999999999999995,3,25,0.44999999999999996,56.25,0.3102986899442233,[1],66.66666666666666,24,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallReward,3500,0,32,32,32,,232.60578586699557,None,3500,234.61292983300518,None,None,234.61292983300518,None,1.55,33,238.14290310899378,None,1,1,238.14290310899378,None,You won $0.20!,5.6,2,26,0.44999999999999996,57.57575757575758,0.3101490008419588,"[1, 1]",66.66666666666666,24,3,0.3074545970011968,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
Triangle,1500,0,33,33,33,,240.1047475939995,None,1500,242.12734634699882,None,None,242.12734634699882,None,1.55,34,243.6268836780073,None,None,0,243.6268836780073,None,You did not win or lose anything!,5.6,3,26,0.44999999999999996,55.88235294117647,0.3101490008419588,"[1, 1]",66.66666666666666,24,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallReward,1500,0,34,34,34,,245.60547501100518,None,1500,247.61373339299462,None,None,247.61373339299462,None,1.55,35,249.1298226719955,None,None,0,249.1298226719955,None,You did not win $0.20!,5.6,2,27,0.41999999999999993,54.285714285714285,0.3101490008419588,[],83.33333333333333,27,3,,Adjusting RT...,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallPun,4000,0,35,35,35,,251.10582469200017,None,4000,253.1148304889939,None,None,253.1148304889939,None,1.58,36,257.12890910000715,None,None,0,257.12890910000715,None,You lost $0.20!,5.3999999999999995,5,28,0.41999999999999993,52.77777777777778,0.3101490008419588,[0],83.33333333333333,27,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
Triangle,1500,0,36,36,36,,259.1060434670071,None,1500,261.1147407529934,None,None,261.1147407529934,None,1.58,37,262.6304014060006,None,None,0,262.6304014060006,None,You did not win or lose anything!,5.3999999999999995,3,28,0.41999999999999993,51.35135135135135,0.3101490008419588,[0],83.33333333333333,27,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallPun,2000,0,37,37,37,,264.60705762800353,None,2000,266.61436986700573,None,None,266.61436986700573,None,1.58,38,268.63010225299513,None,None,0,268.63010225299513,None,You lost $0.20!,5.199999999999999,5,29,0.41999999999999993,50.0,0.3101490008419588,"[0, 0]",83.33333333333333,27,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgReward,2500,0,38,38,38,,270.6061329420045,None,2500,272.614783676996,None,None,272.614783676996,None,1.58,39,275.13700137300475,None,1,1,275.13700137300475,None,You won $5.00!,10.2,1,30,0.43999999999999995,51.28205128205128,0.2941886523498397,[],49.99999999999999,30,3,-0.009057969000423327,Adjusting RT...,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgReward,1500,0,39,39,39,,277.11017723400437,None,1500,279.11607681799796,None,None,279.11607681799796,None,1.56,40,280.63744804399903,None,None,0,280.63744804399903,None,You did not win $5.00!,10.2,1,31,0.43999999999999995,50.0,0.2941886523498397,[0],49.99999999999999,30,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgPun,1500,0,40,40,40,,282.56621090999397,None,1500,284.58254013900296,None,None,284.58254013900296,None,1.56,41,286.08320607600035,None,None,0,286.08320607600035,None,You lost $5.00!,5.199999999999999,4,32,0.43999999999999995,48.78048780487805,0.2941886523498397,"[0, 0]",49.99999999999999,30,3,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallPun,2000,0,41,41,41,,288.0244622570026,None,2000,290.0337980979966,None,None,290.0337980979966,None,1.56,42,292.0423586160032,None,1,1,292.0423586160032,None,You did not lose $0.20!,5.199999999999999,5,33,0.4799999999999999,50.0,0.29379465095241486,[],33.33333333333333,33,3,0.2859146230039187,Adjusting RT...,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgReward,1500,0,42,42,42,,293.9853851299995,None,1500,296.0006451990048,None,None,296.0006451990048,None,1.52,43,297.51791130099446,None,1,1,297.51791130099446,None,You won $5.00!,10.2,1,34,0.4799999999999999,51.162790697674424,0.29354597409110283,[1],33.33333333333333,33,3,0.28832376000355,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallPun,1500,0,43,43,43,,299.44171747200016,None,1500,301.45087485399563,None,None,301.45087485399563,None,1.52,44,302.95983702399826,None,1,1,302.95983702399826,None,You did not lose $0.20!,10.2,5,35,0.4799999999999999,52.27272727272727,0.29436396413012,"[1, 1]",33.33333333333333,33,3,0.3123597449884983,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallReward,1500,0,44,44,44,,304.9002438650059,None,1500,306.9190957319952,None,None,306.9190957319952,None,1.52,45,308.4358214469976,None,1,1,308.4358214469976,None,You won $0.20!,10.399999999999999,2,36,0.4599999999999999,53.333333333333336,0.29495408729174716,[],66.66666666666666,36,3,0.3085269200091716,Adjusting RT...,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
LgReward,4000,0,45,45,45,,310.3605273800058,None,4000,312.3693725990015,None,None,312.3693725990015,None,1.54,46,316.38920786800736,None,1,1,316.38920786800736,None,You won $5.00!,15.399999999999999,1,37,0.4599999999999999,54.347826086956516,0.29447765740042087,[1],66.66666666666666,36,3,0.28304334000858944,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
Triangle,3000,0,46,46,46,,318.35854704800295,None,3000,320.3704405699973,None,None,320.3704405699973,None,1.54,47,323.376328651997,None,1,1,323.376328651997,None,You did not win or lose anything!,15.399999999999999,3,37,0.4599999999999999,55.319148936170215,0.29384479723096146,[1],66.66666666666666,36,3,0.2780232929944759,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallPun,3000,0,47,47,47,,325.359853240996,None,3000,327.37161757200374,None,None,327.37161757200374,None,1.54,48,330.37727389100473,None,1,1,330.37727389100473,None,You did not lose $0.20!,15.399999999999999,5,38,0.4599999999999999,56.25,0.2940386950369295,"[1, 1]",66.66666666666666,36,3,0.29908003799209837,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallPun,2500,0,48,48,48,,332.3599867550074,None,2500,334.37278036899806,None,None,334.37278036899806,None,1.54,49,336.8782177219982,None,1,1,336.8782177219982,None,You did not lose $0.20!,15.399999999999999,5,39,0.4099999999999999,57.14285714285714,0.2940748244644575,[],100.0,39,3,0.2950503190077143,Adjusting RT...,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
SmallReward,2000,0,49,49,49,,338.8602805749979,None,2000,340.87374113300757,None,None,340.87374113300757,None,1.59,50,342.89092860900564,None,1,1,342.89092860900564,None,You won $0.20!,15.599999999999998,2,40,0.4099999999999999,57.99999999999999,0.2944277444486065,[1],100.0,39,3,0.3043095040047774,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Scanner,1,2019_Aug_22_1135,MID,3.1.5,23.99271982185899,
