Condition,FixationDur,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,TrialOrder,cueImage.started,cueImage.stopped,FixationDur,fixation.started,fixation.stopped,fixationResp.keys,fixationResp.started,fixationResp.stopped,feedbackDur,Trial counter,Target.started,Target.stopped,probeResp.keys,probeResp.corr,probeResp.started,probeResp.stopped,msg,TrackEarnings,TrialType,NonNeutralTrialsNum,probeDur,percentacc_total,meanrt,UserAcc,Acc,AdjTrial,AdjTrialInc,feedback_resp.keys,feedback_resp.rt,OverallRT,AdjRTmsg,probeResp.rt,fixationResp.rt,participant,prac_or_scan,run,date,expName,psychopyVersion,frameRate,
LgPun,1500,0,10,10,10,,96.36203456897056,None,1500,98.39668552897638,None,None,98.39668552897638,None,1.6400000000000001,11,99.92956194095314,None,None,0,99.92956194095314,None,You lost $5.00!,-9.600000000000001,4,9,0.32999999999999996,63.63636363636363,0.24555881613300048,[],83.33333333333333,9,3,None,,0.2683574270340614,Adjusting RT...,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallReward,1500,0,11,11,11,,101.97957488097018,None,1500,104.0129853959661,None,None,104.0129853959661,None,1.67,12,105.5634129869868,None,1,1,105.5634129869868,None,You won $0.20!,-9.400000000000002,2,10,0.32999999999999996,66.66666666666666,0.24923193074209848,[1],83.33333333333333,9,3,None,,0.27494373300578445,,0.27494373300578445,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
LgReward,4000,0,12,12,12,,107.61341260996414,None,4000,109.64745278499322,None,None,109.64745278499322,None,1.67,13,113.69718451495282,None,1,1,113.69718451495282,None,You won $5.00!,-4.400000000000002,1,11,0.32999999999999996,69.23076923076923,0.24933740310370922,"[1, 1]",83.33333333333333,9,3,None,,0.2501811819965951,,0.2501811819965951,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
Triangle,1500,0,13,13,13,,115.74702803895343,None,1500,117.77023354900302,None,None,117.77023354900302,None,1.67,14,119.31377654295648,None,None,0,119.31377654295648,None,You did not win or lose anything!,-4.400000000000002,3,11,0.32999999999999996,64.28571428571429,0.24933740310370922,"[1, 1]",83.33333333333333,9,3,1,-0.011747227981686592,0.31825277201831337,,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
LgPun,2000,0,14,14,14,,121.3646062729531,None,2000,123.3871815049788,None,None,123.3871815049788,None,1.67,15,125.43117586598964,None,1,1,125.43117586598964,None,You did not lose $5.00!,-4.400000000000002,4,12,0.29999999999999993,66.66666666666666,0.24811152819311247,[],83.33333333333333,12,3,None,,0.23707865399774164,Adjusting RT...,0.23707865399774164,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
Triangle,3000,0,15,15,15,,127.46481588599272,None,3000,129.4883453679504,None,None,129.4883453679504,None,1.7000000000000002,16,132.53156914300052,None,None,0,132.53156914300052,None,You did not win or lose anything!,-4.400000000000002,3,12,0.29999999999999993,62.5,0.24811152819311247,[],83.33333333333333,12,3,None,,0.23707865399774164,,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallPun,1500,0,16,16,16,,134.56492885597982,None,1500,136.58959124295507,None,None,136.58959124295507,None,1.7000000000000002,17,138.1318832800025,None,1,1,138.1318832800025,None,You did not lose $0.20!,-4.400000000000002,5,13,0.29999999999999993,64.70588235294117,0.2470521446296268,[1],83.33333333333333,12,3,None,,0.23645830899477005,,0.23645830899477005,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
Triangle,3500,0,17,17,17,,140.1655748040066,None,3500,142.19044484797632,None,None,142.19044484797632,None,1.7000000000000002,18,145.73204738495406,None,1,1,145.73204738495406,None,You did not win or lose anything!,-4.400000000000002,3,13,0.29999999999999993,66.66666666666666,0.2454895669070538,[1],83.33333333333333,12,3,None,,0.22830121195875108,,0.22830121195875108,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
LgPun,3000,0,18,18,18,,147.76589426596183,None,3000,149.79085558495717,None,None,149.79085558495717,None,1.7000000000000002,19,152.83283196995035,None,1,1,152.83283196995035,None,You did not lose $5.00!,-4.400000000000002,4,14,0.29999999999999993,68.42105263157895,0.2445709079172677,"[1, 1]",83.33333333333333,12,3,None,,0.23354700003983453,,0.23354700003983453,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
LgReward,1500,0,19,19,19,,154.8749859049567,None,1500,156.91656262398465,None,None,156.91656262398465,None,1.7000000000000002,20,158.4661118289805,None,None,0,158.4661118289805,None,You did not win $5.00!,-4.400000000000002,1,15,0.2699999999999999,65.0,0.2445709079172677,[],83.33333333333333,15,3,1,0.21151131700025871,0.4815113170002586,Adjusting RT...,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
LgPun,1500,0,20,20,20,,160.50010786700295,None,1500,162.52595703600673,None,None,162.52595703600673,None,1.73,21,164.06718997500138,None,None,0,164.06718997500138,None,You lost $5.00!,-9.400000000000002,4,16,0.2699999999999999,61.904761904761905,0.2445709079172677,[0],83.33333333333333,15,3,None,,0.4815113170002586,,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
LgReward,1500,0,21,21,21,,166.10962961998302,None,1500,168.1435236039688,None,None,168.1435236039688,None,1.73,22,169.6925042310031,None,1,1,169.6925042310031,None,You won $5.00!,-4.400000000000002,1,17,0.2699999999999999,63.63636363636363,0.24358222034892865,"[0, 1]",83.33333333333333,15,3,None,,0.2307292819605209,,0.2307292819605209,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
LgReward,1500,0,22,22,22,,171.74345200997777,None,1500,173.77698783396045,None,None,173.77698783396045,None,1.73,23,175.32687368697952,None,1,1,175.32687368697952,None,You won $5.00!,0.5999999999999979,1,18,0.24999999999999992,65.21739130434783,0.2414362097896325,[],66.66666666666666,18,3,None,,0.21139206195948645,Adjusting RT...,0.21139206195948645,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
Triangle,1500,0,23,23,23,,177.3679437029641,None,1500,179.39529742696323,None,None,179.39529742696323,None,1.75,24,180.92858225095551,None,None,0,180.92858225095551,None,You did not win or lose anything!,0.5999999999999979,3,18,0.24999999999999992,62.5,0.2414362097896325,[],66.66666666666666,18,3,1,0.03768008202314377,0.28768008202314366,,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallReward,3500,0,24,24,24,,182.97951684700092,None,3500,185.01257369795348,None,None,185.01257369795348,None,1.75,25,188.56188094097888,None,None,0,188.56188094097888,None,You did not win $0.20!,0.5999999999999979,2,19,0.24999999999999992,60.0,0.2414362097896325,[0],66.66666666666666,18,3,1,-0.008679998980369419,0.2413200010196305,,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallPun,2000,0,25,25,25,,190.60132037498988,None,2000,192.63010491995374,None,None,192.63010491995374,None,1.75,26,194.66486350895138,None,1,1,194.66486350895138,None,You did not lose $0.20!,0.5999999999999979,5,20,0.24999999999999992,61.53846153846154,0.2394995181784907,"[0, 1]",66.66666666666666,18,3,None,,0.2104491440113634,,0.2104491440113634,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallReward,2500,0,26,26,26,,196.71366745297564,None,2500,198.7478969929507,None,1,198.7478969929507,None,1.75,27,201.29779307596618,None,None,0,201.29779307596618,None,You did not win $0.20!,0.5999999999999979,2,21,0.2699999999999999,59.25925925925925,0.2394995181784907,[],49.99999999999999,21,3,1,0.00756271998398006,0.27756271998397997,Adjusting RT...,,2.1494564110180363,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallPun,2500,0,27,27,27,,203.3534088289598,None,2500,205.38140170299448,None,None,205.38140170299448,None,1.73,28,207.91524587897584,None,None,0,207.91524587897584,None,You lost $0.20!,0.39999999999999786,5,22,0.2699999999999999,57.14285714285714,0.2394995181784907,[0],49.99999999999999,21,3,1,-0.0046697260113433,0.2653302739886566,,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
Triangle,4000,0,28,28,28,,209.95329290896188,None,4000,211.98260568396654,None,None,211.98260568396654,None,1.73,29,216.01500665897038,None,None,0,216.01500665897038,None,You did not win or lose anything!,0.39999999999999786,3,22,0.2699999999999999,55.172413793103445,0.2394995181784907,[0],49.99999999999999,21,3,1,0.14452664100099355,0.41452664100099346,,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
LgPun,3500,0,29,29,29,,218.05443563498557,None,3500,220.08368471096037,None,None,220.08368471096037,None,1.73,30,223.6164411979844,None,None,0,223.6164411979844,None,You lost $5.00!,-4.600000000000002,4,23,0.2699999999999999,53.333333333333336,0.2394995181784907,"[0, 0]",49.99999999999999,21,3,None,,0.41452664100099346,,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
Triangle,1500,0,30,30,30,,225.65481399395503,None,1500,227.68461598199792,None,None,227.68461598199792,None,1.73,31,229.21752260596259,None,None,0,229.21752260596259,None,You did not win or lose anything!,-4.600000000000002,3,23,0.2699999999999999,51.61290322580645,0.2394995181784907,"[0, 0]",49.99999999999999,21,3,1,0.025635223020799458,0.29563522302079936,,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
LgReward,3000,0,31,31,31,,231.26722198800417,None,3000,233.3022814699798,None,1,233.3022814699798,None,1.73,32,236.351010112965,None,1,1,236.351010112965,None,You won $5.00!,0.3999999999999977,1,24,0.3099999999999999,53.125,0.2380714589928496,[],33.33333333333333,24,3,None,,0.21522251202259213,Adjusting RT...,0.21522251202259213,1.9100474179722369,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
Triangle,2500,0,32,32,32,,238.3889695359976,None,2500,240.41931625199504,None,None,240.41931625199504,None,1.6900000000000002,33,242.95231390598929,None,None,0,242.95231390598929,None,You did not win or lose anything!,0.3999999999999977,3,24,0.3099999999999999,51.515151515151516,0.2380714589928496,[],33.33333333333333,24,3,1,1.0797352810041048,1.3897352810041046,,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
Triangle,2000,0,33,33,33,,245.0052204609965,None,2000,247.03700069600018,None,None,247.03700069600018,None,1.6900000000000002,34,249.06943443400087,None,1,1,249.06943443400087,None,You did not win or lose anything!,0.3999999999999977,3,24,0.3099999999999999,52.94117647058824,0.23667500093708643,[],33.33333333333333,24,3,None,,0.21293521398911253,,0.21293521398911253,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallReward,1500,0,34,34,34,,251.13713789498433,None,1500,253.1715661889757,None,1,253.1715661889757,None,1.6900000000000002,35,254.72096897399751,None,None,0,254.72096897399751,None,You did not win $0.20!,0.3999999999999977,2,25,0.3099999999999999,51.42857142857142,0.23667500093708643,[0],33.33333333333333,24,3,1,0.10536092799156904,0.41536092799156893,,,1.2718188780127093,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
LgPun,2000,0,35,35,35,,256.7727183799725,None,2000,258.8049009979586,None,None,258.8049009979586,None,1.6900000000000002,36,260.8385472149821,None,1,1,260.8385472149821,None,You did not lose $5.00!,0.3999999999999977,4,26,0.3099999999999999,52.77777777777778,0.23704883567743787,"[0, 1]",33.33333333333333,24,3,None,,0.24377786100376397,,0.24377786100376397,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallReward,3000,0,36,36,36,,262.90549356199335,None,3000,264.939088213956,None,None,264.939088213956,None,1.6900000000000002,37,267.9890246439609,None,None,0,267.9890246439609,None,You did not win $0.20!,0.3999999999999977,2,27,0.34999999999999987,51.35135135135135,0.23704883567743787,[],33.33333333333333,27,3,None,,0.24377786100376397,Adjusting RT...,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
LgReward,3500,0,37,37,37,,270.0392447079648,None,3500,272.0734730369877,None,None,272.0734730369877,None,1.6500000000000001,38,275.6232977389591,None,1,1,275.6232977389591,None,You won $5.00!,5.399999999999998,1,28,0.34999999999999987,52.63157894736842,0.23879075074219144,[1],33.33333333333333,27,3,None,,0.2718871369725093,,0.2718871369725093,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallPun,2000,0,38,38,38,,277.65840887097875,None,2000,279.69196211296367,None,None,279.69196211296367,None,1.6500000000000001,39,281.72503172495635,None,1,1,281.72503172495635,None,You did not lose $0.20!,5.399999999999998,5,29,0.34999999999999987,53.84615384615385,0.24124268613412,"[1, 1]",33.33333333333333,27,3,None,,0.29028139397269115,,0.29028139397269115,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallReward,4000,0,39,39,39,,283.77466290898155,None,4000,285.80893311597174,None,None,285.80893311597174,None,1.6500000000000001,40,289.8581605659565,None,1,1,289.8581605659565,None,You won $0.20!,5.599999999999998,2,30,0.32999999999999985,55.00000000000001,0.24246145526359958,[],66.66666666666666,30,3,None,,0.2680556069826707,Adjusting RT...,0.2680556069826707,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallPun,1500,0,40,40,40,,291.8920200410066,None,1500,293.9258512419765,None,None,293.9258512419765,None,1.6700000000000002,41,295.45867405296303,None,1,1,295.45867405296303,None,You did not lose $0.20!,5.599999999999998,5,31,0.32999999999999985,56.09756097560976,0.24411922577343395,[1],66.66666666666666,30,3,None,,0.28059017698979005,,0.28059017698979005,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallReward,2000,0,41,41,41,,297.5247253009584,None,2000,299.5591717719799,None,None,299.5591717719799,None,1.6700000000000002,42,301.60907845996553,None,1,1,301.60907845996553,None,You won $0.20!,5.799999999999998,2,32,0.32999999999999985,57.14285714285714,0.24483291624104217,"[1, 1]",66.66666666666666,30,3,None,,0.26124779699603096,,0.26124779699603096,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallReward,1500,0,42,42,42,,303.65940196299925,None,1500,305.69226737495046,None,None,305.69226737495046,None,1.6700000000000002,43,307.24280112900306,None,None,0,307.24280112900306,None,You did not win $0.20!,5.799999999999998,2,33,0.2999999999999998,55.81395348837209,0.24483291624104217,[],83.33333333333333,33,3,1,0.12952165899332613,0.42952165899332595,Adjusting RT...,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallPun,1500,0,43,43,43,,309.27639120595995,None,1500,311.3102727449732,None,None,311.3102727449732,None,1.7000000000000002,44,312.8432629239978,None,1,1,312.8432629239978,None,You did not lose $0.20!,5.799999999999998,5,34,0.2999999999999998,56.81818181818182,0.24564108867198228,[1],83.33333333333333,33,3,None,,0.26503722701454535,,0.26503722701454535,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallPun,1500,0,44,44,44,,314.8767589989584,None,1500,316.9110150789493,None,None,316.9110150789493,None,1.7000000000000002,45,318.4438931309851,None,1,1,318.4438931309851,None,You did not lose $0.20!,5.799999999999998,5,35,0.2999999999999998,57.77777777777777,0.24621103018244656,"[1, 1]",83.33333333333333,33,3,None,,0.26045956794405356,,0.26045956794405356,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
LgReward,2000,0,45,45,45,,320.4810423939489,None,2000,322.5281139029539,None,None,322.5281139029539,None,1.7000000000000002,46,324.57764669897733,None,1,1,324.57764669897733,None,You won $5.00!,10.799999999999997,1,36,0.2699999999999998,58.69565217391305,0.2462649075443753,[],83.33333333333333,36,3,None,,0.24766571895452216,Adjusting RT...,0.24766571895452216,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
LgPun,4000,0,46,46,46,,326.61099559097784,None,4000,328.6447946249973,None,1,328.6447946249973,None,1.7300000000000002,47,332.67816943099024,None,None,0,332.67816943099024,None,You lost $5.00!,5.799999999999997,4,37,0.2699999999999998,57.446808510638306,0.2462649075443753,[0],83.33333333333333,36,3,None,,0.24766571895452216,,,2.4595542550086975,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallPun,3000,0,47,47,47,,334.7112681969884,None,3000,336.73154553596396,None,None,336.73154553596396,None,1.7300000000000002,48,339.77812068595085,None,None,0,339.77812068595085,None,You lost $0.20!,5.599999999999997,5,38,0.2699999999999998,56.25,0.2462649075443753,"[0, 0]",83.33333333333333,36,3,1,-0.0001907820114865899,0.2698092179885132,,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
LgReward,2500,0,48,48,48,,341.828196738963,None,2500,343.86261597299017,None,None,343.86261597299017,None,1.7300000000000002,49,346.4124772929936,None,1,1,346.4124772929936,None,You won $5.00!,10.599999999999998,1,39,0.2499999999999998,57.14285714285714,0.24546498377458192,[],66.66666666666666,39,3,None,,0.22386704199016094,Adjusting RT...,0.22386704199016094,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
SmallPun,3500,0,49,49,49,,348.44575553998584,None,3500,350.4798157409532,None,None,350.4798157409532,None,1.7500000000000002,50,354.01325860997895,None,None,0,354.01325860997895,None,You lost $0.20!,10.399999999999999,5,40,0.2499999999999998,56.00000000000001,0.24546498377458192,[0],66.66666666666666,39,3,None,,0.22386704199016094,,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,028,Scanner,1,2019_Sep_01_1329,MID,3.1.5,60.16301975105519,
